oli	بود	olla	بود#باش	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
keskiarvo	میانگین	keski#arvo	میانگین	N;NOM;SG	N;SG
edeltäjänsä	اسبق	edeltäjä	اسبق	N;GEN;SG	N;SG
ehdottomasti	مطلقا	ehdottomasti	مطلقا	ADV	ADV
ehdottomasti	قطعاً	ehdottomasti	قطعاً	ADV	ADV
ehdottomasti	قطعا	ehdottomasti	قطعاً	ADV	ADV
tausta	زمینه	tausta	زمینه	N;NOM;SG	N;SG
kuljettajien	رانندگان	kuljettaja	راننده	N;GEN;PL	N;PL
koomikko	کمدین	koomikko	کمدین	N;NOM;SG	N;SG
esiintyminen	نمایشی	esiintyminen	نمایشی	N;NOM;SG	N;SG
esiintyminen	رخداد	esiintyminen	رخداد	N;NOM;SG	N;SG
hoito	معالجه	hoito	معالجه	N;NOM;SG	N;SG
hoito	درمان	hoito	درمان	N;NOM;SG	N;SG
tähdet	ستارگان	tähti	None	N;NOM;PL	N;PL
eläimet	جانوران	eläin	جانور	N;NOM;PL	N;PL
eläimet	حیوانات	eläin	حیوان	N;NOM;PL	N;PL
eläimet	حیوانات	eläin	حیوان	N;NOM;PL	N;PL
eläimet	جانوران	eläin	جانور	N;NOM;PL	N;PL
apollo	آپولو	apollo	None	N;NOM;SG	N;SG
apollo	شفاخانه	apollo	شفاخانه	N;NOM;SG	N;SG
tanssi	dance	tanssi	dance	N;NOM;SG	N;SG
tanssi	رقص	tanssi	رقص	N;NOM;SG	N;SG
tanssi	رقص	tanssi	رقص	N;NOM;SG	N;SG
tanssi	رقصیدن	tanssi	رقصیدن	N;NOM;SG	N;SG
rinne	شیب	rinne	شیب	N;NOM;SG	N;SG
rinne	سراشیبی	rinne	سراشیبی	N;NOM;SG	N;SG
sven	اسون	sven	اسون	N;NOM;SG	N;SG
sven	سون	sven	سون	N;NOM;SG	N;SG
madridin	مادرید	madridi	مادرید	N;GEN;SG	N;SG
ominaisuus	ویژگی	ominaisuus	ویژگی	N;NOM;SG	N;SG
ominaisuus	ویژگی	ominaisuus	ویژگی	N;NOM;SG	N;SG
ominaisuus	دارایی	ominaisuus	دارایی	N;NOM;SG	N;SG
ominaisuus	ملک	ominaisuus	ملک	N;NOM;SG	N;SG
ominaisuus	مالکیت	ominaisuus	مالکیت	N;NOM;SG	N;SG
joensuu	یوئنسو	joen#suu	یوئنسو	N;NOM;SG	N;SG
voimaa	قوت	voima	قوت	N;PRT;SG	N;SG
voimaa	نیرو	voima	نیرو	N;PRT;SG	N;SG
voimaa	قدرت	voima	قدرت	N;PRT;SG	N;SG
voimaa	استحکام	voima	استحکام	N;PRT;SG	N;SG
syksyn	پاییز	syksy	پاییز	N;GEN;SG	N;SG
syksyn	پائیز	syksy	پائیز	N;GEN;SG	N;SG
syksyn	پاییزی	syksy	پاییزی	N;GEN;SG	N;SG
syksyn	خزان	syksy	خزان	N;GEN;SG	N;SG
raymond	ریموند	raymond	ریموند	N;NOM;SG	N;SG
adams	آدامز	adams	آدامز	N;NOM;SG	N;SG
adams	ادامز	adams	ادامز	N;NOM;SG	N;SG
kouvolan	کوولا	kouvola	None	N;GEN;SG	N;SG
raskas	سنگین	raskas	سنگین	ADJ;NOM;SG	ADJ
henki	روحی	henki	روح	N;NOM;SG	N;SG
henki	اسپریت	henki	اسپریت	N;NOM;SG	N;SG
henki	روح	henki	روح	N;NOM;SG	N;SG
morgan	مورگان	morka	موره	N;NOM;SG	N;SG
morgan	مرگان	morka	مرگان	N;NOM;SG	N;SG
morgan	مورگن	morka	مورگن	N;NOM;SG	N;SG
makedonian	مقدونی	makedonia	مقدونی	N;GEN;SG	N;SG
makedonian	مقدونیه	makedonia	مقدونیه	N;GEN;SG	N;SG
makedonian	مقدونیه	makedonia	مقدونیه	N;GEN;SG	N;SG
maurice	موریس	maurice	موریس	N;NOM;SG	N;SG
yleisöä	مخاطب	yleisö	مخاطب	N;PRT;SG	N;SG
yleisöä	جمعیت	yleisö	جمعیت	N;PRT;SG	N;SG
yleisöä	شلوغی	yleisö	شلوغی	N;PRT;SG	N;SG
yleisöä	ازدحام	yleisö	None	N;PRT;SG	N;SG
nobel	نوبل	nobel	نوبل	N;NOM;SG	N;SG
ateenassa	آتن	ateeta	None	N;IN+ESS;SG	N;SG
mahdolliset	ممکن	mahdollinen	ممکن	ADJ;NOM;PL	ADJ
perustaminen	آفرینش	perustaminen	آفرینش	N;NOM;SG	N;SG
perustaminen	ایجاد	perustaminen	ایجاد	N;NOM;SG	N;SG
perustaminen	خلقت	perustaminen	خلقت	N;NOM;SG	N;SG
perustaminen	موسسه	perustaminen	None	N;NOM;SG	N;SG
perustaminen	تاسیس	perustaminen	تاسیس	N;NOM;SG	N;SG
perustaminen	تأسیس	perustaminen	تأسیس	N;NOM;SG	N;SG
mhz	mhz	mhz	mhz	N;NOM;SG	N;SG
sinfonia	سمفونی	sinfonia	سمفونی	N;NOM;SG	N;SG
paikkoja	مکانهایی	paikka	مکان	N;PRT;PL	N;PL
paikkoja	مکانها	paikka	مکان	N;PRT;PL	N;PL
paikkoja	مساجد	paikka	None	N;PRT;PL	N;PL
hautausmaalle	قبرستان	hautaus#maka	قبرستان	N;AT+ALL;SG	N;SG
hautausmaalle	گورستان	hautaus#maka	گورستان	N;AT+ALL;SG	N;SG
käyttäjää	کاربر	käyttäjä	کاربر	N;PRT;SG	N;SG
lentokenttä	فرودگاه	lento#kenttä	فرودگاه	N;NOM;SG	N;SG
kasveja	گیاهان	kasvi	گیاه	N;PRT;PL	N;PL
jakob	یاکوب	jakob	یاکوب	N;NOM;SG	N;SG
grammy	گرمی	grammy	گرمی	N;NOM;SG	N;SG
leonard	لئونارد	leonard	لئونارد	N;NOM;SG	N;SG
loppua	پایان	loppu	پایان	N;PRT;SG	N;SG
vieläkin	همچنان	vieläkin	همچنان	ADV	ADV
vieläkin	هنوزم	vieläkin	هنوزم	ADV	ADV
vieläkin	هنوز	vieläkin	هنوز	ADV	ADV
selitys	شرح	selitys	شرح	N;NOM;SG	N;SG
kitaraa	گیتار	kitara	گیتار	N;PRT;SG	N;SG
rosa	روزا	rosa	روزا	N;NOM;SG	N;SG
rosa	رز	rosa	رز	N;NOM;SG	N;SG
rosa	رزا	rosa	رزا	N;NOM;SG	N;SG
kiertue	تور	kiertue	تور	N;NOM;SG	N;SG
kiertue	tour	kiertue	tour	N;NOM;SG	N;SG
islannin	ایسلند	islanti	ایسلند	N;GEN;SG	N;SG
islannin	ایسلندی	islanti	ایسلندی	N;GEN;SG	N;SG
siiven	بال	siivi	بال	N;GEN;SG	N;SG
siiven	وینگ	siivi	وینگ	N;GEN;SG	N;SG
mahdollisia	ممکن	mahdollinen	ممکن	ADJ;PRT;PL	ADJ
demo	دمو	demo	دمو	N;NOM;SG	N;SG
kirkot	کلیساها	kirkko	کلیسا	N;NOM;PL	N;PL
kirkot	کلیساهای	kirkko	کلیسا	N;NOM;PL	N;PL
vahvuus	قوت	vahvuus	قوت	N;NOM;SG	N;SG
vahvuus	نیرو	vahvuus	نیرو	N;NOM;SG	N;SG
vahvuus	قدرت	vahvuus	قدرت	N;NOM;SG	N;SG
vahvuus	استحکام	vahvuus	استحکام	N;NOM;SG	N;SG
egyptissä	مصر	egypti	مصر	N;IN+ESS;SG	N;SG
tarve	نیاز	tarve	نیاز	N;NOM;SG	N;SG
nyrkkeilijä	باکسر	nyrkkeilijä	باکسر	N;NOM;SG	N;SG
nyrkkeilijä	بوکسر	nyrkkeilijä	بوکسر	N;NOM;SG	N;SG
nyrkkeilijä	بوکسور	nyrkkeilijä	None	N;NOM;SG	N;SG
sarjakuva	کمیک	sarja#kuva	None	N;NOM;SG	N;SG
sarjakuva	کمدی	sarja#kuva	None	N;NOM;SG	N;SG
sarjakuva	کمیک	sarja#kuva	None	N;NOM;SG	N;SG
sarjakuva	مصور	sarja#kuva	مصور	N;NOM;SG	N;SG
sarjakuva	کارتون	sarja#kuva	کارتون	N;NOM;SG	N;SG
valmistajien	تولیدکنندگان	valmistaja	تولیدکننده	N;GEN;PL	N;PL
valmistajien	سازندگان	valmistaja	سازنده	N;GEN;PL	N;PL
kutsuu	میخواند	kutsua	خواند#خوان	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
sääntöjä	قواعد	sääntö	None	N;PRT;PL	N;PL
sääntöjä	قوانین	sääntö	قانون	N;PRT;PL	N;PL
vastuussa	مسئول	vastuu	مسئول	N;IN+ESS;SG	N;SG
vastuussa	مسول	vastuu	مسول	N;IN+ESS;SG	N;SG
vastuussa	مسئولیت	vastuu	مسئولیت	N;IN+ESS;SG	N;SG
arnold	آرنولد	arnold	آرنولد	N;NOM;SG	N;SG
slam	اسلم	slam	اسلم	N;NOM;SG	N;SG
esittelee	میزند	esitellä	میزند	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
salainen	محرمانه	salainen	محرمانه	ADJ;NOM;SG	ADJ
amerikka	آمریکای	amerikka	آمریکا	N;NOM;SG	N;SG
amerikka	امریکا	amerikka	امریکا	N;NOM;SG	N;SG
amerikka	آمریکا	amerikka	آمریکا	N;NOM;SG	N;SG
rajat	مرزهای	raja	مرز	N;NOM;PL	N;PL
rajat	مرزها	raja	مرز	N;NOM;PL	N;PL
rajat	محدودیتها	raja	محدودیت	N;NOM;PL	N;PL
angelesin	آنجلس	angeles	آنجلس	N;GEN;SG	N;SG
kyky	استعداد	kyky	استعداد	N;NOM;SG	N;SG
kyky	ذکاوت	kyky	ذکاوت	N;NOM;SG	N;SG
kyky	توانایی	kyky	توانایی	N;NOM;SG	N;SG
kyky	قابلیت	kyky	قابلیت	N;NOM;SG	N;SG
radion	رادیویی	radio	رادیویی	N;GEN;SG	N;SG
radion	رادیو	radio	رادیو	N;GEN;SG	N;SG
radion	بیسیم	radio	دیست#ییس	N;GEN;SG	N;SG
konkurssiin	ورشکستگی	konkurssi	ورشکستگی	N;IN+ALL;SG	N;SG
konkurssiin	ورشکستگی	konkurssi	ورشکستگی	N;IN+ALL;SG	N;SG
tuloksia	نتایج	tulos	نتیجه	N;PRT;PL	N;PL
tuloksia	نتایجی	tulos	None	N;PRT;PL	N;PL
taivaan	آسمان	taivas	آسمان	N;GEN;SG	N;SG
taivaan	آسمان	taivas	آسمان	N;GEN;SG	N;SG
taivaan	اسکای	taivas	اسکا	N;GEN;SG	N;SG
lontooseen	لندن	lontoo	لندن	N;IN+ALL;SG	N;SG
lontooseen	london	lontoo	None	N;IN+ALL;SG	N;SG
linnoitus	ارگ	linnoitus	ارگ	N;NOM;SG	N;SG
linnoitus	قلعه	linnoitus	قلعه	N;NOM;SG	N;SG
linnoitus	دژ	linnoitus	دژ	N;NOM;SG	N;SG
linnoitus	فورت	linnoitus	فورت	N;NOM;SG	N;SG
linnoitus	دژ	linnoitus	دژ	N;NOM;SG	N;SG
ankka	داک	ankka	داک	N;NOM;SG	N;SG
ankka	اردک	ankka	اردک	N;NOM;SG	N;SG
ankka	مرغابی	ankka	مرغابی	N;NOM;SG	N;SG
yhteiskunta	اجتماع	yhteis#kunta	None	N;NOM;SG	N;SG
yhteiskunta	جامعه	yhteis#kunta	جامعه	N;NOM;SG	N;SG
yhteiskunta	انجمن	yhteis#kunta	انجمن	N;NOM;SG	N;SG
malleja	مدلهای	malli	مدل	N;PRT;PL	N;PL
flora	فلورا	flora	فلورا	N;NOM;SG	N;SG
hermann	هرمان	hermann	هرمان	N;NOM;SG	N;SG
myyntiin	فروش	myynti	فروش	N;IN+ALL;SG	N;SG
myyntiin	حراج	myynti	حراج	N;IN+ALL;SG	N;SG
krimin	کریمه	krimi	کریمه	N;GEN;SG	N;SG
krimin	کریمه	krimi	کریمه	N;GEN;SG	N;SG
matala	کم	matala	کم	ADJ;NOM;SG	ADJ
tšekkoslovakian	چکسلواکی	tšekko#sovakia	چکسلواکی	N;GEN;SG	N;SG
ystävät	دوستان	ystävä	دوست	N;NOM;PL	N;PL
yhteisen	معمولی	yhteinen	معمولی	ADJ;GEN;SG	ADJ
yhteisen	مشترک	yhteinen	مشترک	ADJ;GEN;SG	ADJ
arvio	ارزیابی	arvio	ارزیابی	N;NOM;SG	N;SG
arvio	برآورد	arvio	برآورد	N;NOM;SG	N;SG
arvio	تخمین	arvio	تخمین	N;NOM;SG	N;SG
arvio	ارزیابی	arvio	ارزیابی	N;NOM;SG	N;SG
arvio	برآورد	arvio	برآورد	N;NOM;SG	N;SG
arvio	تخمین	arvio	تخمین	N;NOM;SG	N;SG
arvio	ارزیابی	arvio	ارزیابی	N;NOM;SG	N;SG
hiljainen	ساکت	hiljainen	ساکت	ADJ;NOM;SG	ADJ
express	اکسپرس	express	اکسپرس	N;NOM;SG	N;SG
norman	نورمن	norma	نورمن	N;NOM;SG	N;SG
mustaa	سیاه	musta	سیاه	ADJ;PRT;SG	ADJ
phoenix	سیمرغ	phoenix	سیمرغ	N;NOM;SG	N;SG
phoenix	فونیکس	phoenix	فونیکس	N;NOM;SG	N;SG
phoenix	ققنوس	phoenix	ققنوس	N;NOM;SG	N;SG
phoenix	فینکس	phoenix	فینکس	N;NOM;SG	N;SG
phoenix	فینیکس	phoenix	فینیکس	N;NOM;SG	N;SG
dokumentti	سند	dokumentti	سند	N;NOM;SG	N;SG
dokumentti	نوشتار	dokumentti	نوشتار	N;NOM;SG	N;SG
dokumentti	مستند	dokumentti	مستند	N;NOM;SG	N;SG
kansojen	مردمان	kansa	مردم	N;GEN;PL	N;PL
tavoite	عینی	tavoite	عینی	N;NOM;SG	N;SG
tavoite	هدفگیری	tavoite	هدفگیری	N;NOM;SG	N;SG
tavoite	گل	tavoite	گل	N;NOM;SG	N;SG
tavoite	هدف	tavoite	هدف	N;NOM;SG	N;SG
satunnaisesti	گهگاه	satunnaisesti	گهگاه	ADV	ADV
hevonen	اسب	hevonen	اسب	N;NOM;SG	N;SG
classic	کلاسیک	classic	کلاسیک	N;NOM;SG	N;SG
classic	classic	classic	classic	N;NOM;SG	N;SG
erityistä	مشخص	erityinen	مشخص	ADJ;PRT;SG	ADJ
erityistä	ویژه	erityinen	ویژه	ADJ;PRT;SG	ADJ
arvot	مقادیر	arvo	مقدار	N;NOM;PL	N;PL
arvot	ارزشها	arvo	ارزش	N;NOM;PL	N;PL
barbara	باربارا	barbara	باربارا	N;NOM;SG	N;SG
barbara	باربرا	barbara	باربرا	N;NOM;SG	N;SG
tauti	بیماری	tauti	بیماری	N;NOM;SG	N;SG
hauta	مقبره	hauta	مقبره	N;NOM;SG	N;SG
hauta	آرامگاه	hauta	آرامگاه	N;NOM;SG	N;SG
hauta	قبر	hauta	قبر	N;NOM;SG	N;SG
taidetta	art	taide	art	N;PRT;SG	N;SG
taidetta	هنر	taide	هنر	N;PRT;SG	N;SG
taidetta	آرت	taide	آرت	N;PRT;SG	N;SG
aleksei	آلکسی	aleksei	آلکسی	N;NOM;SG	N;SG
aleksei	الکسی	aleksei	الکسی	N;NOM;SG	N;SG
sairaala	بیمارستان	sairaala	بیمارستان	N;NOM;SG	N;SG
sairaala	بیمارستانی	sairaala	بیمارستان	N;NOM;SG	N;SG
irlannissa	ایرلند	irlanti	ایرلند	N;IN+ESS;SG	N;SG
rungon	هال	runko	هال	N;GEN;SG	N;SG
rungon	بدنه	runko	بدنه	N;GEN;SG	N;SG
taka	عقب	taka	عقب	N;NOM;SG	N;SG
tuloksen	نتیجه	tulos	نتیجه	N;GEN;SG	N;SG
tuloksen	حاصل	tulos	حاصل	N;GEN;SG	N;SG
vastaus	پاسخگویی	vastaus	پاسخگویی	N;NOM;SG	N;SG
vastaus	جواب	vastaus	جواب	N;NOM;SG	N;SG
vastaus	پاسخ	vastaus	پاسخ	N;NOM;SG	N;SG
vastaus	پاسخ	vastaus	پاسخ	N;NOM;SG	N;SG
vastaus	پاسخگویی	vastaus	پاسخگویی	N;NOM;SG	N;SG
vastaus	پاسخ	vastaus	پاسخ	N;NOM;SG	N;SG
vastaus	واکنش	vastaus	واکنش	N;NOM;SG	N;SG
viranomaisten	مسئولین	viran#omainen	مسئولین	N;GEN;PL	N;PL
viranomaisten	مقامات	viran#omainen	مقام	N;GEN;PL	N;PL
viranomaisten	مسئولان	viran#omainen	مسئول	N;GEN;PL	N;PL
tytöt	دخترها	tyttö	دختر	N;NOM;PL	N;PL
tytöt	دختران	tyttö	None	N;NOM;PL	N;PL
tuulen	باد	tuuli	باد	N;GEN;SG	N;SG
tuulen	بادی	tuuli	بادی	N;GEN;SG	N;SG
hunter	هانتر	hunter	هانتر	N;NOM;SG	N;SG
hunter	شکارچی	hunter	شکارچی	N;NOM;SG	N;SG
reaktio	واکنشی	reaktio	واکنش	N;NOM;SG	N;SG
reaktio	واکنش	reaktio	واکنش	N;NOM;SG	N;SG
paria	جفت	pari	None	N;PRT;SG	N;SG
sukupolvi	نسل	suku#polvi	نسل	N;NOM;SG	N;SG
tiede	علمی	tiede	علمی	N;NOM;SG	N;SG
tiede	علم	tiede	علم	N;NOM;SG	N;SG
luonne	شخصیت	luonne	شخصیت	N;NOM;SG	N;SG
luonne	شخصیتی	luonne	شخصیت	N;NOM;SG	N;SG
luonne	شخصیت	luonne	شخصیت	N;NOM;SG	N;SG
luonne	نویسه	luonne	نویسه	N;NOM;SG	N;SG
luonne	سرشت	luonne	None	N;NOM;SG	N;SG
luonne	طبیعت	luonne	طبیعت	N;NOM;SG	N;SG
vuoristo	کوهستان	vuoristo	کوهستان	N;NOM;SG	N;SG
vuoristo	کوهستانی	vuoristo	کوهستانی	N;NOM;SG	N;SG
vuoristo	کوهی	vuoristo	None	N;NOM;SG	N;SG
vuoristo	کوه	vuoristo	کوه	N;NOM;SG	N;SG
vuoristo	کوهستان	vuoristo	کوهستان	N;NOM;SG	N;SG
tutkijoiden	بازرسان	tutkija	بازرسان	N;GEN;PL	N;PL
tutkijoiden	محققین	tutkija	محقق	N;GEN;PL	N;PL
tutkijoiden	پژوهشگران	tutkija	پژوهشگر	N;GEN;PL	N;PL
tutkijoiden	محققان	tutkija	محقق	N;GEN;PL	N;PL
juontaja	مجری	juontaja	None	N;NOM;SG	N;SG
juontaja	میزبان	juontaja	میزبان	N;NOM;SG	N;SG
oikeuksien	حقوق	oikeus	حق	N;GEN;PL	N;PL
vaikutuksia	تأثیرات	vaikutus	تأثیر	N;PRT;PL	N;PL
vaikutuksia	تاثیرات	vaikutus	تاثیر	N;PRT;PL	N;PL
vaikutuksia	اثرات	vaikutus	اثر	N;PRT;PL	N;PL
vaikutuksia	آثار	vaikutus	اثر	N;PRT;PL	N;PL
kertomuksia	داستانها	kertomus	داستان	N;PRT;PL	N;PL
side	پهلو	side	پهلو	N;NOM;SG	N;SG
side	طرف	side	طرف	N;NOM;SG	N;SG
side	بانداژ	side	بانداژ	N;NOM;SG	N;SG
side	پانسمان	side	پانسمان	N;NOM;SG	N;SG
side	باند	side	باند	N;NOM;SG	N;SG
side	پیوند	side	پیوند	N;NOM;SG	N;SG
paikallaan	ساکن	paikka	ساکن	N;AT+ESS
;SG	N;SG
paikallaan	ایستا	paikka	ایستا	N;AT+ESS
;SG	N;SG
sivujen	صفحات	sivu	None	N;GEN;PL	N;PL
juna	قطار	juna	قطار	N;NOM;SG	N;SG
sampo	سامپو	sampo	سامپو	N;NOM;SG	N;SG
huippu	top	huippu	top	N;NOM;SG	N;SG
huippu	تاپ	huippu	تاپ	N;NOM;SG	N;SG
huippu	اوج	huippu	اوج	N;NOM;SG	N;SG
huippu	فاعل	huippu	None	N;NOM;SG	N;SG
huippu	اوج	huippu	اوج	N;NOM;SG	N;SG
huippu	قله	huippu	قله	N;NOM;SG	N;SG
linda	لیندا	linda	لیندا	N;NOM;SG	N;SG
roomaan	رُم	rooma	رُم	N;IN+ALL;SG	N;SG
roomaan	رم	rooma	رم	N;IN+ALL;SG	N;SG
urheilun	sport	urheilu	sport	N;GEN;SG	N;SG
urheilun	اسپورت	urheilu	اسپورت	N;GEN;SG	N;SG
urheilun	ورزش	urheilu	ورزش	N;GEN;SG	N;SG
urheilun	ورزشی	urheilu	ورزشی	N;GEN;SG	N;SG
urheilun	ورزشکار	urheilu	ورزشکار	N;GEN;SG	N;SG
sairaus	بیماری	sairaus	بیماری	N;NOM;SG	N;SG
sairaus	بیماری	sairaus	بیماری	N;NOM;SG	N;SG
sairaus	ناخوشی	sairaus	ناخوشی	N;NOM;SG	N;SG
sairaus	مرضی	sairaus	مرضی	N;NOM;SG	N;SG
sairaus	بیماری	sairaus	بیماری	N;NOM;SG	N;SG
box	باکس	box	باکس	N;NOM;SG	N;SG
box	جعبه	box	جعبه	N;NOM;SG	N;SG
colorado	کلرادو	colorado	کلرادو	N;NOM;SG	N;SG
colorado	کلورادو	colorado	کلورادو	N;NOM;SG	N;SG
siirto	انتقال	siirto	انتقال	N;NOM;SG	N;SG
asuinpaikka	اقامتگاه	asuin#paikka	اقامتگاه	N;NOM;SG	N;SG
asuinpaikka	جایگاه	asuin#paikka	جایگاه	N;NOM;SG	N;SG
asuinpaikka	اقامت	asuin#paikka	اقامت	N;NOM;SG	N;SG
etäisyys	مسافت	etäisyys	مسافت	N;NOM;SG	N;SG
etäisyys	فاصله	etäisyys	فاصله	N;NOM;SG	N;SG
etäisyys	گستره	etäisyys	گستره	N;NOM;SG	N;SG
roope	اسکروج	roope	اسکروج	N;NOM;SG	N;SG
valokuvia	عکسها	valo#kuva	عکس	N;PRT;PL	N;PL
valokuvia	تصاویر	valo#kuva	تصویر	N;PRT;PL	N;PL
valokuvia	عکسها	valo#kuva	عکس	N;PRT;PL	N;PL
muodon	شکل	muoto	شکل	N;GEN;SG	N;SG
tuote	فرآورده	tuote	فرآورده	N;NOM;SG	N;SG
tuote	محصول	tuote	محصول	N;NOM;SG	N;SG
tuote	ضرب	tuote	None	N;NOM;SG	N;SG
tuote	حاصل	tuote	حاصل	N;NOM;SG	N;SG
nina	نینا	nina	نینا	N;NOM;SG	N;SG
baseball	بیسبال	baseball	بیسبال	N;NOM;SG	N;SG
tulevaisuuden	future	tulevaisuus	future	N;GEN;SG	N;SG
tulevaisuuden	آینده	tulevaisuus	آینده	N;GEN;SG	N;SG
kuolemaa	مرگ	kuolema	مرگ	N;PRT;SG	N;SG
rivi	خط	rivi	خط	N;NOM;SG	N;SG
rivi	سطر	rivi	سطر	N;NOM;SG	N;SG
hautausmaa	قبرستان	hautaus#maa	قبرستان	N;NOM;SG	N;SG
hautausmaa	گورستان	hautaus#maa	گورستان	N;NOM;SG	N;SG
hautausmaa	قبرستان	hautaus#maa	قبرستان	N;NOM;SG	N;SG
chilen	شیلی	chile	شیلی	N;GEN;SG	N;SG
chilen	شیلی	chile	شیلی	N;GEN;SG	N;SG
eläin	حیوانی	eläin	حیوانی	N;NOM;SG	N;SG
eläin	حیوان	eläin	None	N;NOM;SG	N;SG
kokoelman	مجموعۀ	kokoelma	مجموعۀ	N;GEN;SG	N;SG
kokoelman	مجموعه	kokoelma	مجموعه	N;GEN;SG	N;SG
sukellusvene	زیردریایی	sukellus#vene	زیردریایی	N;NOM;SG	N;SG
indiana	ایندیانا	india	ایندیانا	N;FRML;SG	N;SG
päätökseen	تکمیل	päätös	تکمیل	N;IN+ALL;SG	N;SG
yhteenveto	خلاصۀ	yhteen#veto	خلاصۀ	N;NOM;SG	N;SG
yhteenveto	خلاصه	yhteen#veto	خلاصه	N;NOM;SG	N;SG
sankari	قهرمان	sankari	قهرمان	N;NOM;SG	N;SG
sankari	پهلوان	sankari	None	N;NOM;SG	N;SG
maine	اعتبار	maine	اعتبار	N;NOM;SG	N;SG
maine	آبرو	maine	None	N;NOM;SG	N;SG
maine	شهرت	maine	شهرت	N;NOM;SG	N;SG
maine	شهرتش	maine	شهرتش	N;NOM;SG	N;SG
maine	مین	maine	مین	N;NOM;SG	N;SG
maine	ماین	maine	ماین	N;NOM;SG	N;SG
maine	شهرتش	maine	شهرتش	N;NOM;SG	N;SG
maine	شهرت	maine	شهرت	N;NOM;SG	N;SG
maine	شهرتی	maine	شهرت	N;NOM;SG	N;SG
ajatuksia	افکار	ajatus	فکر	N;PRT;PL	N;PL
kääntäjä	translator	kääntäjä	translator	N;NOM;SG	N;SG
kääntäjä	مترجم	kääntäjä	مترجم	N;NOM;SG	N;SG
ruotsiksi	سوئدی	ruotsi	سوئدی	N;TRANS;SG	N;SG
maaseudun	حومه	maa#seutu	حومه	N;GEN;SG	N;SG
maaseudun	ییلاق	maa#seutu	ییلاق	N;GEN;SG	N;SG
maaseudun	روستایی	maa#seutu	روستایی	N;GEN;SG	N;SG
teollisuus	صنعت	teollisuus	صنعت	N;NOM;SG	N;SG
saavutukset	دستاوردهای	saavutus	دستاورد	N;NOM;PL	N;PL
mahdollisuuksia	فرصتها	mahdollisuus	فرصت	N;PRT;PL	N;PL
mahdollisuuksia	فرصتهای	mahdollisuus	فرصت	N;PRT;PL	N;PL
mahdollisuuksia	امکانات	mahdollisuus	امکان	N;PRT;PL	N;PL
kirjeen	حرف	kirje	حرف	N;GEN;SG	N;SG
kirjeen	نامه	kirje	نامه	N;GEN;SG	N;SG
susan	سوسن	susa	سوسن	N;NOM;SG	N;SG
susan	سوزان	susa	سوز	N;NOM;SG	N;SG
lentokone	هواپیمای	lento#kone	هواپیما	N;NOM;SG	N;SG
lentokone	هواپیمای	lento#kone	هواپیما	N;NOM;SG	N;SG
lentokone	هواپیمایی	lento#kone	هواپیمایی	N;NOM;SG	N;SG
lentokone	هواپیما	lento#kone	هواپیما	N;NOM;SG	N;SG
lentokone	هواپیمای	lento#kone	هواپیما	N;NOM;SG	N;SG
lentokone	هواگرد	lento#kone	هواگرد	N;NOM;SG	N;SG
lentokone	طیاره	lento#kone	طیاره	N;NOM;SG	N;SG
suhteita	روابط	suhde	رابطه	N;PRT;PL	N;PL
seelannin	زلاند	seelanti	زلاند#زلان	N;GEN;SG	N;SG
kulttuuria	تمدن	kulttuuri	تمدن	N;PRT;SG	N;SG
kulttuuria	فرهنگی	kulttuuri	فرهنگی	N;PRT;SG	N;SG
kulttuuria	فرهنگ	kulttuuri	فرهنگ	N;PRT;SG	N;SG
fiat	فیات	fiat	فیات	N;NOM;SG	N;SG
tekijän	مؤلف	tekijä	مؤلف	N;GEN;SG	N;SG
tekijän	نویسندۀ	tekijä	نویسندۀ	N;GEN;SG	N;SG
tekijän	نویسنده	tekijä	نویسنده	N;GEN;SG	N;SG
vallankumous	انقلابی	vallan#kumous	انقلاب	N;NOM;SG	N;SG
vallankumous	انقلاب	vallan#kumous	انقلاب	N;NOM;SG	N;SG
kansallisuus	تابعیت	kansallisuus	None	N;NOM;SG	N;SG
kansallisuus	ملیت	kansallisuus	ملیت	N;NOM;SG	N;SG
kansallisuus	ملیتی	kansallisuus	ملیتی	N;NOM;SG	N;SG
tornin	تاور	torni	تاور	N;GEN;SG	N;SG
tornin	برج	torni	برج	N;GEN;SG	N;SG
sivuja	صفحات	siva	None	N;PRT;PL	N;PL
vaikeuksia	مشکلات	vaikeus	مشکل	N;PRT;PL	N;PL
kriitikko	منتقد	kriitikko	منتقد	N;NOM;SG	N;SG
pohja	پایه	pohja	پایه	N;NOM;SG	N;SG
pohja	مبنا	pohja	مبنا	N;NOM;SG	N;SG
pohja	پایگاه	pohja	None	N;NOM;SG	N;SG
pohja	مفعول	pohja	مفعول	N;NOM;SG	N;SG
pohja	باتوم	pohja	باتوم	N;NOM;SG	N;SG
runsas	فراوان	runsas	فراوان	ADJ;NOM;SG	ADJ
metsän	فارست	metsä	فارست	N;GEN;SG	N;SG
metsän	جنگل	metsä	جنگل	N;GEN;SG	N;SG
metsän	جنگلی	metsä	جنگلی	N;GEN;SG	N;SG
verkossa	online	verkko	online	N;IN+ESS;SG	N;SG
verkossa	برخط	verkko	برخط	N;IN+ESS;SG	N;SG
