douro	douro	douro	douro	N;MASC;SG	PROPN;NOM;MASC;SG
normais	normalna	normal	normalen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
normais	običajna	normal	običajen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
amistoso	prijateljski	amistoso	prijateljski	N;MASC;SG	ADJ;NOM;MASC;SG
amistoso	prijazen	amistoso	prijazen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
amistoso	prijateljsko	amistoso	prijateljsko	N;MASC;SG	ADV
amistoso	prijateljska	amistoso	prijateljski	N;MASC;SG	ADJ;NOM;FEM;SG
amistoso	prijazno	amistoso	prijazen	N;MASC;SG	ADJ;NOM;NEUT;SG
amistoso	prijazni	amistoso	prijazen	N;MASC;SG	ADJ;NOM;MASC;PL
obtidos	pridobljena	obter	pridobljen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
obtidos	pridobljen	obter	pridobljen	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
obtidos	pridobljeno	obter	pridobljen	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vantagens	koristi	vantagem	korist	N;FEM;PL	N;NOM;FEM;SG
eyes	oči	eyes	oči	N;MASC;SG	N;NOM;FEM;PL
básicas	osnovno	básico	osnoven	N;FEM;PL	ADJ;NOM;NEUT;SG
básicas	osnovni	básico	osnoven	N;FEM;PL	ADJ;NOM;MASC;PL
ilegal	nezakonite	ilegal	nezakonit	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ilegal	nezakoniti	ilegal	nezakoniti	ADJ;MASC;SG	ADJ;NOM;MASC;PL
sugeriu	predlagane	sugerir	predlagan	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
sugeriu	predlagan	sugerir	predlagan	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
sugeriu	predlagano	sugerir	predlagan	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
sugeriu	predlagani	sugerir	predlagan	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
sugeriu	predlagana	sugerir	predlagan	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
mudado	spremenjen	mudar	spremenjen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
mudado	spremenjeno	mudar	spremenjen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
intenso	intenzivne	intenso	intenziven	ADJ;MASC;SG	ADJ;NOM;FEM;PL
intenso	intenzivno	intenso	intenzivno	ADJ;MASC;SG	ADV
intenso	intenzivno	intenso	intenzivno	ADJ;MASC;SG	ADV
trilhas	sledi	trilha	slediti	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
assistir	ura	assistir	ura	V;NFIN	N;NOM;FEM;SG
existiu	obstajali	existir	obstajati	V;IND;SG;3;PST;FIN	V;IPFV;MASC;PL;V.PTCP
allan	allan	allan	allan	N;MASC;SG	PROPN;NOM;MASC;SG
assalto	ropi	assalto	ropa	N;MASC;SG	N;NOM;MASC;PL
favoráveis	ugodni	favorável	ugoden	ADJ;MASC;PL	ADJ;NOM;MASC;SG
favoráveis	ugodno	favorável	ugoden	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
favoráveis	ugoden	favorável	ugoden	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
favoráveis	ugodno	favorável	ugoden	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
angelo	angelo	angelo	angelo	N;MASC;SG	PROPN;NOM;FEM;SG
móvel	mobilna	móvel	mobilen	N;MASC;SG	ADJ;NOM;FEM;SG
móvel	mobilni	móvel	mobilen	N;MASC;SG	ADJ;NOM;MASC;SG
móvel	mobilnih	móvel	mobilen	N;MASC;SG	ADJ;GEN;MASC;PL
móvel	mobilno	móvel	mobilen	N;MASC;SG	ADJ;NOM;NEUT;SG
abraço	objemi	abraço	objemi	N;MASC;SG	N;NOM;MASC;PL
copas	src	copa	srce	N;FEM;PL	N;NOM;MASC;SG
copas	srca	copa	srce	N;FEM;PL	N;NOM;NEUT;SG
vestido	oblečen	vestir	oblečen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
vestido	oblečena	vestir	oblečen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vestido	oblečeno	vestir	oblečen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vestido	obleko	vestir	obleka	V;MASC;SG;V.PTCP	N;ACC;FEM;SG
vestido	obleka	vestir	obleka	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
muralhas	obzidje	muralha	obzidje	N;FEM;PL	N;NOM;NEUT;SG
identificado	označena	identificar	označen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
identificado	označeni	identificar	označen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
identificado	označen	identificar	označen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
identificado	označene	identificar	označen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
identificado	označeno	identificar	označen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
identificado	ugotovljene	identificar	ugotovljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
identificado	ugotovljena	identificar	ugotovljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
residencial	stanovanjske	residencial	stanovanjski	N;MASC;SG	ADJ;NOM;FEM;PL
residencial	stanovanjska	residencial	stanovanjski	N;MASC;SG	ADJ;NOM;FEM;SG
residencial	stanovanjsko	residencial	stanovanjski	N;MASC;SG	ADJ;NOM;NEUT;SG
residencial	stanovanjskih	residencial	stanovanjski	N;MASC;SG	ADJ;GEN;MASC;PL
residencial	stanovanjski	residencial	stanovanjski	N;MASC;SG	ADJ;NOM;MASC;PL
michelle	michelle	michelle	michell	N;FEM;SG	PROPN;NOM;FEM;SG
expresso	express	expresso	express	V;MASC;SG;V.PTCP	N;NOM;MASC;SG
expresso	espresso	expresso	espresso	V;MASC;SG;V.PTCP	N;NOM;MASC;SG
expresso	izražena	expresso	izražen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
expresso	izraženo	expresso	izražen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
expresso	izraženi	expresso	izražen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
expresso	izražen	expresso	izražen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
human	človeško	human	človeški	N;MASC;SG	ADJ;NOM;NEUT;SG
human	človeška	human	človeški	N;MASC;SG	ADJ;NOM;FEM;SG
human	človeški	human	človeški	N;MASC;SG	ADJ;NOM;MASC;SG
precipitação	padavin	precipitação	padavina	N;FEM;SG	N;GEN;FEM;PL
precipitação	padavine	precipitação	padavina	N;FEM;SG	N;NOM;FEM;PL
produzindo	proizvajanje	produzir	proizvajanje	V;V.MSDR	N;NOM;NEUT;SG
corda	vrvi	corda	vrv	N;FEM;SG	N;NOM;FEM;PL
procurou	iskana	procurar	iskan	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
procurou	preiskali	procurar	preiskati	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;V.PTCP
teto	strehe	teto	streha	N;MASC;SG	N;NOM;FEM;PL
mariano	mariano	mariano	mariano	N;MASC;SG	PROPN;NOM;MASC;SG
introduziu	uvedeno	introduzir	uvedeno	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
introduziu	uveden	introduzir	uveden	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
introduziu	uvedeni	introduzir	uveden	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
introduziu	uvedene	introduzir	uveden	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
introduziu	uvedena	introduzir	uveden	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
explorar	raziskovanju	explorar	raziskovanje	V;NFIN	N;DAT;NEUT;SG
explorar	raziskovanje	explorar	raziskovanje	V;NFIN	N;NOM;NEUT;SG
explorar	raziskovanje	explorar	raziskovanje	V;NFIN	N;NOM;NEUT;SG
delgada	vitka	delgada	vitek	N;FEM;SG	ADJ;NOM;FEM;SG
comer	jej	comer	jesti	V;NFIN	
comer	jest	comer	jest	V;NFIN	
mísseis	izstrelek	míssil	izstrelek	N;MASC;PL	N;NOM;MASC;SG
mísseis	projektil	míssil	projektiti	N;MASC;PL	N;NOM;MASC;SG
mísseis	raketa	míssil	raketa	N;MASC;PL	N;NOM;FEM;SG
dívida	dolga	dívida	dolg	N;FEM;SG	ADJ;NOM;FEM;SG
dívida	dolg	dívida	dolg	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
complementar	dopolnilne	complementar	dopolnilen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
complementar	dopolnila	complementar	dopolniti	ADJ;MASC;SG	V;PFV;FEM;SG;V.PTCP
complementar	dopolnilo	complementar	dopolniti	ADJ;MASC;SG	V;PFV;NEUT;SG;V.PTCP
complementar	dopolnjujejo	complementar	dopolnjevati	ADJ;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
definidos	opredeljen	definir	opredeljen	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
definidos	opredeljeni	definir	opredeljen	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
definidos	opredeljeno	definir	opredeljen	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
definidos	opredeljena	definir	opredeljen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
albânia	albansko	albânia	albanski	N;FEM;SG	ADJ;NOM;NEUT;SG
albânia	albanije	albânia	albanija	N;FEM;SG	N;NOM;FEM;PL
únicas	edinstveno	único	edinstven	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
únicas	edinstven	único	edinstven	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
únicas	edinstvena	único	edinstven	ADJ;FEM;PL	ADJ;NOM;FEM;SG
únicas	enkratna	único	enkraten	ADJ;FEM;PL	ADJ;NOM;FEM;SG
quebec	quebec	quebec	quebec	N;MASC;SG	PROPN;NOM;MASC;SG
médias	povprečja	média	povprečje	N;FEM;PL	N;GEN;NEUT;SG
luigi	luigi	luigi	luiga	PROPN;MASC;SG	ADJ;NOM;DEF;MASC;SG
amar	ljubeča	amar	ljubeč	V;NFIN	ADJ;NOM;FEM;SG;V.PTCP
amar	ljubeč	amar	ljubeč	V;NFIN	ADJ;NOM;INDF;MASC;SG
amar	ljubeče	amar	ljubeče	V;NFIN	ADJ;NOM;NEUT;SG;V.PTCP
amar	amar	amar	amar	V;NFIN	N;NOM;MASC;SG
fio	žice	fio	žica	N;MASC;SG	N;NOM;FEM;PL
infecção	okužbe	infecção	okužba	N;FEM;SG	N;NOM;FEM;PL
aparelhos	aparat	aparelho	aparat	N;MASC;PL	N;NOM;MASC;SG
ideais	idealni	ideal	idealen	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
ideais	idealno	ideal	idealen	N;MASC;PL	ADJ;NOM;NEUT;SG
ideais	ideal	ideal	ideati	N;MASC;PL	N;NOM;MASC;SG
ideais	idealna	ideal	idealen	N;MASC;PL	ADJ;NOM;FEM;SG
ideais	idealen	ideal	idealen	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
vizinha	soseda	vizinha	soseda	N;FEM;SG	N;NOM;MASC;DU
vizinha	soseda	vizinha	soseda	N;FEM;SG	N;NOM;MASC;DU
move	poteze	mover	poteza	V;IMP;SG;3;PRS;FIN	N;NOM;FEM;PL
move	gibe	mover	gib	V;IMP;SG;3;PRS;FIN	N;ACC;MASC;PL
move	gibi	mover	gib	V;IMP;SG;3;PRS;FIN	N;NOM;MASC;PL
oklahoma	oklahoma	oklahoma	oklahoma	N;MASC;SG	N;DAT;MASC;DU
main	glavne	main	glaven	N;MASC;SG	ADJ;NOM;FEM;PL
main	main	main	main	N;MASC;SG	
main	glavni	main	glaven	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
main	glavno	main	glaven	N;MASC;SG	ADJ;NOM;NEUT;SG
main	glavna	main	glaven	N;MASC;SG	ADJ;NOM;FEM;SG
sabor	okusi	sabor	okusiti	N;MASC;SG	N;NOM;MASC;PL
negativo	negativno	negativo	negativen	ADJ;MASC;SG	ADV
causado	povzročena	causar	povzročen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
causado	povzročeno	causar	povzročen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
protestantes	protestantske	protestante	protestantski	N;MASC;PL	ADJ;NOM;FEM;PL
cantada	sung	cantar	sung	V;FEM;SG;V.PTCP	N;NOM;MASC;SG
inês	ines	inês	ines	N;FEM;SG	PROPN;NOM;FEM;SG
inês	inés	inês	inés	N;FEM;SG	PROPN;NOM;MASC;SG
inês	agnes	inês	agnes	N;FEM;SG	PROPN;NOM;FEM;SG
úteis	uporaben	útil	uporaben	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
úteis	koristno	útil	koristen	N;MASC;PL	ADJ;NOM;NEUT;SG
úteis	uporabna	útil	uporaben	N;MASC;PL	ADJ;NOM;FEM;SG
úteis	uporabno	útil	uporaben	N;MASC;PL	ADJ;NOM;NEUT;SG
úteis	koristna	útil	koristen	N;MASC;PL	ADJ;NOM;FEM;SG
úteis	koristno	útil	koristen	N;MASC;PL	ADJ;NOM;NEUT;SG
passe	podaj	passar	podaj	V;SBJV;SG;3;PRS;FIN	N;NOM;MASC;SG
passe	prelaz	passar	prelaz	V;SBJV;SG;3;PRS;FIN	N;NOM;MASC;SG
passe	podaja	passar	podajati	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
passe	mimo	passar	mimo	V;SBJV;SG;3;PRS;FIN	ADP;GEN
anfíbio	amfibijski	anfíbio	amfibijski	N;MASC;SG	ADJ;NOM;MASC;SG
remo	remus	remo	remus	N;MASC;SG	
remo	remo	remo	rema	N;MASC;SG	
iowa	iowa	iowa	iow	N;MASC;SG	PROPN;NOM;MASC;SG
silver	srebrn	silver	srebrn	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
silver	srebro	silver	srebro	N;MASC;SG	ADJ;NOM;NEUT;SG
silver	srebrno	silver	srebrno	N;MASC;SG	ADJ;NOM;NEUT;SG
silver	srebrna	silver	srebrn	N;MASC;SG	ADJ;NOM;FEM;SG
responde	odgovor	responder	odgovor	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
responde	odgovori	responder	odgovor	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
responde	odgovor	responder	odgovor	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
responde	odgovori	responder	odgovor	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
georg	georg	georg	georg	N;MASC;SG	PROPN;NOM;MASC;SG
fixo	popravljeno	fixo	popravljen	N;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
fixo	fiksno	fixo	fiksen	N;MASC;SG	ADJ;NOM;NEUT;SG
fixo	popravil	fixo	popravilo	N;MASC;SG	V;PFV;MASC;SG;V.PTCP
fixo	fiksna	fixo	fiksen	N;MASC;SG	ADJ;NOM;FEM;SG
penas	peresa	pena	peres	N;FEM;PL	N;NOM;MASC;SG
penas	perja	pena	perje	N;FEM;PL	N;GEN;NEUT;SG
penas	perje	pena	perje	N;FEM;PL	N;NOM;NEUT;SG
penas	pero	pena	peri	N;FEM;PL	N;NOM;MASC;SG
segura	drži	seguro	držati	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
segura	varni	seguro	varen	ADJ;FEM;SG	ADJ;NOM;MASC;PL
segura	varno	seguro	varno	ADJ;FEM;SG	ADV
segura	varno	seguro	varno	ADJ;FEM;SG	ADV
info	info	info	info	ADJ;FEM;SG	N;NOM;MASC;SG
info	informacije	info	informacija	ADJ;FEM;SG	N;NOM;FEM;PL
introduzida	uvedeno	introduzir	uvedeno	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
introduzida	uveden	introduzir	uveden	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
introduzida	uvedeni	introduzir	uveden	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
introduzida	uvedene	introduzir	uveden	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
introduzida	uvedena	introduzir	uveden	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
jesuítas	jezuit	jesuíta	jezuit	N;MASC;PL	N;NOM;MASC;SG
chipre	ciper	chipre	ciper	N;MASC;SG	PROPN;NOM;MASC;SG
chipre	cipru	chipre	ciper	N;MASC;SG	PROPN;NOM;MASC;SG
capturar	zajetje	capturar	zajetje	V;NFIN	N;NOM;NEUT;SG
capturar	zajemanje	capturar	zajemanje	V;NFIN	N;NOM;NEUT;SG
capturar	zajemanje	capturar	zajemanje	V;NFIN	N;NOM;NEUT;SG
santarém	santarém	santar	santar	N;MASC;SG	N;DAT;FEM;PL
marítimo	pomorski	marítimo	pomorski	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
marítimo	pomorsko	marítimo	pomorski	N;MASC;SG	ADJ;NOM;NEUT;SG
marítimo	pomorske	marítimo	pomorski	N;MASC;SG	ADJ;NOM;FEM;PL
inseto	insektov	inseto	insekt	N;MASC;SG	N;GEN;MASC;PL
expectativa	pričakovanja	expectativa	pričakovanje	N;FEM;SG	N;NOM;NEUT;PL
expectativa	pričakovanja	expectativa	pričakovanje	N;FEM;SG	N;NOM;NEUT;PL
estrangeiras	tuje	estrangeiro	tuj	N;FEM;PL	ADJ;NOM;FEM;PL
estrangeiras	tuja	estrangeiro	tuj	N;FEM;PL	ADJ;NOM;FEM;SG
estrangeiras	tuji	estrangeiro	tuj	N;FEM;PL	ADJ;NOM;MASC;PL
formados	oblikovane	formar	oblikovan	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
formados	oblikovani	formar	oblikovan	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
protesto	protesti	protesto	protest	N;MASC;SG	N;NOM;MASC;PL
craig	craig	craig	craig	N;MASC;SG	PROPN;NOM;MASC;SG
drive	vozi	drive	voziti	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
burocratas	birokrat	burocrata	birokrat	N;MASC;PL	N;NOM;MASC;SG
pensando	razmišljanje	pensar	razmišljanje	V;V.MSDR	N;NOM;NEUT;SG
pensando	razmišljanja	pensar	razmišljanje	V;V.MSDR	N;GEN;NEUT;SG
geográfico	zemljepisno	geográfico	zemljepisno	ADJ;MASC;SG	ADV
full	poln	full	poln	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
full	polno	full	polno	N;MASC;SG	ADV
full	polni	full	poln	N;MASC;SG	ADJ;NOM;MASC;PL
full	polna	full	poln	N;MASC;SG	ADJ;NOM;FEM;SG
classificadas	urejeno	classificar	urejen	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
classificadas	zaupno	classificar	zaupen	V;FEM;PL;V.PTCP	ADV
concreto	konkretno	concreto	konkretno	N;MASC;SG	ADV
concreto	konkretne	concreto	konkreten	N;MASC;SG	ADJ;NOM;FEM;PL
concreto	konkreten	concreto	konkreten	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ama	ama	amar	am	V;IND;SG;3;PRS;FIN	
ama	varuška	amar	varuški	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
fiável	zanesljivi	fiável	zanesljiv	ADJ;MASC;SG	ADJ;NOM;MASC;PL
fiável	zanesljivo	fiável	zanesljivo	ADJ;MASC;SG	ADV
protegido	zaščiteno	proteger	zaščiten	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
protegido	zaščitena	proteger	zaščiten	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
protegido	zaščiteni	proteger	zaščiten	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
protegido	zaščiten	proteger	zaščiten	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
concedida	podeljena	conceder	podeljen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
concedida	odobreno	conceder	odobreno	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
square	kvadratnih	square	kvadraten	N;MASC;SG	ADJ;GEN;MASC;PL
lendas	legend	lenda	legenda	N;FEM;PL	N;NOM;FEM;SG
mixagem	premeša	mixagem	premešati	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
mixagem	mix	mixagem	mix	N;FEM;SG	
anuais	letne	anual	leten	N;MASC;PL	ADJ;NOM;FEM;PL
anuais	letno	anual	letno	N;MASC;PL	ADV
anuais	letna	anual	leten	N;MASC;PL	ADJ;NOM;FEM;SG
anuais	letni	anual	leten	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
difusão	difuzije	difusão	difuzija	N;FEM;SG	N;NOM;FEM;PL
difusão	oddaja	difusão	oddajati	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
uruguaio	urugvajski	uruguaio	urugvajski	N;MASC;SG	ADJ;NOM;MASC;SG
fraco	šibki	fraco	šibek	ADJ;MASC;SG	ADJ;NOM;MASC;PL
dezesseis	sixteen	dezessel	sixteen	NUM	N;NOM;MASC;SG
salário	plač	salário	plača	N;MASC;SG	N;GEN;FEM;PL
salário	plače	salário	plača	N;MASC;SG	N;NOM;FEM;PL
salário	plač	salário	plača	N;MASC;SG	N;GEN;FEM;PL
salário	plače	salário	plača	N;MASC;SG	N;NOM;FEM;PL
rodolfo	rudolph	rodolfo	rudolph	N;MASC;SG	PROPN;NOM;MASC;SG
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	PROPN;NOM;MASC;SG
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	PROPN;NOM;MASC;SG
cole	cole	cole	cola	V;SBJV;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
cole	cola	cole	cola	V;SBJV;SG;3;PRS;FIN	N;NOM;MASC;SG
comandos	commando	comando	commanda	N;MASC;PL	N;NOM;MASC;SG
comandos	nadzor	comando	nadzor	N;MASC;PL	N;NOM;MASC;SG
recomendação	priporočila	recomendação	priporočiti	N;FEM;SG	N;NOM;NEUT;PL
coberto	pokrito	cobrir	pokrit	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
coberto	pokrit	cobrir	pokrit	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
coberto	pokrita	cobrir	pokrit	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
coberto	pokrite	cobrir	pokrit	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
conspiração	zarote	conspiração	zarota	N;FEM;SG	N;NOM;FEM;PL
carol	carol	carol	carol	N;FEM;SG	PROPN;NOM;MASC;SG
usos	uporabe	uso	uporaba	N;MASC;PL	N;GEN;FEM;SG
fall	padlo	fall	pasti	N;MASC;SG	V;PFV;NEUT;SG;V.PTCP
fall	padel	fall	pasti	N;MASC;SG	V;PFV;MASC;SG;V.PTCP
jake	jaka	jake	jak	N;MASC;SG	PROPN;NOM;MASC;SG
concorrentes	tekmovalca	concorrente	tekmovalec	N;MASC;PL	N;NOM;MASC;DU
concorrentes	konkurenta	concorrente	konkurent	N;MASC;PL	N;NOM;MASC;SG
sagrada	svete	sagrada	svet	N;FEM;SG	ADJ;NOM;FEM;PL
sagrada	sveto	sagrada	svet	N;FEM;SG	ADJ;NOM;NEUT;SG
detalhe	podrobnosti	detalhe	podrobnost	N;MASC;SG	N;NOM;FEM;PL
doente	bolnik	doente	bolnik	ADJ;MASC;SG	N;NOM;MASC;SG
doente	pacient	doente	pacient	ADJ;MASC;SG	N;NOM;MASC;SG
aveiro	aveiro	aveiro	aveiro	N;MASC;SG	
happy	srečna	happy	srečen	N;MASC;SG	ADJ;NOM;FEM;SG
happy	srečen	happy	srečen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
happy	vesela	happy	vesel	N;MASC;SG	ADJ;NOM;FEM;SG
happy	srečno	happy	srečno	N;MASC;SG	ADJ;NOM;NEUT;SG
variados	raznolike	variado	raznolik	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL
bonito	lepotec	bonito	lepotec	ADJ;MASC;SG	N;NOM;MASC;SG
bonito	lepi	bonito	lep	ADJ;MASC;SG	ADJ;NOM;MASC;PL
escândalo	škandalozno	escândalo	škandalozno	N;MASC;SG	ADJ;NOM;NEUT;SG
lyon	lyon	lyon	lyon	N;MASC;SG	PROPN;NOM;MASC;SG
contemporâneos	sodobno	contemporâneo	sodoben	N;MASC;PL	ADJ;NOM;NEUT;SG
contemporâneos	sodobna	contemporâneo	sodoben	N;MASC;PL	ADJ;NOM;FEM;SG
contemporâneos	sodobni	contemporâneo	sodoben	N;MASC;PL	ADJ;NOM;MASC;SG
tragédia	tragedije	tragédia	tragedija	N;FEM;SG	N;NOM;FEM;PL
suspeita	sumljivo	suspeita	sumljiv	N;FEM;SG	ADJ;NOM;NEUT;SG
suspeita	sumljive	suspeita	sumljiv	N;FEM;SG	ADJ;NOM;FEM;PL
suspeita	sumljiv	suspeita	sumljiv	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
suspeita	sumljiva	suspeita	sumljiv	N;FEM;SG	ADJ;NOM;FEM;SG
suspeita	osumljeni	suspeita	osumljen	N;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
suspeita	osumljenca	suspeita	osumljenca	N;FEM;SG	N;NOM;MASC;DU
interessado	zanima	interessado	zanimati	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
interessado	zainteresirani	interessado	zainteresiran	ADJ;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
interessado	zainteresirane	interessado	zainteresiran	ADJ;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
golpes	piha	golpes	pihati	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
vela	jadra	vela	jadro	N;FEM;SG	N;NOM;NEUT;PL
vigilância	zaseda	vigilância	zaseda	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
óbvio	očitno	óbvio	očitno	ADJ;MASC;SG	ADV
müller	müller	müller	müller	N;MASC;SG	PROPN;NOM;MASC;SG
hal	hal	hal	hala	N;MASC;SG	PROPN;NOM;MASC;SG
pesada	težka	pesar	težek	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
pesada	težki	pesar	težek	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL
pesada	težke	pesar	težek	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
pesada	težko	pesar	težek	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
equações	enačbi	equação	enačba	N;FEM;PL	N;NOM;FEM;DU
bruto	surove	bruto	surov	N;MASC;SG	N;NOM;FEM;PL
bruto	surovo	bruto	surovo	N;MASC;SG	ADV
bruto	surova	bruto	surov	N;MASC;SG	ADJ;NOM;FEM;SG
bruto	grobi	bruto	grobiti	N;MASC;SG	ADJ;NOM;MASC;PL
