apie	關於
patogi	舒服
patogi	舒適
uždirbti	掙
uždirbti	賺取
uždirbti	賺
apmokestinimo	稅收
apmokestinimo	稅務
subpage	subpage
stebėtojai	觀察員
išgyvenimo	存活
išgyvenimo	求生
išgyvenimo	生存
granata	手雷
granata	榴彈
jin	金
jin	晉
jin	仁
jin	jin
sidney	雪梨
sidney	sydney
minia	人群
minia	群眾
kalbotyra	語言學
mans	芒
gražūs	很好
gražūs	尼斯
kontūrai	提綱
kontūrai	概要
kontūrai	大綱
kontūrai	輪廓
togas	多哥
reputacija	名譽
reputacija	聲譽
reputacija	名聲
reputacija	信譽
reputacija	聲望
autobiografija	自傳
nuolaidų	特許
derva	膠
derva	口香糖
derva	樹脂
briaunainis	多面體
choleros	霍亂
daiktavardis	名詞
joninių	仲夏
seneliai	祖父母
įrašymas	錄音
įrašymas	記錄
betty	betty
gibson	gibson
fenerbahçe	fenerbahçe
šonkaulių	肋骨
šonkaulių	排骨
šonkaulių	肋骨
panda	熊貓
stebuklas	奇蹟
stebuklas	奇跡
neigimas	拒絕
neigimas	否定
neigimas	否認
spalvoti	有色
spalvoti	彩色
redakcinė	社論
mėgstamiausias	最愛
mėgstamiausias	喜愛
encyklopedia	encyklopedia
švarus	乾淨
švarus	清潔
rowland	rowland
sankirtos	交集
sankirtos	路口
sankirtos	十字路口
rojų	天堂
rojų	樂園
neapykanta	仇視
neapykanta	仇恨
neapykanta	憎恨
neapykanta	恨
neapykanta	討厭
neapykanta	仇恨
lyja	下雨
elitas	精英
elitas	elite
diržas	腰帶
diržas	皮帶
diržas	帶
australianopenresult	australianopenresult
sms	簡訊
knowles	knowles
metano	甲烷
metano	沼氣
massimo	massimo
matavimas	測量
matavimas	衡量
matavimas	計量
matavimas	量度
matavimas	測量
matavimas	計量
matavimas	計量
matavimas	測量
matavimas	計量
matavimas	衡量
matavimas	度量
pomidorų	番茄
pomidorų	西紅柿
pomidorų	蕃茄
žydėjimas	盛開
išimtys	例外
išimtys	排除
išimtys	豁免
šviečia	閃閃發光
pateikimas	提交
mmorpg	mmorpg
spinduliuotė	放射
spinduliuotė	放射性
spinduliuotė	輻射
leopardas	豹
leopardas	獵豹
dviračiu	單車
dviračiu	騎車
dviračiu	自行車
monografijos	專論
usopenresult	usopenresult
triušiai	野兔
triušiai	兔
triušiai	兔子
hab	hab
konfigūracija	配置
shannon	shannon
granatos	榴彈
degtinė	伏特加
imunitetas	豁免權
imunitetas	豁免
imunitetas	免疫
atspindys	反射
atspindys	反省
atspindys	思考
fotografė	攝影師
specialistams	專業人士
brassicaceae	brassicaceae
aklas	瞎子
aklas	盲目
aklas	盲
aklas	盲人
aklas	瞎
siūlai	紗
díaz	díaz
akušerijos	助產
ironija	諷刺
transplantacija	移植
transplantacija	移植
priesaika	宣誓
priesaika	誓
priesaika	誓言
priesaika	誓詞
sunaikinimas	破壞
sunaikinimas	毀滅
sunaikinimas	毀壞
sunaikinimas	銷毀
continental	大陸
fosfatų	磷酸鹽
fosfatų	磷酸
plakatai	海報
jura	jura
džiuljeta	朱麗葉
aug	八月
twitter	twitter
banginis	鯨魚
banginis	鯨
skydai	板
turbinos	輪機
turbinos	渦輪機
stela	stella
pigiau	便宜
karvė	奶牛
karvė	牛
karvė	奶牛
karvė	母牛
frenchopenresult	frenchopenresult
ribojimas	限制
likusiam	訂購
džiaugsmo	快樂
džiaugsmo	喜悅
džiaugsmo	歡樂
džiaugsmo	joy
adobe	adobe
failas	文件
failas	檔案
mer	mer
meškutė	飛蛾
meškutė	蛾
philipp	philipp
alkūnės	肘
alkūnės	手肘
bate	bate
kvadratas	組織
dharma	達摩
dharma	佛法
dharma	誓約
alvaro	alvaro
tenesio	田納西州
tenesio	田納西
kinematografija	攝影
varlė	蛙
varlė	青蛙
klounas	小丑
neutralumo	中性
neutralumo	中立
uniformas	制服
nevienodas	不平等
vip	vip
vip	貴賓
wimbledonresult	wimbledonresult
pomidorai	番茄
pomidorai	西紅柿
pomidorai	蕃茄
pomidorai	番茄
pomidorai	西紅柿
pomidorai	蕃茄
pasisekė	幸運
žiaurus	惡性
žiaurus	野蠻
žiaurus	殘酷
žiaurus	殘暴
įspūdinga	壯觀
samurajus	武士
antikūnų	抗體
emmanuel	emmanuel
eksportuojami	出口
gre	gre
labas	嘿
atstatymas	修復
atstatymas	恢復
atstatymas	復原
vanagai	老鷹
uml	uml
kabeliai	電線
kabeliai	電纜
kabeliai	有線
kabeliai	纜繩
kabeliai	電纜
rapsų	強姦罪
rapsų	強姦
rapsų	強暴
adaptacijos	改編
katarina	katarina
ruošos	伐木
kamuoliukas	棒球
lūžių	骨折
lūžių	斷裂
maliarija	瘧疾
advokatai	律師
whitney	whitney
kraujavimas	流血
kraujavimas	出血
fermentas	酶
adatos	針
preparatas	籌備
granatų	石榴
veltui	浪費
rubens	rubens
šešėliai	影
šešėliai	影子
šešėliai	陰影
pasirūpinti	安排
timeaxis	timeaxis
bara	bara
sraigtasparnio	直升機
sraigtasparnio	直升飛機
abejonės	疑問
abejonės	懷疑
abejonės	疑慮
abejonės	疑慮
kopijas	副本
kopijas	拷貝
tolerancija	容忍
tolerancija	寬容
burtininkų	巫師
burtininkų	奇才
registracija	註冊
registracija	登記
gaisrai	火災
nykštukas	侏儒
raja	滑冰
raja	溜冰
raja	滑板
didvyriai	英雄
gebėjimai	能力
bernardino	bernardino
tara	tara
kiauliena	豬肉
xxv	xxv
bronzinė	troilus
bosch	bosch
švieži	新鮮
švieži	清新
matteo	matteo
vienuolės	尼姑
priemaiša	雜質
imuniteto	豁免權
imuniteto	豁免
imuniteto	免疫
lizdai	插座
maui	maui
meilužė	情婦
meilužė	女主人
delis	德里
kriaušių	梨
kriaušių	梨果
kriaušių	梨
karbonatas	碳酸
žiburiai	燈
žiburiai	燈光
akcininkai	股東
naujovė	新穎
naujovė	新奇
naujovė	革新
naujovė	創新
grove	grove
jung	鄭
mhnt	mhnt
padažu	醬
troškimas	願望
troškimas	慾望
ežys	刺蝟
perlai	珍珠
timbaland	timbaland
paruošimas	籌備
triumfas	凱旋
triumfas	勝利
baba	巴巴
testcases	testcases
stovyklavietės	營地
premjerą	總理
importuoti	進口
chloro	氯
fenech	fenech
hibridai	混血兒
buteliai	瓶子
guobų	榆樹
tobulas	完美
konkurentas	對手
vikšras	毛蟲
daugiskaita	多元
daugiskaita	複數
lervų	幼蟲
gbe	gbe
lcs	lcs
pečius	肩
pečius	肩膀
rezonanso	共振
volvo	富豪
andai	安第斯山脈
pagalvės	枕頭
pagalvės	枕
kauliukai	骰子
izoliuoti	絕緣
izoliuoti	隔熱
trinties	摩擦力
trinties	磨擦
trinties	摩擦
cronquist	cronquist
tikslūs	準確
tikslūs	精確
naudingumo	實用
naudingumo	效用
naudingumo	實用性
likvidavimo	清算
christine	christine
butelis	瓶子
butelis	瓶
ruch	ruch
trokšta	慾望
prefektas	省長
shah	沙
shah	shah
šviežias	新鮮
šviežias	清新
komunalinių	水電費
geologų	地質學家
alabama	阿拉巴馬
alabama	阿拉巴馬州
clash	碰撞
clash	衝突
bray	佈雷
ateiviai	異形
ateiviai	外僑
ateiviai	外國人
ateiviai	外星人
deutscher	deutscher
trs	trs
trs	fms
višta	雞肉
višta	山雞
višta	雞
jubiliejus	週年紀念
kalkių	石灰
slanksteliai	椎骨
bombardavimo	轟炸
vat	濕
vidurnakčio	半夜
vidurnakčio	午夜
maitinimas	餐飲
ketverto	四重奏
ketverto	四方
nelygybė	不等式
nelygybė	不平等
nelygybė	不平等
stygas	弦樂
semantika	語義
lempa	燈泡
lempa	燈
lempa	電燈
viskis	威士忌
viskis	威士忌
bukų	beech
pilnametystės	成年
nuotėkis	洩漏
universitatea	universitatea
nariuotakojų	節肢動物
atidėta	推遲
katilai	鍋爐
altvar	altvar
kaa	kaa
mozaikos	馬賽克
sheryl	sheryl
stemma	stemma
sepc	sepc
mineralinis	礦物質
mineralinis	礦物
mineralinis	礦產
skrandis	胃
egzaminas	考試
nuodėmes	罪孽
nuodėmes	罪
nuodėmes	罪惡
dviračio	單車
dviračio	腳踏車
dviračio	自行車
šaukia	破口大罵
žolelių	藥草
žolelių	草藥
abatas	方丈
velvet	天鵝絨
kat	吉
vin	vin
morkų	胡蘿蔔
morkų	胡蘿蔔
morkų	蘿蔔
ketinimus	意圖
ketinimus	意向
parašiutu	降落傘
pianino	鋼琴
pirkėjas	買主
derinimas	和解
derinimas	配置
martenas	maarten
kabina	駕駛艙
kabina	船艙
kabina	客艙
kabina	機艙
stulpo	燈柱
geresnė	更好
judaizmas	猶太教
židiniu	溫床
cfr	cfr
blade	刀鋒
blade	刀片
domina	興趣
domina	感興趣
ginčytina	爭議
drobė	畫布
drobė	帆布
blužnies	脾臟
blužnies	脾
lova	床
lova	床上
pitsburgo	匹茲堡
talentingas	才華
jautrios	敏感
jautrios	敏感性
jautrios	敏感度
atskyrimo	隔離
krokodilas	鰐
krokodilas	鱷魚
krokodilas	鱷
varuna	varuna
kanalizacijos	下水道
ieee	ieee
biurai	各局
liststyle	liststyle
viskuo	一切都
viskuo	一切
gomurio	味覺
gomurio	顎
įtaisytas	嵌入
įtaisytas	嵌入式
auglys	瘤
auglys	腫瘤
papuošalas	珠寶
papuošalas	首飾
kabinos	駕駛艙
baseinai	盆地
procesija	遊行
būgno	鼓
sutuoktiniai	配偶
paliečia	觸及
alla	alla
pramoga	娛樂
manipuliuoti	操縱
kampinis	角
avilių	蜂巢
sakykla	講壇
ikarus	ikarus
agresija	侵略
imagesize	imagesize
cunamio	海嘯
pagražinti	點綴
gómez	gómez
ūdra	水獺
eclipse	日蝕
eugen	eugen
auditas	審計
auditas	審計
kobra	眼鏡蛇
bella	貝拉
sato	佐藤
laukinis	野人
laukinis	野蠻
nesėkmė	失敗
diaz	diaz
plotarea	plotarea
gala	盛會
gala	晚會
kalis	鉀
mirtina	致命
mirtina	致死
mirtina	致命
mylios	mile
scalemajor	scalemajor
geria	飲酒
geria	飲料
toto	多多
tibetiečiai	藏族
fal	fal
saugus	健身房
saugus	體育館
doro	良性
painioti	混淆
parazitų	寄生蟲
parazitų	寄生
išsaugojimas	保全
christoph	christoph
wikitable	wikitable
soto	soto
bilietus	票
bilietus	門票
bilietus	車票
bilietus	票券
castillo	castillo
liam	liam
granatas	garnet
pont	蓬
prizų	獎品
biochemija	生物化學
dažyti	染色
dažyti	染
pamiršti	忘記
phantom	幻影
silpną	暈倒
silpną	暈
silpną	昏倒
silpną	微弱
sabbath	安息日
aldo	aldo
antgalis	噴嘴
slėpti	隱藏
motyvacija	動機
motyvacija	動因
motyvacija	動力
serge	serge
atlaidus	寬容
berta	berta
posėdžiai	會議
vergas	奴隸
privalomi	強制
mutacijų	突變
umaras	umar
deimantai	鑽石
aliuminis	鋁
aliuminis	鋁
dlc	dlc
darbdavys	雇主
darbdavys	僱主
darbdavys	雇主
testai	測試
testai	測驗
blizgesys	光澤
aviečių	覆盆子
paskola	借款
paskola	貸款
paskola	借貸
paskola	借款
paskola	貸款
historica	historica
demi	demi
įnašas	繳款
bri	bree
džinas	精靈
hasanas	hassan
hasanas	哈桑
hilal	hilal
elias	elias
verpimo	紡
šalmą	頭盔
šalmą	盔
loginis	邏輯
įtarimai	指控
įtarimai	指稱
streikai	罷工
įžymybių	名流
įžymybių	名人
įžymybių	名人
blogiausia	最糟糕
blogiausia	最壞
blogiausia	最糟
pelkę	沼澤
pelkę	沼澤地
trajektorijos	軌跡
olympiacos	olympiacos
abs	abs
apklausa	投票
nelaimė	災害
nelaimė	災難
autobuso	公車
autobuso	巴士
ilgiai	長度
nie	聶
rūkymo	吸煙
grynasis	淨
grynasis	net
grynasis	網
muntjakas	麂
absolventų	畢業生
skalės	天平
skalės	尺度
skalės	秤
alignbars	alignbars
deir	deir
gerinimo	改進
gerinimo	改善
gerinimo	改良
dialogai	對話
svyravimo	波動
sušaukti	召集
caf	caf
gmc	gmc
drėgmė	水分
drėgmė	濕度
drėgmė	潮濕
drėgmė	濕度
sudėtingumas	困難
sudėtingumas	難度
sudėtingumas	複雜
sudėtingumas	複雜性
svajonės	夢
svajonės	夢境
svajonės	夢想
rupija	盧比
konsultavimas	協商
konsultavimas	諮詢
grįžimas	返回
grįžimas	回歸
trauka	地心引力
trauka	引力
trauka	重力
shuttle	太空梭
shuttle	穿梭
manijokai	木薯
noel	noel
cern	cern
kodavimo	編碼
žmogžudystė	凶案
žmogžudystė	凶殺案
nata	nata
leopardus	豹子
svyravimų	波動
svyravimų	對比
svyravimų	對照
psichinės	靈媒
psichinės	通靈
krevetės	蝦
intervencija	干預
intervencija	干涉
nagus	釘子
nagus	指甲
asbesto	石棉
sandėlio	倉庫
sandėlio	倉儲
diabetu	糖尿病
nuostabus	驚人
nuostabus	神奇
nuostabus	可愛
vitaminai	維生素
vitaminai	維他命
vitaminai	維生素
vitaminai	維他命
iliuzija	幻想
iliuzija	幻覺
iliuzija	錯覺
barjerą	屏障
poilsis	娛樂
poilsis	休閒
poilsis	休息
makaronų	麵條
makaronų	面
makaronų	面面
cilindras	缸
kabulo	喀布爾
sąžinės	良知
sąžinės	良心
silpnesnis	弱
jackie	成龍
vagis	賊
krūtinkaulio	胸骨
abba	abba
nuoga	裸
nuoga	赤裸
nuoga	裸體
chemie	chemie
sėklidės	睪丸
pingvinai	企鵝
sinatra	sinatra
suformuluoti	注射
suformuluoti	注入
įterpti	插入
omx	omx
grobis	獵物
origami	摺紙
dima	昏暗
dima	暗淡
apelsinų	橙
apelsinų	橘色
apelsinų	橘子
apelsinų	橙色
apelsinų	橘
revolveris	左輪手槍
ericsson	ericsson
medūzos	水母
dvynys	孿生
dvynys	雙胞胎
dvynys	雙胞
ambicijų	抱負
ambicijų	野心
ambicijų	雄心
ambicijų	志向
mąstytojas	思想家
amžina	永恆
suvereniteto	主權
gaila	可惜
setas	seth
batus	靴
batus	靴子
suvirinimo	焊接
suvirinimo	焊
akordeonas	手風琴
aromato	香味
aromato	芳香
aromato	香氣
pilvą	腹
pilvą	腹部
tiesiogine	字面上
salyklo	麥芽
tech	科技
teisėtumo	合法性
pykčio	怒
pykčio	憤怒
pykčio	怒火
diablo	diablo
paradas	遊行
paradas	巡遊
paradas	閱兵
kopūstai	捲心菜
kopūstai	白菜
porta	porta
gaidukas	ruff
aliejai	油
madre	madre
ateistas	無神論者
ateistas	無神論
vėdinimo	通風
algebra	代數
kandži	漢字
dviratis	單車
dviratis	腳踏車
dviratis	自行車
dviratis	單車
dviratis	腳踏車
dviratis	自行車
alyva	油
alyva	石油
alyva	機油
kaskada	串聯
franšizės	專營
kmi	bmi
vieversys	百靈
vieversys	雲雀
komplikacijos	併發症
radikalų	激進派
radikalų	激進份子
bilietas	售票
bilietas	票
bilietas	門票
bilietas	車票
akcentas	打壓
akcentas	壓制
akcentas	口音
kiaušidės	卵巢
hart	hart
hart	芯
mergedrow	mergedrow
vilkikas	拖拉機
vilkikas	拖船
sprogdinimo	爆破
sunkumai	挑戰
sunkumai	困難
sunkumai	難度
sunkumai	困難
algos	工資
algos	薪資
algos	薪金
išmokyti	教
roc	roc
atspindžiai	反射
atspindžiai	思考
gavėjas	收款人
gavėjas	收件人
gavėjas	收款人
autorystė	著作權
frida	frida
šarvuotas	裝甲
blanc	blanc
hegemonija	霸權
hegemonija	霸權主義
apribojimas	限制
sąjungininkas	盟友
sąjungininkas	ally
sužadėtinė	未婚妻
azul	azul
malo	malo
groupstyle	groupstyle
anthus	anthus
kvepalai	香水
pavaduotojais	凹痕
stojimo	入世
stojimo	加入
sankcijos	懲罰
sankcijos	處罰
sankcijos	刑罰
durklai	匕首
raštingumo	掃盲
raštingumo	識字
tinklainės	視網膜
sodinti	種植
įkaitų	人質
būdvardžių	形容詞
pasigirti	自誇
lepus	lepus
karnavalas	狂歡節
kvepalų	芳香
kvepalų	香氣
kvepalų	芬芳
kvepalų	香味
kvepalų	香水
fierro	fierro
karina	karina
eft	eft
atspindžio	反射
atspindžio	反省
atspindžio	思考
karpiai	鯉
karpiai	鯉魚
gasol	gasol
lengvesnis	打火機
lengvesnis	輕
dateformat	dateformat
amplitudės	振幅
ekstraktas	提取
ekstraktas	萃取
ekstraktas	摘錄
atgailos	悔過
atgailos	悔改
interaktyvus	互動
laz	laz
jautiena	牛肉
kupolu	穹
kupolu	圓頂
purana	purana
sugalvotas	發明
išvykimo	出境
išvykimo	離境
birmos	緬
birmos	緬甸
kia	kia
celica	celica
pyragas	蛋糕
pyragas	餡餅
pyragas	派
drenažo	排水
įgimta	先天
įgimta	先天性
gansu	甘肅
pagrobimas	綁架
rikis	ricky
panašumas	相似
ištvermės	持之以恆
ištvermės	毅力
cox	cox
chang	chang
chang	張
moi	moi
driežas	蜥蜴
driežas	蜥
pašaras	動態
pašaras	飼料
pašaras	飼料
žirnių	豌豆
stiprinimas	加強
suorganizuoti	安排
amazon	亞馬孫
amazon	亞馬遜
paaiškinimai	解釋
zoo	動物園
izoliacijos	絕緣
izoliacijos	隔熱
izoliacijos	隔絕
izoliacijos	隔離
izoliacijos	孤立
izoliacijos	與世隔絕
przewodnik	przewodnik
hubert	hubert
saugojimas	儲存
saugojimas	貯存
spin	旋轉
diagnozė	診斷
fuji	富士
vargo	苦難
gerovė	繁榮
prl	prl
maltiečių	馬耳他
grietinėlės	奶油
grietinėlės	霜
blokadą	封鎖
footballdatabase	footballdatabase
dimorfizmas	換羽
dervos	樹脂
dervos	樹脂
marškiniai	襯衣
marškiniai	衫
marškiniai	襯衫
marškiniai	襯衫
nov	十一月
kelionėms	旅行
kelionėms	旅費
kelionėms	旅遊
wilder	wilder
shi	ings
vaiduoklis	鬼魂
vaiduoklis	鬼
vaiduoklis	幽靈
diagramos	圖表
diagramos	圖
diagramos	圖表
nuosėdos	沈積
stabdymo	制動
perono	停機坪
perono	圍裙
saulėlydžio	曙光
saulėlydžio	黃昏
našumas	生產力
bai	白
klientui	客戶
klientui	顧客
įgijimas	購置
harbour	海港
harbour	港灣
harbour	港口
harbour	港
dietos	飲食
dietos	節食
dietos	減肥
emo	emo
lightblue	lightblue
tnt	tnt
dragan	dragan
saksas	saxo
nardymo	跳水
nardymo	潛水
rahman	rahman
išdavystę	叛國
išdavystę	叛國罪
rush	急
pastabas	評論
pastabas	意見
pamoka	教訓
pamoka	課
fantazija	幻想
sindziango	新疆
garantijos	擔保
garantijos	保固
garantijos	保障
garantijos	擔保
garantijos	保障
garantijos	擔保
garantijos	保證
demetra	demeter
karabinas	卡賓槍
keltu	渡船
keltu	渡口
keltu	渡輪
fredas	平安
fredas	和平
užsisakyti	訂閱
vonios	浴場
vonios	浴
vonios	洗澡
aptikimo	探測
aptikimo	偵測
aptikimo	檢測
kofeino	咖啡因
polimerų	聚合物
sekrecijos	分泌
eskizai	素描
eskizai	草圖
įsitikinimus	定罪
įsitikinimus	判罪
įsitikinimus	信仰
volframo	鎢
klausytojai	聽眾
karlsonas	carlson
tvarkingai	整潔
taktinis	戰術
žvaigždyno	constell
pecs	胸肌
poemas	poemas
persona	人格
gem	寶石
zee	吱吱
močiutė	祖母
močiutė	阿婆
močiutė	奶奶
močiutė	阿嬤
represijos	壓迫
represijos	打壓
represijos	鎮壓
represijos	壓制
narai	潛水員
mintimis	想法
mintimis	思想
adata	針
moduliai	單元
erdvėlaivių	太空船
saugi	安全
saugi	平安
tiesas	真理
rūgštingumas	酸度
rūgštingumas	酸性
kelnes	褲
kelnes	褲子
kelnes	長褲
kelnes	褲
kelnes	褲子
akvedukas	水道
akvedukas	水渠
karstas	棺材
lavigne	lavigne
pirkėjai	買主
tiesiosios	直腸
insulino	胰島素
gilią	破壞性
gilią	毀滅性
kasyba	採礦業
kasyba	礦業
kasyba	採礦
mondeo	mondeo
mobygames	mobygames
stipendijas	獎學金
laboratorijų	實驗室
feodalinė	封建
kay	凱
atstumai	距離
impulso	脈搏
impulso	脈衝
suderinama	相容
oblivion	遺忘
ari	ari
kiaulienos	豬肉
nagasakio	長崎
eksperimentinių	實驗
žiniatinklio	web
žiniatinklio	網
žiniatinklio	網路
galutiniai	決賽
nuomininkai	租戶
nuomininkai	房客
nuomininkai	住戶
horizontalus	橫向
horizontalus	水平
mvp	mvp
akacijų	合歡
akacijų	相思
motociklai	摩托車
savižudybė	自殺
našta	負擔
našta	重擔
našta	擔子
našta	負擔
pajėgumas	容量
pajėgumas	能力
stebuklingas	神奇
vynuogynų	葡萄園
serveriai	伺服器
baudžiava	農奴制
acipenser	acipenser
mumijos	木乃伊
marica	marica
dinozauras	恐龍
traktoriai	拖拉機
traktoriai	拖拉機
cigarečių	香煙
cigarečių	煙
cigarečių	香煙
cigarečių	煙
sudomino	janet
dervų	樹脂
panteono	pantheon
telekomunikacijos	電訊
telekomunikacijos	電信
telekomunikacijos	電訊
telekomunikacijos	電信
šilta	溫暖
šilta	暖
petri	petri
duncan	鄧肯
duncan	duncan
atverti	開
atverti	營業
atverti	開啟
atverti	開放
lpp	lpp
gerd	gerd
aguonų	罌粟
transporte	transporte
buhalteris	會計
buhalteris	會計師
besivystančių	新興
karteris	卡特
karteris	carter
ekologinio	有機
išilginės	縱
izoliacija	絕緣
izoliacija	隔熱
izoliacija	隔絕
izoliacija	隔離
izoliacija	孤立
izoliacija	與世隔絕
izoliacija	絕緣
izoliacija	隔熱
paprašyti	問
guillermo	guillermo
šiltinės	傷寒
pasmerktas	注定
sekimo	追蹤
sekimo	跟蹤
vertigo	眩暈
skysčiai	液體
kler	claire
piniginė	貨幣
lankstus	靈活
lankstus	彈性
lankstus	柔性
lankstus	靈活性
mtz	mtz
elite	精英
elite	elite
festivalius	節日
jurisprudencija	法理學
jurisprudencija	法理
jurisprudencija	法學
jurisprudencija	判例
veiksmingumas	效率
veiksmingumas	功效
clamp	夾子
izotopų	同位素
girnos	磨盤
hidrologinis	水文
arkadijus	arkady
korozijos	腐蝕
išvestinė	衍生
drąsos	勇氣
palaima	祝福
improvizacija	即興
bikini	比基尼
mikrobangų	微波
mikrobangų	微波爐
negalią	殘疾
negalią	殘障
negalią	傷殘
kėdžių	椅
kėdžių	椅子
plėvelė	電影
plėvelė	膠片
plėvelė	影片
barų	酒吧
barų	小節
humoras	幽默
timas	tim
timas	添
karščiavimas	發燒
karščiavimas	發熱
kiaušidžių	卵巢
susirėmimų	衝突
užterštas	中毒
blackmore	blackmore
siekiu	延伸
siekiu	拉伸
siekiu	伸展
šiandienos	今日
šiandienos	今天
gamecube	gamecube
lindl	lindl
beit	beit
trapi	脆弱
trapi	易碎
duomo	duomo
valentin	valentin
balionas	氣球
blogiausias	最糟糕
blogiausias	最壞
blogiausias	最糟
apsinuodijimo	中毒
antonina	antonina
kilometre	公里
magas	魔法師
magas	魔術師
lydėti	伴隨
reo	reo
terorizmu	恐怖主義
skolininkas	債權人
aprėpia	扣
huang	黃
sulaikymo	拘留所
sulaikymo	拘禁
sulaikymo	拘留
orgazmas	高潮
drogheda	drogheda
leigh	leigh
pupos	豆子
pupos	豆類
pupos	豆豆
pupos	豆
įdiegtas	安裝
abbr	abbr
kaltė	斷層
kaltė	罪惡感
kaltė	內疚
kaltė	愧疚
amadeus	amadeus
balionų	氣球
įvardis	代名詞
įvardis	代詞
kėdė	椅
kėdė	椅子
dzieje	dzieje
rimti	認真
rimti	嚴重
rimti	嚴肅
stein	stein
kelionei	旅行
kelionei	旅費
kelionei	旅遊
lęšiai	鏡頭
lęšiai	鏡片
lęšiai	透鏡
lęšiai	鏡片
tunisą	突尼西亞
šėtonas	撒旦
tulžys	翠鳥
charger	充電器
narkotikai	藥品
narkotikai	藥物
narkotikai	毒品
ica	ica
dina	dina
kaltina	被告
rinkodara	行銷
amelija	amelia
imunitetą	豁免權
imunitetą	豁免
imunitetą	免疫
cro	cro
bakas	坦克
def	def
nukrypimas	減損
cidarija	bilineata
tarpininkai	中介
helis	氦
teroristai	恐怖主義
teroristai	恐怖份子
adresai	地址
retorika	言論
retorika	修辭
miltus	麵粉
kit	kit
geometrinės	幾何
glam	華麗
deginti	燃燒
deginti	燒
pirkimas	購買
pirkimas	採購
pirkimas	購買
ateizmas	無神論
žąsys	雁
žąsys	鵝
žąsys	雁
žąsys	鵝
traktorius	拖拉機
traktorius	拖拉機
kidman	kidman
paaugliai	青少年
pld	pld
erfurt	erfurt
algonkinų	algonquian
žudo	殺戮
žudo	殺害
panaikina	撤回
panaikina	收回
tvenkinyje	池
tvenkinyje	池塘
meilužis	愛人
meilužis	情人
stream	流
stream	溪流
adriana	adriana
sausgyslės	腱
humanitarinė	人道主義
narkotinių	晴雨表
diplomatai	外交官
kiaulė	豬仔
kiaulė	小豬
kiaulė	豬
žiaurumu	暴行
pratybos	演習
pratybos	演練
pratybos	鑽
pratybos	鑽孔
finansus	財務
ikrai	魚子醬
scaleminor	scaleminor
nereikalinga	無意義
avalynė	鞋類
teuta	teuta
kala	kala
haus	haus
studentė	學生
srt	srt
plaučiai	肺
plaučiai	龍
plaučiai	肺
plaučiai	肺部
prekybininkai	經銷商
kompensacija	補償
kompensacija	賠償
juostelių	條
vargšas	窮
stepė	草原
pyktis	怒
pyktis	憤怒
pyktis	怒火
spyruoklės	彈簧
seksualumo	性行為
seksualumo	性
indeksai	指數
cnn	cnn
šviežios	新鮮
šviežios	清新
viešpatie	主
sig	sig
klarkas	clark
patogiai	舒服
patogiai	舒適
patogiai	舒服
patogiai	舒適
hormono	激素
hormono	荷爾蒙
karšti	熱
karšti	燙
kreida	粉筆
parabellum	parabellum
deficitas	赤字
deficitas	虧損
deficitas	逆差
baterijų	電池
apm	ipm
diabetas	糖尿病
regal	富豪
žodynėlis	詞彙
avižų	燕麥
avižų	燕麥
deco	deco
deco	裝飾
ono	小野
ono	大野
rublis	盧布
jaustis	感受
jaustis	感覺
lionel	lionel
dekoravimo	裝飾
dekoravimo	裝潢
agresyvus	咄咄逼人
menkės	鱈魚
tironas	暴君
blokada	封鎖
raganosis	犀牛
hora	hora
codex	法典
inicialai	縮寫
moralę	道德
prekybininkas	莊家
prekybininkas	經銷商
lds	lds
pusryčiai	早餐
pusryčiai	早飯
pašarai	動態
pašarai	飼料
pašarai	飼料
tunelių	地道
tunelių	隧道
atskyrimas	隔離
košė	粥
intuicija	直覺
lovoje	床
lovoje	床上
borac	borac
tuopos	白楊
galvutę	彈頭
elektromagnetinių	電磁
stefani	stephanie
bertrand	bertrand
rhinolophus	rhinolophus
atsiliepimai	回饋
atsiliepimai	反饋
runų	runic
aku	aku
bulves	土豆
bulves	馬鈴薯
patriarcho	族長
įtariama	涉嫌
įtariama	疑似
tepalas	潤滑劑
tepalas	潤滑油
tepalas	藥膏
tepalas	油膏
pensija	退休金
pensija	養老金
pensija	退休金
pensija	養老金
lsu	lsu
bach	巴赫
kfar	kfar
visagalis	全能
lapelis	備忘錄
bud	芽
bud	bud
badmintono	羽毛球
badmintono	羽球
sraigė	蝸牛
kruša	冰雹
apartheido	種族隔離
mate	交配
mate	隊友
matematikai	數學家
oleg	oleg
prekiauja	行業
iždas	國庫
iždas	金庫
iždas	財政部
brigadų	旅
būdvardis	形容詞
lapą	雜誌
mak	麥
šildymas	暖氣
šildymas	供暖
šildymas	加熱
damir	damir
fotografai	攝影師
išeiga	當量
išeiga	產量
išeiga	屈服
duobes	墳墓
duobes	墓穴
pašarinių	飼料
félix	félix
atsisveikinimas	離別
trauma	損傷
trauma	創傷
trauma	外傷
metanas	甲烷
metanas	沼氣
agm	agm
radikalių	激進
iniciatyvas	倡議
įpročiai	習性
įpročiai	習慣
emberiza	emberiza
jurisdikcijos	管轄權
asfalto	瀝青
padovanoti	捐獻
padovanoti	捐贈
padovanoti	捐款
padovanoti	捐
ankštiniai	脈衝
doherty	doherty
miškinės	arborophila
ekskursijų	巡演
naujoves	革新
liežuvį	舌頭
liežuvį	舌
