ve	та
gıda	харчування
gıda	їжа
gıda	foods
işletme	бізнес
işletme	справа
işletme	ділова
işletme	business
işletme	діловий
may	травнева
may	травня
may	травневі
may	травні
may	травень
dersleri	уроки
dersleri	класи
devrim	революційний
devrim	революція
devrim	революцій
sandık	скрині
sandık	груди
sandık	багажник
sandık	колода
yağ	масло
yağ	олива
yağ	олія
yağ	нафта
yağ	жирний
yağ	жиру
yağ	жирна
yağ	жири
yağ	фарбами
güçleri	живить
güçleri	здібності
güçleri	силами
çözüm	вирішують
çözüm	вирішити
çözüm	resolution
çözüm	розчин
çözüm	вирішення
çözüm	рішення
çözüm	вирішення
tony	тоні
italyanca	італійською
italyanca	італійський
italyanca	італієць
italyanca	італійська
italyanca	італійської
nato	нато
kolordu	корпус
isimler	назви
isimler	імена
isimler	іменниками
elizabeth	єлизавета
elizabeth	елізабет
madalyası	медаль
leftarm	leftarm
taraf	боки
taraf	сторони
taraf	сторін
taraf	збоку
taraf	сторона
taraf	бічна
taraf	бік
taraf	сторони
taraf	сутності
taraf	сутність
gönderildi	наданий
gönderildi	надіслано
gönderildi	подання
gönderildi	постачається
gönderildi	надіслано
gönderildi	надіслані
gönderildi	опубліковано
gönderildi	опубліковані
kolu	рука
tarihçi	історик
tarihçi	літописець
françois	francois
françois	франсуа
yukarıdaki	вище
california	каліфорнію
california	california
california	каліфорнія
charlie	чарлі
mutlu	щаслива
mutlu	щасливі
mutlu	щасливе
mutlu	щасливий
mutlu	щасливим
taşır	нести
taşır	возять
taşır	несе
gök	небом
gök	небо
gök	небо
nehir	річка
nehir	ріка
yükselen	перспективних
yükselen	пробудження
yükselen	rising
yükselen	піднімається
deneme	перевірка
deneme	перевірити
deneme	test
deneme	тест
deneme	тестування
deneme	випробування
varlığını	присутність
anna	анна
nuri	нурі
dede	дідусь
dede	дідусь
dede	дід
dede	дідуся
saygı	respect
saygı	повага
hersek	герцеговини
hersek	герцеговина
kahverengi	браун
kahverengi	коричневі
kahverengi	brown
kahverengi	коричневий
trakya	фракія
kişiye	особа
kişiye	особи
arslan	арслан
macar	угорська
macar	угорський
bölümler	епізоди
bölümler	серії
bölümler	розділи
bölümler	подається
bölümler	розділи
bölümler	глави
high	високий
high	висока
high	значне
high	високе
high	високі
varlığı	присутність
iras	iras
cambridge	cambridge
pozitif	позитивне
pozitif	позитивні
pozitif	позитивний
pozitif	позитивно
pozitif	позитив
mtv	mtv
eksik	неповна
eksik	незавершений
eksik	неповним
eksik	відсутній
burak	бурак
avcı	slayer
avcı	ловець
avcı	мисливець
oda	камера
oda	палата
oda	палати
oda	кімната
oda	кімнату
oda	кімнат
oda	кімнати
çay	tea
çay	чаю
çay	чай
kuran	коран
street	стріт
street	вулиця
zırhlı	обладунки
zırhlı	броні
zırhlı	морський
zırhlı	лінкор
zırhlı	бронетанкова
zırhlı	танкові
hans	ганс
alınmış	taken
alınmış	взято
alınmış	забрала
alınmış	зроблено
wwe	wwe
more	більше
istihbarat	інтелект
istihbarat	розвідка
istihbarat	intel
tümen	поділ
okuma	прочитайте
okuma	читати
okuma	прочитані
okuma	читайте
okuma	прочитати
okuma	читання
okuma	читання
grupları	групи
grupları	груп
grupları	спільноти
tren	потяг
tren	поїзд
tren	перевізників
tren	потяги
tren	поїзди
arabistan	аравія
arabistan	аравії
yöntemi	метод
seçimi	вибір
seçimi	вибране
lost	втрачений
lost	програв
lost	lost
his	почуття
his	відчуття
his	передчуття
belirgin	точні
belirgin	точний
belirgin	окремий
belirgin	явний
belirgin	характерні
oxford	оксфорд
diğerleri	інших
diğerleri	інші
diğerleri	іншими
ayrılan	виділено
ayrılan	виділив
ayrılan	віддано
ilginç	цікавий
ilginç	цікаво
ilginç	цікаве
çevresi	місцевість
museum	museum
museum	музей
bulur	знаходить
bulur	виявить
bulur	знайде
karakterler	символів
karakterler	персонажі
karakterler	ієрогліфи
karakterler	літери
karakterler	символи
holding	вкладів
holding	вклади
holding	конгломерат
holding	тримала
holding	плакатами
sami	самі
küba	кубинський
küba	кубі
küba	куби
küba	куба
alanlar	алани
alanlar	поля
alanlar	області
alanlar	ділянки
alanlar	територіях
alanlar	площі
alanlar	районів
jüri	журі
jüri	жюрі
kalın	жирна
kalın	товстий
kalın	товста
kalın	густе
kalın	залишитися
kalın	залишатися
kalın	stay
bayram	святкова
bayram	свято
bayram	свято
bayram	бенкет
bayram	свята
keskin	гострий
keskin	гострі
oyunculuk	во
oyunculuk	заступник
oyunculuk	акторська
oyunculuk	діяти
sorunları	питань
sorunları	проблеми
sorunları	питання
değişen	зміна
değişen	змінився
değişen	змінилася
değişen	змінено
değişen	змінений
değişen	змінені
gelişme	розвитку
gelişme	розвиток
gelişme	розробка
gelişme	удосконалення
gelişme	прогрес
gelişme	поступ
lord	господь
lord	господа
lord	володар
lord	лорд
eve	дім
eve	домівка
eve	домашній
eve	додому
eve	єва
eve	єву
eve	переддень
eve	ів
eve	єви
porto	порто
porto	порту
porto	пуерто
demokrasi	демократія
florida	флориді
villa	вілла
lübnan	лівану
lübnan	ліван
erdem	молодшої
erdem	чесноти
erdem	поведінка
erdem	мораль
uşak	батлер
uşak	слуга
seyahat	подорож
seyahat	подорожувати
seyahat	подорожі
seyahat	мандрівка
seyahat	подорож
seyahat	подорожі
seyahat	їзда
seyahat	подорожує
seyahat	подорож
seyahat	traveling
seyahat	подорожувати
eric	ерік
kod	код
lazım	need
lazım	треба
lazım	потрібно
lazım	потреби
lazım	потреба
görülebilir	видима
görülebilir	видимий
görülebilir	видно
görülebilir	видимі
bahşı	улус
bahşı	округ
bahşı	нохія
bahşı	район
adnan	аднан
özgürlük	свобода
özgürlük	свобода
müzikal	музична
müzikal	музичний
müzikal	мюзикл
müzikal	музичні
andrew	ендрю
kadir	кадір
kadir	зміг
kadir	зможе
kazakistan	казахстані
kazakistan	казахстан
kazakistan	казахстану
açıkça	явно
açıkça	чітко
açıkça	суто
hizmetleri	послуги
hizmetleri	служби
stephen	стівен
stephen	степан
küre	сфера
küre	сфери
küre	куля
küre	глобус
küre	орб
kapısı	брама
kapısı	gate
kapısı	ворота
ton	тонна
ton	тонус
ton	тон
ton	тоне
ton	тонни
ton	тонн
ton	тонну
ton	тонни
bad	bad
bad	погана
bad	погано
bad	погане
kaç	запускати
kaç	запустити
kaç	run
kaç	виконати
şikayet	повідомити
şikayet	скарга
şikayet	звіт
şikayet	скарг
şikayet	скарги
şikayet	скарга
şikayet	звітності
şikayet	звітування
şikayet	скаржитися
karşılıklı	взаємопов
karşılıklı	взаємного
karşılıklı	спільний
karşılıklı	взаємно
karşılıklı	взаємної
karşılıklı	обернений
öğrenciler	студенти
öğrenciler	учням
öğrenciler	студентів
öğrenciler	студентам
öğrenciler	учні
herkese	everybody
herkese	усі
herkese	всім
herkese	усіх
herkese	усі
herkese	усім
herkese	всіх
ruh	настрій
ruh	душу
ruh	душа
ruh	soul
ruh	душею
ruh	колорит
ruh	дух
ruh	spirit
suç	злочини
suç	кримінальні
suç	кримінальний
suç	кримінальне
suç	злочинець
suç	злочин
suç	кримінальна
kaydetti	зазначив
kaydetti	перелічені
kaydetti	зазначає
kaydetti	зауважимо
kaydetti	зауважити
kevin	кевін
caddesi	проспект
caddesi	avenue
tepki	реагувати
tepki	виводять
tepki	реакція
galibiyet	win
galibiyet	переможе
galibiyet	перемог
galibiyet	посіла
galibiyet	виграє
elektron	електрон
elektron	електронне
elektron	електронні
elektron	електроніка
elektron	електронна
elektron	електронний
planı	плануємо
planı	спланувати
planı	планувати
planı	план
küme	кластер
küme	скупчення
river	річка
river	ріка
müze	museum
müze	музей
kökeni	джерело
kökeni	походження
kökeni	джерел
bağ	посиланням
bağ	посилання
bağ	link
bağ	лінк
bağ	бонд
mars	марс
mars	mars
fabrikası	фабрика
hill	пагорб
hill	хілл
hill	hill
hill	гілл
kullanmak	користування
kullanmak	використання
kullanmak	використати
kullanmak	використовувати
kullanmak	користування
kullanmak	використання
kullanmak	викупити
swift	swift
ümit	надії
ümit	надія
ümit	надіюсь
yazarlar	письменники
yazarlar	письменників
yazarlar	авторів
yazarlar	автори
açılış	відкриття
açılış	відкривання
açılış	відкривається
açılış	відкриваємо
liberal	ліберальна
numarası	число
numarası	кількість
numarası	номер
numarası	номера
yunus	дельфін
yunus	dolphin
yunus	дельфіни
yunus	юнус
yunus	джона
yunus	дельфінів
yunus	дельфіни
kalabalık	натовпи
kalabalık	натовп
kalabalık	натовпі
kalabalık	переповнений
kadro	відділення
kadro	загін
kadro	персонал
kadro	штаб
kablo	дроти
kablo	дріт
kablo	дроту
kablo	кабелі
kablo	дріт
kablo	кабель
beyin	мозок
beyin	мозку
beyin	мізки
hikmet	хікмет
hikmet	мудрості
hikmet	мудрість
kuzeyde	північна
kuzeyde	норт
kuzeyde	північний
kuzeyde	північ
manuel	мануель
manuel	підручник
manuel	ручний
manuel	ручна
manuel	ручне
manuel	вручну
manuel	довідок
farkı	різниця
farkı	різниці
bağdat	багдада
france	франції
france	франція
france	францію
işık	світлі
işık	світле
işık	light
işık	світло
işık	світлий
işık	освітлення
işık	ліхтарі
işık	світло
işık	вогні
suudi	саудівська
korumak	захисту
korumak	захищати
korumak	захистити
korumak	стараються
korumak	захисти
resmen	офіційно
geliyor	іду
geliyor	наближається
geliyor	coming
meydan	виклик
meydan	квадратний
meydan	площа
meydan	квадрат
makale	стаття
makale	статтю
makale	статті
makale	статтями
makale	статей
politikası	правила
politikası	політики
politikası	policy
politikası	політика
politikası	політикою
panzer	panzer
maliye	irs
maliye	фінанси
maliye	скарбниця
terimi	термін
lenin	леніна
lenin	ленін
bundesliga	бундесліга
örneği	приклад
örneği	прикладу
yöntem	метод
bulunmuş	знайшов
bulunmuş	знайдено
bulunmuş	знайшовся
bulunmuş	знайшла
bulunmuş	знайдені
kapsamlı	комплексне
kapsamlı	масштабний
kapsamlı	масштабна
hollywood	голлівуд
hollywood	hollywood
tarafsız	нейтральний
tarafsız	нейтральна
yedinci	сьомому
yedinci	сьомий
yedinci	сьома
college	коледж
college	коледжі
college	внз
bulmak	пошук
bulmak	знайти
bulmak	знайдіть
bulmak	find
yazıları	writings
sınırı	ліміт
sınırı	межа
sınırı	обмежити
sınırı	обмеження
malzeme	складові
malzeme	інгредієнти
malzeme	матеріал
malzeme	матеріали
malzeme	матеріали
malzeme	запаси
malzeme	складова
isyan	бунт
isyan	повстання
isyan	повстання
isyan	повстання
isyan	бунт
isyan	повстання
isyan	rebel
isyan	заколот
galip	переможний
galip	переможець
galip	переможниці
galip	віктор
galip	переможцю
aksu	аксу
belirtilen	зазначені
belirtilen	вказано
belirtilen	вказана
belirtilen	зазначений
belirtilen	вказаний
değişim	трансформація
değişim	перетворення
değişim	зміна
değişim	change
değişim	змінити
hayvanlar	звірі
hayvanlar	звірі
hayvanlar	тварини
hayvanlar	домашніх
üstü	згори
üstü	вгорі
üstü	топ
üstü	верхній
üstü	найпопулярніші
üstü	зверху
üstü	вище
mesafe	дистанція
mesafe	відстань
mesafe	дистанції
mesafe	асортимент
mesafe	діапазон
mesafe	хребет
alfred	альфред
acı	біль
acı	гіркі
acı	гіркий
acı	гірко
portekizce	португальська
roger	роже
roger	роджер
kıyı	берега
kıyı	берег
kıyı	берегова
kıyı	узбережжя
kıyı	берег
mezarlığı	кладовище
mezarlığı	цвинтар
mezarlığı	кладовище
mezarlığı	цвинтар
asla	никогда
asla	ніколи
asla	never
iptal	скасувати
iptal	скасовано
iptal	скасовано
iptal	перервати
iptal	скасування
ülkeleri	країн
ülkeleri	країни
lady	жіночі
lady	леді
lady	пані
yasa	закон
yasa	право
vol	vol
bireysel	окремих
bireysel	індивідуальна
bireysel	індивідуальні
bireysel	індивідуальне
bireysel	окремі
bireysel	індивідуальний
radio	радіо
radio	рації
umut	сподівань
umut	сподівається
umut	надії
umut	надії
umut	надія
umut	надіюсь
ikna	волоцюги
ikna	переконати
tabanlı	засновані
tabanlı	засновано
tabanlı	заснований
kurban	жертва
kurban	будівельників
kurban	жертва
kurban	жертви
heinrich	генріх
dava	регістр
dava	справа
dava	випадок
dava	випадку
dava	засудити
dava	позов
önemlidir	важлива
önemlidir	важливі
önemlidir	важливий
önemlidir	важливе
önemlidir	важливо
gelin	наречена
gelin	come
gelin	приходь
gelin	приходьте
mekanik	механіка
mekanik	механік
mekanik	механічна
mekanik	механічний
dj	діджеї
köpek	собачий
köpek	собака
köpek	собачка
köpek	пес
köpek	псів
köpek	собак
köpek	собаки
köpek	пси
koleji	колеж
gözden	переглянути
gözden	рецензування
gözden	відгук
gözden	огляд
francis	френсіс
francis	франциск
fırat	євфрат
litvanya	литві
litvanya	литви
litvanya	литва
şiddetli	дике
şiddetli	суворі
şiddetli	тяжкий
şiddetli	агресивних
şiddetli	жорстокі
şiddetli	жорстоке
şiddetli	інтенсивний
şiddetli	інтенсивно
alex	алексе
alex	алекс
yazın	записати
yazın	напишіть
yazın	пишіть
yazın	виписати
yazın	написати
turan	туран
parçaları	шматочки
parçaları	частини
parçaları	частинами
parçaları	біти
parçaları	бітів
parçaları	біт
ihtiyacı	вимагає
ihtiyacı	потребує
ihtiyacı	потреб
ihtiyacı	потреби
golden	золотий
golden	голден
golden	золоті
golden	золоте
dişi	жіночого
dişi	самиць
dişi	жіноча
dişi	жіночий
dişi	самка
dişi	жінка
kenan	кенан
pilot	авіатор
pilot	pilot
pilot	пілот
amaç	мета
amaç	мета
amaç	ціллю
amaç	ціль
amaç	мета
data	дані
data	data
kurulması	заклад
inceleme	інспекція
inceleme	переглянути
inceleme	рецензування
inceleme	відгук
inceleme	огляд
inceleme	іспит
inceleme	екзамен
inceleme	іспитів
inceleme	експертизи
jim	джим
intihar	самогубство
intihar	самогубства
tablo	стіл
tablo	столик
tablo	таблиця
tablo	таблиці
tablo	малювання
tablo	картина
tablo	живопис
korku	fear
korku	страх
korku	страху
korku	боїться
korku	жах
korku	жахи
kredi	кредитний
kredi	кредитна
kredi	кредит
kredi	борг
kredi	кредитні
kredi	кредит
kredi	кредиту
kredi	подяки
nesil	створення
nesil	generation
nesil	покоління
nesil	генерація
kapı	брама
kapı	gate
kapı	ворота
kapı	вивіз
kapı	двері
kapı	двері
rengi	колір
rengi	кольорова
rengi	колір
rengi	кольорова
güven	довіра
güven	впевненість
güven	довіра
ikincisi	другий
ikincisi	друге
ikincisi	друга
ikincisi	секунда
ağırlığı	ваги
ağırlığı	вагу
ağırlığı	вага
kuralları	правила
kuralları	вказівки
sahil	пляжний
sahil	біч
sahil	пляж
sahil	узбережжя
sahil	берег
diller	мови
diller	мов
çubuklu	strix
kafkasya	кавказ
vladimir	володимир
vladimir	владимир
vladimir	владімір
optik	оптичний
optik	оптика
optik	зоровий
köken	джерело
köken	походження
köken	джерел
koyun	вівця
koyun	вівці
koyun	вівцями
anthony	ентоні
anthony	антоні
karadağ	чорногорія
karadağ	чорногорії
sadık	вірний
sadık	вірний
sadık	вірним
channel	chanel
channel	шанель
channel	канал
channel	каналом
channel	channel
channel	каналу
part	частина
vücut	тіло
vücut	тіла
deri	шкіра
deri	оболонка
deri	шкіра
deri	шкіри
önemi	важливості
önemi	важливість
önemi	значущість
düzenlendi	змінені
düzenlendi	змінений
town	містечко
town	місто
engin	величезний
sandalye	крісла
sandalye	стільці
sandalye	стільців
sandalye	крісло
sandalye	стілець
liman	бухта
liman	бухті
liman	гавань
liman	лиман
liman	пор
liman	порт
liman	гавань
sağlam	суцільна
sağlam	твердий
sağlam	суцільний
sağlam	суцільне
sağlam	стійких
sağlam	надійний
diğeri	інший
diğeri	інша
diğeri	інші
diğeri	інше
diğeri	інших
pınar	пружини
pınar	фонтан
pınar	пінар
anonim	анонімний
anonim	наркомани
kapsayan	перекриття
tunus	тунісі
tunus	туніс
tunus	тунісу
tunus	туніська
tunus	туніс
toplanan	зібраних
toplanan	зібрано
toplanan	зібрані
taraflı	двосторонні
mach	mach
sun	нд
sun	сонця
sun	сонцю
sun	sun
sun	сонце
rio	ріо
süvari	кавалерії
süvari	прокату
sürüm	випуск
sürüm	реліз
sürüm	випуску
sürüm	звільнення
sürüm	версія
sürüm	версія
sürüm	редакції
sürüm	модифікація
gelişen	процвітає
moğol	монгол
moğol	монгольська
atlas	atlas
atlas	атлас
atlas	атлант
enerjisi	енергія
sokak	стріт
sokak	вулиця
sokak	вулицям
sokak	вулиць
sokak	вуличками
sokak	вулицями
sokak	вулиці
sokak	еллі
sokak	алея
sokak	провулок
biçimi	формат
biçimi	форматування
salih	праведний
salih	салех
klibi	кліп
karayolu	дорожні
karayolu	дорога
karayolu	шосе
sezar	цезар
rose	роуз
rose	роза
rose	розі
rose	троянда
kraliçe	цариці
kraliçe	королева
kraliçe	queen
kraliçe	краля
kraliçe	цариця
yahudiler	жиди
yahudiler	євреї
yahudiler	євреїв
parlamento	парламентська
parlamento	парламент
victoria	вікторія
yetersiz	неоднозначним
seni	тобою
seni	ви
seni	ти
seni	тебе
heykel	скульптура
heykel	статуя
ivan	іван
ivan	іванко
konular	теми
konular	тем
konular	звернення
konular	гілки
america	америка
süreç	процес
süreç	обробити
süreç	процесу
süreç	процеси
süreç	процесів
wiki	вікі
kongre	конгресів
kongre	конгрес
kongre	конгресу
kongre	конвенції
kongre	конвенція
matematiksel	математична
matematiksel	математичних
matematiksel	математичний
matematiksel	математичні
down	вниз
down	down
down	униз
down	даун
kalite	якість
verilmesi	надання
bölgeleri	регіони
bölgeleri	регіонів
bölgeleri	регіонах
bölgeleri	областях
disk	диски
disk	диск
disk	диск
disk	диску
yarımadası	півострів
yakıt	пальне
yakıt	паливо
yakıt	палива
fikri	idea
fikri	ідея
fikri	ідею
karışık	змішана
karışık	змішаний
karışık	змішані
karışık	мікс
karışık	суміші
karışık	суміш
karışık	комплекс
karışık	складні
karışık	складне
karışık	складно
karışık	складною
atletizm	атлетика
pkk	курдський
taşı	нести
taşı	возять
taşı	пересунути
taşı	хід
taşı	перемістити
taşı	пересування
philadelphia	філадельфія
basınç	тиск
sinir	злість
sinir	гнів
sinir	нерви
sorunlar	труднощі
sorunlar	проблем
sorunlar	проблеми
sorunlar	питань
sorunlar	проблеми
sorunlar	питання
arkasında	позаду
referans	посилання
referans	довідник
referans	посилання
referans	зразковий
programları	програми
programları	програми
ulus	держава
ulus	нації
ulus	нація
karşıya	хрест
karşıya	хрестик
karşıya	крос
kitaplar	книжки
kitaplar	книг
kitaplar	книги
alınır	taken
alınır	взято
alınır	забрала
alınır	зроблено
stratejik	стратегічно
stratejik	стратегічний
stratejik	стратегічного
stratejik	стратегічна
askerler	поповнення
askerler	війська
askerler	вояки
askerler	солдати
askerler	солдатам
fonksiyonu	функція
fonksiyonu	функцію
fonksiyonu	функції
düşer	водоспад
belgrad	белграда
daire	рівна
daire	коло
daire	гурток
daire	квартира
daire	апартаменти
ilişkisi	стосунки
ilişkisi	взаємовідношення
taşıma	несуть
taşıma	несе
taşıma	везти
taşıma	транспорт
taşıma	транспортування
taşıma	перевезення
taşıma	перевезти
taşıma	транспорт
taşıma	пересилання
animasyon	анімація
animasyon	анімація
animasyon	анімаційний
animasyon	анімаційна
cam	скло
cam	cam
old	старі
old	старе
old	старим
old	стара
old	старий
görünür	видима
görünür	видимий
görünür	видно
görünür	видимі
sicilya	сицилії
sicilya	сицилійська
haritası	карта
haritası	мапа
makine	machine
makine	машина
makine	автомат
makine	техніка
makine	ютери
makine	автоматів
makine	машини
makine	машинами
sonsuz	нескінченні
sonsuz	нескінченний
sonsuz	безмежний
sonsuz	нескінченна
sonsuz	нескінченно
sonsuz	вічне
sonsuz	вічні
sonsuz	вічна
sonsuz	безсмертні
sonsuz	вічний
sonsuz	нескінченно
napoli	неаполітанська
napoli	неаполь
napoli	наполі
boğazı	протока
boğazı	протоки
yağış	опадами
yağış	опадів
milano	мілан
milano	milano
milano	мілан
yazma	записати
yazma	напишіть
yazma	пишіть
yazma	виписати
yazma	написати
yazma	введення
yazma	написання
yazma	запис
yazma	писати
yazma	запису
gereksiz	непотрібне
gereksiz	зайвим
gereksiz	зайві
gereksiz	непотрібні
icin	для
fas	марокко
fas	марокканська
hâlâ	still
hâlâ	ще
hâlâ	надалі
hâlâ	досі
scorea	scorea
görmek	дивлюся
görmek	бачити
görmek	подивитися
görmek	див
görmek	бачите
görmek	бачу
görmek	переглянути
grammy	греммі
evde	дім
evde	домівка
evde	домашній
evde	додому
yumurta	яйця
yumurta	яєчка
yumurta	яйце
network	мережа
network	network
network	мережі
network	мережеві
dark	темні
dark	темна
dark	темний
dark	темне
dark	темно
sessiz	мовчать
sessiz	тихо
sessiz	тиша
sessiz	тиші
sessiz	мовчання
sessiz	тиха
sessiz	мовчазна
nasa	наса
nasa	nasa
antrenör	тренажер
antrenör	тренер
antrenör	тренера
batıda	захід
batıda	вест
kare	блок
kare	кадр
kare	рамка
kare	квадратний
kare	площа
kare	квадрат
kare	квадраті
kare	квадрат
eğlence	забава
eğlence	веселощі
eğlence	весело
eğlence	відпочинок
eğlence	розваги
eğlence	entertainment
hidrojen	водню
yapay	synthetic
yapay	штучна
yapay	штучний
yapay	штучне
yapay	штучні
sporcu	спортсмен
veda	прощавай
veda	прощай
veda	прощання
bakır	міді
bakır	мідь
jersey	джерсі
commons	commons
efes	efes
teksas	tex
teksas	техас
hapis	тюрму
hapis	ґрати
hapis	тюрма
hapis	тюрми
bağlantılı	схожі
long	довгий
long	хай
long	лонг
long	long
long	довга
long	довгі
volkan	вулкан
volkan	вулканічна
sunucu	ведучий
sunucu	вузол
sunucu	ведуча
sunucu	сервер
sunucu	сервера
power	влада
power	живлення
power	сила
power	power
gönüllü	волонтери
gönüllü	волонтерів
gönüllü	добровольці
gönüllü	волонтерська
gönüllü	добровільно
gönüllü	добровільна
gönüllü	волонтерство
gönüllü	волонтер
gönüllü	волонтер
gönüllü	волонтера
miktarı	сума
miktarı	суму
miktarı	кількість
ekip	екіпаж
ekip	відділення
ekip	загін
ekip	команда
maçlar	збігається
maçlar	матчів
maçlar	відповідає
maçlar	сірники
maçlar	ігор
maçlar	games
maçlar	ігри
brezilyalı	бразильська
topçu	озброєння
topçu	артилерії
topçu	навідник
mahkeme	судові
mahkeme	суд
mahkeme	суди
mahkeme	судів
michel	мішель
parçalar	шматки
parçalar	шматків
parçalar	частини
parçalar	частинами
parçalar	компоненти
parçalar	компонентів
yoğunluğu	інтенсивність
yoğunluğu	щільність
yoğunluğu	щільності
tuna	тунець
tuna	дунай
serie	серія
görüldü	плямиста
görüldü	бачили
görüldü	бачив
vii	vii
wilson	вілсон
hoca	викладач
hoca	вчителю
hoca	вчитель
hoca	учитель
hoca	вчителька
hıristiyan	християни
hıristiyan	християнин
hıristiyan	крістіан
hıristiyan	християнський
hıristiyan	християнська
hıristiyan	християни
disney	дісней
disney	disney
dik	тих
dik	круті
yapılar	структури
yapılar	структур
yapılar	конструкції
vize	візи
vize	віза
vize	візи
müdür	режисер
müdür	директор
müdür	керівник
müdür	менеджер
müdür	директор
müdür	ворден
müdür	капітал
doğuda	схід
günleri	днів
günleri	дні
kahire	каїр
peru	перуанський
peru	перу
gaga	дзьоби
gaga	gaga
gaga	дзьоб
prusya	пруссія
prusya	прусська
kart	карт
kart	карти
kart	карток
kart	картки
kart	kart
kart	картка
kart	картку
sayıları	нумерація
mükemmel	perfect
mükemmel	ідеально
mükemmel	ідеальні
mükemmel	ідеальне
mükemmel	ідеальна
mükemmel	досконало
mükemmel	відмінний
mükemmel	чудова
mükemmel	відмінно
karşıtı	анти
karşıtı	anti
samuel	самуель
samuel	семюел
varlık	присутність
varlık	активи
varlık	актив
varlık	сутності
varlık	сутність
çoban	гердер
çoban	вівчарка
çoban	пастир
çoban	вівчарки
selanik	салоніки
arkadaş	друзями
arkadaş	друзів
arkadaş	друзі
arkadaş	другові
arkadaş	другом
arkadaş	друг
arkadaş	подруга
arkadaş	друга
band	band
band	гурт
frankfurt	франкфурт
portal	портала
portal	портал
kural	правила
kural	правило
gürcü	грузинська
ansiklopedi	енциклопедія
felsefesi	філософія
görünümü	вигляд
görünümü	перегляд
görünümü	вигляд
görünümü	view
görünümü	вид
görünümü	переглянути
gerilim	напругу
gerilim	напруга
gerilim	напруги
gerilim	трилер
trafik	навантаження
trafik	пробки
trafik	трафік
trafik	рух
hikâye	публікації
hikâye	історія
hikâye	сюжет
hikâye	розповідь
hikâye	публікація
dance	танці
dance	танцюй
dance	танець
dance	танцювальна
dance	танок
kafkas	кавказька
jan	ян
konuşan	говоримо
konuşan	говорили
konuşan	говорячи
konuşan	speaking
einstein	ейнштейн
bebek	немовля
bebek	малятко
bebek	дитина
bebek	кохана
bebek	дітки
bebek	лялька
radikal	ключ
radikal	радикальні
radikal	радикальна
ipek	шовку
ipek	шовк
dinamo	dynamo
dinamo	динамо
luis	луїс
ittifak	альянс
günler	днів
günler	дні
hong	гонг
bölgeler	регіони
bölgeler	регіонів
bölgeler	регіонах
bölgeler	областях
bölgeler	райони
bölgeler	зони
bölgeler	зон
bölgeler	області
bölgeler	ділянки
bölgeler	територіях
bölgeler	площі
bölgeler	районів
muharebe	battle
muharebe	битва
muharebe	бій
muharebe	combat
muharebe	бійця
muharebe	комбат
muharebe	бойове
halep	алеппо
euro	eur
euro	євро
dere	дере
dere	крік
dere	струмок
dere	потік
dere	струмок
deneysel	експериментальна
deneysel	експериментальний
duran	duran
rahatsız	зачепити
rahatsız	шокує
rahatsız	заважав
miller	міллер
haftalık	тиждень
haftalık	щотижня
halife	халіф
halife	халіфа
grafik	граф
grafik	графіка
grafik	графік
grafik	графіку
grafik	графічні
grafik	діаграма
grafik	діаграми
grafik	графіки
grafik	графіка
grafik	графічні
grafik	графіку
turnuvası	турнір
bit	біт
hayal	уява
hayal	уявити
hayal	уявіть
hayal	уяви
hayal	уявляю
hayal	уявляти
hayal	сон
hayal	dream
hayal	мрія
inci	перл
inci	перли
inci	перлина
inci	перлини
inci	перли
negatif	негативний
negatif	негативне
negatif	негативна
negatif	негатив
negatif	негативні
yıldızlar	зірки
turnuva	турнір
turnuva	турніри
turnuva	турнірів
okudu	вчився
okudu	вивчав
okudu	вивчила
okudu	навчався
stalin	сталін
hasta	пацієнт
hasta	пацієнта
hasta	пацієнти
hasta	пацієнтам
hasta	пацієнтів
hasta	хворим
hasta	хворі
hasta	хвора
hasta	хворий
hasta	захворіла
takma	псевдонім
takma	прізвисько
evrensel	універсальна
evrensel	universal
evrensel	універсальний
evrensel	глобальний
evrensel	global
evrensel	загальні
evrensel	космічні
konstantin	костянтин
taarruz	десант
taarruz	напад
rick	рік
sıfır	zero
sıfır	нульовий
sıfır	нуль
sıfır	нулі
sıfır	нульовий
sıfır	фіктивних
emek	праця
emek	трудове
emek	трудова
emek	зусилля
emek	трудові
yazılar	статті
yazılar	статтями
yazılar	статей
yazılar	writings
sulama	зрошення
amsterdam	амстердам
açan	цвісти
klavye	клавіатур
klavye	клавіатуру
klavye	клавіатура
klavye	клавіатури
cuma	friday
usta	майстер
usta	магістр
usta	вчителю
usta	master
sanal	віртуальний
post	дописі
post	опублікувати
post	допис
post	допису
ilham	надихають
ilham	натхненно
ilham	надихали
ilham	музи
ilham	натхнення
division	ділення
division	дивізіон
division	поділ
arsenal	арсенал
kukla	макет
kukla	puppets
kukla	ляльковий
bahar	весняна
bahar	весна
bahar	весняний
bahar	весняні
bahar	весні
bahar	спеції
bahar	spice
düzeni	формування
düzeni	зборі
düzeni	компонування
düzeni	розкладка
sıkı	міцно
sıkı	туго
hürriyet	свобода
hürriyet	свобода
newton	ньютон
yarısı	пів
yarısı	півтори
yarısı	половина
yarısı	половину
yarısı	наполовину
eso	eso
yerleşik	жителька
yerleşik	встановлено
yerleşik	подальшому
yerleşik	заснований
vatan	вітчизна
vatan	вітчизну
vatan	вітчизни
vatan	вітчизна
vatan	батьківщина
