மற்றும்	un
பரிந்துரைக்கப்பட்டது	ieteikta
பரிந்துரைக்கப்பட்டது	ieteica
உண்மையாக	patiesība
உண்மையாக	taisnība
உண்மையாக	patiess
உண்மையாக	patiesa
கிலோகிராம்	kilogramu
அமைச்சரவை	kabinets
அமைச்சரவை	skapis
அமைச்சரவை	ministrijas
அமைச்சரவை	ministrija
வேட்டை	medības
வேட்டை	medību
வேட்டை	medībās
வேட்டை	medības
வெளியிடுகிறது	publicēšanu
வெளியிடுகிறது	publicēšana
வெளியிடுகிறது	izdošana
வெளியிடுகிறது	publikācija
காய்கறிகள்	dārzeņi
நைட்ரஜன்	slāpekli
நைட்ரஜன்	slāpekļa
நைட்ரஜன்	slāpeklis
மூலதனம்	kapitāls
மூலதனம்	galvaspilsēta
போகிறது	braucam
இனிப்பு	deserts
இனிப்பு	salduma
இனிப்பு	saldais
இனிப்பு	salds
இனிப்பு	saldā
உவமை	alegorija
மரியோ	mario
சுற்றுப்பாதை	orbītā
முன்னேற்ற	progress
எரிவாயு	gāze
எரிவாயு	gāzes
இயன்	ian
சேவியர்	xavier
விளிம்பு	atdalītājs
விளிம்பு	malas
விளிம்பு	malu
விளிம்பு	mala
விளிம்பு	robežas
விளிம்பு	robeža
விளக்கினார்	izskaidrots
விளக்கினார்	izskaidroti
விளக்கினார்	paskaidroja
நீடித்த	noturīgi
செய்	sei
செய்	padarītu
ஹரி	hari
வாசிக்க	lasi
வாசிக்க	lasīt
அறிவுரை	konsultācijas
அறிவுரை	padoms
அறிவுரை	ieteikumi
அயோடைடு	jodīds
மறந்து	aizmirsuši
மறந்து	aizmirsts
மறந்து	aizmirsti
மறந்து	aizmirsis
மறந்து	aizmirst
மறந்து	aizmirsti
மறந்து	aizmirsu
மறந்து	aizmirsa
சவுதி	saūda
விசைப்பலகை	tastatūras
சில்லறை	mazumtirdzniecība
ஸ்டாலின்	staļins
ஸ்டாலின்	ērzeli
சதுப்பு	purvs
சதுப்பு	purva
இல்லையெனில்	savādāk
இல்லையெனில்	citādi
தோமஸ்	tomass
முதுநிலை	kapteiņi
முதுநிலை	masters
முதுநிலை	saimnieki
மீடியாவிக்கி	mediawiki
கனவில்	sapņoja
கனவில்	sapnis
கனவில்	sapņot
பயணிக்கும்	ceļo
நுண்ணறிவு	izlūkošanas
கங்கா	ganga
காம	kama
வாங்கிய	nopirka
விற்கும்	stūmēju
பிரவுன்	brauns
பிரவுன்	brūnais
பிரவுன்	brūna
பிரவுன்	brūns
மார்க்சிஸ்ட்	marksisma
கரைசல்	atrisinājums
கரைசல்	šķīdums
கரைசல்	risinājums
மார்பக	krūts
தரவரிசையில்	rangs
கிரீன்	zaļas
கிரீன்	zaļa
கிரீன்	zaļā
கிரீன்	zaļš
கிரீன்	zaļi
மார்பு	krūtīs
மார்பு	krūškurvja
மார்பு	krūšu
வழக்கத்தில்	neregulāras
வழக்கத்தில்	neregulāra
கூட்டங்கள்	sanāksmju
கூட்டங்கள்	sanāksmes
கூட்டங்கள்	tikšanās
கூட்டங்கள்	sanāksmēs
கூட்டங்கள்	sēdes
பிரபலம்	tautas
பிரபலம்	populāra
பிரபலம்	populārs
பிரபலம்	slavenība
உத்தி	stratēģija
அறியப்படாத	anonīmi
அறியப்படாத	anonīma
அறியப்படாத	anonīmā
அறியப்படாத	anonīms
தரவரிசை	ranga
மதுரா	mathura
வளர்சிதை	metabolismu
வளர்சிதை	metabolisms
வளர்சிதை	metabolisma
பின்லாந்து	somija
பின்லாந்து	somijā
பேராயர்	arhibīskapu
ஊர்வன	rāpuļu
முதலீட்டாளர்கள்	investori
பல்துறை	daudzpusīgs
மின்னல்	gaišāku
மின்னல்	apgaismes
மின்னல்	apgaismojums
மின்னல்	zibens
சுமந்து	nēsāt
உயிர்வேதியியல்	bioķīmija
உடற்பயிற்சி	treniņš
உடற்பயிற்சி	vingrinājumi
உடற்பயிற்சி	piemērotība
உடற்பயிற்சி	fitnesa
உடற்பயிற்சி	fitness
மதிப்பீடுகள்	pārskatīšanas
மதிப்பீடுகள்	pārskatīšana
மதிப்பீடுகள்	pārskati
மதிப்பீடுகள்	reitingiem
மதிப்பீடுகள்	reitingi
சீதை	sita
சீதை	sitas
வியன்னா	vīne
களிமண்	mālu
களிமண்	māla
ரிக்	stendu
ரிக்	riks
லிங்கன்	linkolns
சீடர்	ciedra
சீடர்	māceklis
அனுப்பிய	nosūtīta
அனுப்பிய	nosūtīja
அனுப்பிய	nosūtīti
அனுப்பிய	nosūtīts
இயக்கப்பட்டது	aktivizēta
இயக்கப்பட்டது	ieslēgts
இயக்கப்பட்டது	ieslēgti
இயக்கப்பட்டது	aktivizēts
இயக்கப்பட்டது	ieslēgta
இயக்கப்பட்டது	ļāva
தொட்டி	bin
வசதியாக	ērts
வசதியாக	ērti
வியாபாரம்	bizness
வியாபாரம்	uzņēmējdarbība
தூய்மையான	tīrākā
தூய்மையான	tīra
தூய்மையான	tīri
தூய்மையான	tīrs
தூய்மையான	pure
ஆல்ஃபா	alfa
படிகள்	pakāpieni
படிகள்	soļi
படிகள்	posmi
பஞ்சு	sūklis
பஞ்சு	kokvilna
உறுப்புக்கள்	pelikāni
கிறிஸ்துமஸ்	ziemassvētkos
கிறிஸ்துமஸ்	ziemassvētku
கிறிஸ்துமஸ்	ziemassvētkus
கிறிஸ்துமஸ்	ziemassvētki
ஆதரிக்கும்	balsti
ஆதரிக்கும்	atbalsta
இன்டெல்	intel
விடுதிகள்	viesnīcas
விடுதிகள்	viesnīcās
விடுதிகள்	viesnīcu
விடுதிகள்	viesnīcām
உற்பத்தியாளர்கள்	ražotāji
உற்பத்தியாளர்கள்	izgatavotāji
தடைகள்	šķēršļi
தட்டையான	plakana
தட்டையான	vienotas
தட்டையான	plakanas
சந்திரசேகர்	čandrasekars
பாலூட்டி	zīdītājiem
பாலூட்டி	zīdītājus
பாலூட்டி	zīdītāji
பேய்	spoks
பேய்	spoku
பேய்	rēgs
பேய்	velns
பிரகடனம்	deklarāciju
பிரகடனம்	deklarācija
குறைப்பு	samazinājums
குறைப்பு	samazināšanas
குறைப்பு	samazināšana
தெரேசா	terēze
தெரேசா	terēzas
இமாச்சலப்	himāčala
முரண்பாடு	konflikts
முரண்பாடு	konflikti
நகல்	dublikāts
நகல்	kopēt
நகல்	kopiju
நகல்	eksemplārs
நகல்	kopija
நாவல்கள்	romānos
யோகா	joga
ஆஸ்கார்	oskars
கழுத்து	kakls
கழுத்து	kakla
ஸ்டீவன்	stīvens
அண்டம்	visums
ஐரோப்பியர்	eiropiešiem
ஐரோப்பியர்	eiropiešu
ஐரோப்பியர்	eiropieši
ஐரோப்பியர்	eiropas
ஐரோப்பியர்	eiropietis
திருத்த	grozījums
திருத்த	grozījumi
பொதுவுடைமை	komunisms
ஆமை	bruņurupucis
ஏற்பாடுகள்	izvietojums
ஏற்பாடுகள்	vienošanās
ஏற்பாடுகள்	izkārtojums
சுரப்பி	dziedzeris
வல்லுநர்கள்	profesionāļiem
வல்லுநர்கள்	profesionāļi
குறிப்பிடுகின்றது	darīšana
டோக்கியோ	tokijas
ஆரோக்கியமான	veselīgi
ஆரோக்கியமான	veselīga
ஆரோக்கியமான	veseli
ஆரோக்கியமான	veselīgs
பேரன்	mazdēls
எருமை	bifeļu
தொழிலாக	karjeru
தொழிலாக	karjera
தொழிலாக	karjeras
எழுதுதல்	dedzināšana
எழுதுதல்	degšanas
எழுதுதல்	dedzināšanas
எழுதுதல்	rakstīšana
எழுதுதல்	raksta
எழுதுதல்	rakstot
செயற்குழு	izpildvaras
செயற்குழு	izpildu
காவல்துறையினர்	policija
காவல்துறையினர்	policijā
காவல்துறையினர்	policiju
காவல்துறையினர்	policijas
கோணத்தில்	leņķis
செடிகள்	augi
செடிகள்	rūpnīcas
செடிகள்	stādi
வீரம்	drosme
சிம்	sim
ஜெர்ரி	džerijs
பதிவிறக்கம்	lejupielāde
சுமை	slodze
சுமை	slodzes
சுமை	krava
சுமை	ielādēt
சுமை	nasta
சுமை	slogs
சுமை	slogu
தாரா	tara
வழக்கறிஞர்கள்	juristi
வழக்கறிஞர்கள்	advokāti
டிராகன்	pūķi
டிராகன்	pūķis
கொண்டாடும்	svinam
சனிக்கிழமை	sestdienu
சனிக்கிழமை	sestdienas
சனிக்கிழமை	sestdienā
சனிக்கிழமை	sestdien
சனிக்கிழமை	sestdiena
இலக்க	cipars
யோசேப்பு	džozefs
யோசேப்பு	joseph
வலிப்பு	epilepsija
ஊவா	uva
கொண்டிருக்கின்றது	slēpnis
வகுத்தல்	divīzija
வகுத்தல்	rajons
வகுத்தல்	dalīšana
தரவுத்தளம்	datubāzi
தரவுத்தளம்	datubāzē
தரவுத்தளம்	datubāze
முடிக்கப்பட்டது	pabeigti
முடிக்கப்பட்டது	pabeigts
முடிக்கப்பட்டது	pabeigta
முடிக்கப்பட்டது	pabeigti
முடிக்கப்பட்டது	pabeigts
முடிக்கப்பட்டது	pabeigta
முடிக்கப்பட்டது	gatavo
செயலை	rīcība
நிறைவேற்றப்பட்டது	izpildīts
சகோதரிகள்	māsas
நேர்மறை	pozitīvi
நேர்மறை	pozitīvas
நேர்மறை	pozitīvā
நேர்மறை	pozitīva
நேர்மறை	pozitīvais
நேர்மறை	pozitīvs
மனநிலை	noskaņa
மனநிலை	garastāvoklis
மனநிலை	noskaņojums
மனநிலை	garastāvokļa
கௌதம	sidhārta
குற்ற	vainīgs
குற்ற	vainīgi
குற்ற	vainīga
மயிலை	pāvs
குஜராத்தி	gudžaratu
பிராங்க்	frenks
தாது	minerālu
சர்ச்சைக்குரிய	problemātiski
சர்ச்சைக்குரிய	problemātisks
சர்ச்சைக்குரிய	problemātiska
சர்ச்சைக்குரிய	pretrunīgi
சர்ச்சைக்குரிய	pretrunīgs
சர்ச்சைக்குரிய	strīdīgs
சர்ச்சைக்குரிய	pretrunīga
கிட்டார்	ģitāra
பண்டிகை	festivāls
பண்டிகை	svētki
பண்டிகை	svētku
முடியாட்சி	monarhija
அடித்தளம்	foundation
அடித்தளம்	pamats
அடித்தளம்	fonds
தியேட்டர்	teātrī
தியேட்டர்	teātris
தியேட்டர்	teātra
பிடி	nozvejas
பிடி	noķert
பிடி	noķer
பிடி	loms
பிடி	nozveja
பிடி	turēt
ஒருபோதும்	nekad
மாங்கனீசு	mangāna
துருவ	polar
அபாயம்	briesmas
அபாயம்	draudi
மிகுதி	aiza
சூடான்	sudāna
உருமாற்றம்	transformācija
உருமாற்றம்	pārveidošanās
உருமாற்றம்	pārveidošana
உருமாற்றம்	transformācijas
உருமாற்றம்	pārveide
சிகரம்	maksimums
சிகரம்	pīķa
தியாகம்	upuris
குன்று	kalnā
கணக்குகள்	konti
கணக்குகள்	pārskati
வாங்கியது	iepirka
வாங்கியது	iegādāts
வாங்கியது	pirkta
வாங்கியது	nopirkts
வாங்கியது	nopirka
சுருக்க	saīsinājums
மார்ஷல்	māršala
வெறுமனே	vienkārši
துவக்கப்பட்டது	uzsāka
காலில்	kāja
பியர்	alu
பியர்	alus
பின்வருவன	gaidāmā
பின்வருவன	drīzumā
பின்வருவன	gaidāmo
பெருங்குடல்	resnās
மாணவர்களும்	studenti
மாணவர்களும்	skolēni
மாணவர்களும்	studentiem
புலனாய்வு	izlūkošanas
செனட்	senāta
செனட்	senāts
ஐயம்	šaubu
ஐயம்	šaubos
ஐதராக்சைடு	hidroksīds
மோசமாக	sliktāk
மோசமாக	sliktāka
மோசமாக	slikti
மோசமாக	vāji
நம்புகிறேன்	cer
நம்புகிறேன்	cerot
நம்புகிறேன்	ceri
நம்புகிறேன்	cerību
நம்புகிறேன்	cerības
நம்புகிறேன்	ceru
நம்புகிறேன்	cerība
கென்னடி	kenedijs
உருளை	sfēra
டிலான்	dilans
யூதர்களின்	ebreju
அறிவுசார்	intelektuālais
அறிவுசார்	intelektuālā
அதிரடி	rīcība
வெப்பத்தை	karstums
வெப்பத்தை	siltuma
வெப்பத்தை	siltums
ஹவாய்	havaju
ஹாரிஸ்	haris
ஹாரிஸ்	harris
கோபுரங்கள்	torņi
பிளாட்டினம்	platīna
முக	sejas
முக	seju
முக	seja
கூம்பு	konusa
பாலைவனம்	tuksnesis
பிரச்சாரம்	kampaņa
பிரச்சாரம்	kampaņā
டின்	tin
டின்	alvas
சாவோ	cao
சீனி	cukura
சீனி	cukurs
சீனி	cukuru
எதிரி	pretinieks
எதிரி	ienaidnieks
காட்டியது	rādīja
காட்டியது	parādīja
கொடுப்பது	dodam
கொடுப்பது	sniedzot
கடவுள்கள்	dievi
ஆடைகள்	apģērbi
ஆடைகள்	apģērbs
ஆடைகள்	kleitas
ஆடைகள்	apģērbi
ஆடைகள்	apģērbs
ஆடைகள்	drēbes
நினைவுகள்	atmiņas
சார்லி	charlie
சார்லி	čārlijs
அமேசான்	amazon
துத்தநாக	cinks
துத்தநாக	cinka
பாலங்கள்	tilti
சுவர்கள்	sienas
சுவர்கள்	sienām
மாற்றப்பட்ட	mainījies
மாற்றப்பட்ட	mainītas
மாற்றப்பட்ட	mainīta
மாற்றப்பட்ட	mainīts
மாற்றப்பட்ட	modificēts
மாற்றப்பட்ட	pārveidoti
மாற்றப்பட்ட	pārveidota
மாற்றப்பட்ட	mainīts
மாற்றப்பட்ட	pārveidots
மரு	maru
தேர்ந்தெடுக்கப்பட்டது	izvēlētais
தேர்ந்தெடுக்கப்பட்டது	izraudzīts
தேர்ந்தெடுக்கப்பட்டது	izvēlēts
தேர்ந்தெடுக்கப்பட்டது	izvēlēta
வேலி	veli
வேலி	žogu
வேலி	žogs
விளையாட்டை	atskaņot
விளையாட்டை	play
விளையாட்டை	spēlē
விளையாட்டை	spēlēt
வேற்று	ārpuszemes
செம்பு	vara
செம்பு	varš
கொடுத்தல்	dodam
கொடுத்தல்	sniedzot
ஜஸ்டின்	džastins
அமோனியம்	amonija
கடல்சார்	piejūras
கடல்சார்	jūrniecības
மேதை	ģēnijs
மேதை	apzīmējumi
மேதை	leģenda
கோலம்	sfēra
ஆதரவாளர்கள்	atbalstītājiem
ஆதரவாளர்கள்	atbalstītāji
கத்தி	dunci
கத்தி	nazi
கத்தி	nazis
உயர்த்தி	lifts
உயர்த்தி	liftu
அந்தோனி	anthony
வெண்மை	balināšanas
மறைவு	stealth
மறைவு	nāve
மறைவு	nāves
சூடு	hot
சூடு	karsts
சூடு	karsti
கவனமாக	rūpīgi
கவனமாக	uzmanīgi
கவனமாக	rūpīgi
கவனமாக	rūpīga
கவனமாக	uzmanīgi
வருங்கால	nākotnes
வருங்கால	nākotne
வருங்கால	nākotnē
வருங்கால	nākotni
வெப்பமண்டல	tropu
தகவல்தொடர்பு	komunikācija
தகவல்தொடர்பு	paziņojums
தகவல்தொடர்பு	saziņa
தகவல்தொடர்பு	komunikācijas
கலகம்	nemieri
ஜேக்	džeks
ஜேக்	jack
பதின்ம	decimālo
அதிர்வு	aura
அதிர்வு	vibrāciju
அதிர்வு	vibrācijas
அதிர்வு	vibrācija
சைன்	gājiens
சைன்	insults
சைன்	sine
சைன்	priežu
சைன்	priede
சைன்	priedes
குழி	bedres
குழி	pit
குழி	bedre
அலங்காரம்	filtrē
அலங்காரம்	filtru
அலங்காரம்	filtrs
அலங்காரம்	filtrēt
அலங்காரம்	labiekārtošana
அலங்காரம்	dekorācijas
எண்ணங்கள்	domās
எண்ணங்கள்	domas
டெட்	ted
டெட்	klāju
டெட்	klāja
சம்பளம்	alga
சம்பளம்	algas
சம்பளம்	algu
சீசர்	cēzara
மைக்ரோ	mikro
கியூபா	kubu
கியூபா	kubā
கியூபா	kuba
நண்டு	krabju
உசேன்	hussein
நேராக	taisni
நேராக	taisna
சத்தீஸ்கர்	čhatīsgarha
லேடி	dāma
லேடி	lēdija
மகளும்	meitu
மகளும்	meita
பதினொரு	vienpadsmit
கானா	gana
கேம்பிரிட்ஜ்	kembridžas
பாட்டில்	pudelīte
பாட்டில்	pudele
பாட்டில்	pudeles
பாட்டில்	pudelē
கழுத்தில்	kakls
கழுத்தில்	kakla
சிற்பி	arhitekts
மாலிக்	malik
டேட்டா	dati
பதக்கங்கள்	medaļas
கிரிஸ்	kriss
அடையாளங்கள்	identitātes
அடையாளங்கள்	tagus
அடையாளங்கள்	tag
அலுவலர்கள்	virsnieki
அலுவலர்கள்	amatpersonas
அலுவலர்கள்	virsnieku
சுற்றுப்பயணம்	ekskursija
சுற்றுப்பயணம்	tūre
சுற்றுப்பயணம்	tour
கற்பித்தல்	mācīšana
கற்பித்தல்	mācību
உறவினர்	relatīvais
உறவினர்	radinieks
உறவினர்	relatīvi
உறவினர்	relatīvā
உறவினர்	kaimiņš
உறவினர்	kaimiņvalsts
உறவினர்	kaimiņu
உறவினர்	kaimiņš
உறவினர்	brālēns
உறவினர்	māsīca
பயணி	pasažieru
பயணி	pasažiera
பயணி	pasažieri
பயணி	pasažieris
ஆலயங்கள்	namiņi
லெபனான்	libānas
லெபனான்	libāna
அலன்	alens
அலன்	alan
ஏவுகணைகள்	raķetes
தொலைதொடர்பு	komunikācija
தொலைதொடர்பு	paziņojums
தொலைதொடர்பு	saziņa
தொலைதொடர்பு	komunikācijas
தேர்வுகள்	testi
தேர்வுகள்	pārbaudes
தேர்வுகள்	testus
தேர்வுகள்	atlases
தேர்வுகள்	izvēle
தேர்வுகள்	atlase
தேர்வுகள்	izlase
தேர்வுகள்	iestatījumi
தேர்வுகள்	iespējas
தேர்வுகள்	opcijas
ஹான்	han
செய்தார்கள்	did
குணங்கள்	atribūti
குணங்கள்	raksturlielumi
கச்சேரி	koncerts
கச்சேரி	koncertā
டார்க்	tumša
டார்க்	tumši
டார்க்	tumšs
கண்ணோட்டம்	apskats
கண்ணோட்டம்	pārskats
கண்ணோட்டம்	pārskatīšana
கண்ணோட்டம்	pārskatīt
கண்ணோட்டம்	pārskats
சுரங்க	ieguve
சுரங்க	kalnrūpniecības
தாக்கிய	uzbruka
கடிதங்கள்	vēstulēs
கடிதங்கள்	vēstules
கடிதங்கள்	burti
பப்புவா	papua
வாடிக்கையாளர்கள்	klienti
வாடிக்கையாளர்கள்	klientiem
வெடித்தது	eksplodēja
சோதனையில்	testa
சோதனையில்	tests
சோதனையில்	pārbaude
தேசங்கள்	nācijas
தேசங்கள்	nāciju
வேண்டுமென்றே	apzinātu
வேண்டுமென்றே	apzināts
வேண்டுமென்றே	apzināta
வேண்டுமென்றே	tīši
வேண்டுமென்றே	apzināti
வேண்டுமென்றே	apzināti
வேண்டுமென்றே	apzināts
வேண்டுமென்றே	tīša
வேண்டுமென்றே	apzināta
வேண்டுமென்றே	apzināti
ஆர்ட்ஸ்	māksla
பேச்சாளர்	runātājs
பேச்சாளர்	runātāja
சந்தைகள்	tirgus
சந்தைகள்	tirgi
பெஞ்சமின்	bendžamins
கட்டுதல்	ēkas
கட்டுதல்	ēka
நெசவு	aušanas
ஒலிம்பிக்கில்	olympic
ஒலிம்பிக்கில்	olimpiskā
ஒலிம்பிக்கில்	olimpiskajā
ஒலிம்பிக்கில்	olimpiskais
ஆணையர்	komisārs
இலையுதிர்	rudens
இலையுதிர்	rudenī
பூட்டான்	butānas
பூட்டான்	butāna
அமர்வு	sesiju
அமர்வு	sesija
கிளி	papagailis
நகர்ந்து	pārvietot
நகர்ந்து	gājiens
நகர்ந்து	pārvietoties
நகர்ந்து	pārcelts
நகர்ந்து	pārcelta
நகர்ந்து	pārcelti
நகர்ந்து	pārvietots
இருக்கைகள்	sēdekļi
இருக்கைகள்	sēdvietas
பெறவும்	iegūsti
பெறவும்	dabūt
பிரதிநிதி	pārstāvis
வெப்	vebs
வாரணாசி	varanasi
வயிறு	kuņģī
வயிறு	kuņģa
வயிறு	vēders
வயிறு	vēdera
வயிறு	vēders
மணிகள்	stundas
மணிகள்	stundām
விலக்கு	noraidīt
விலக்கு	atlaist
விலக்கு	apturēt
கிறிஸ்டோபர்	kristofers
மதிப்பெண்	score
தோன்றுகின்றன	apšaubāms
தோன்றுகின்றன	apšaubāma
தோன்றுகின்றன	apšaubāmi
செய்தித்தாள்	laikraksts
செய்தித்தாள்	avīze
செய்தித்தாள்	laikraksta
செய்தித்தாள்	avīzē
செய்தித்தாள்	avīzes
செய்தித்தாள்	laikraksti
ஈயம்	svins
ஈயம்	svina
ஈயம்	svinu
மிச்சிகன்	mičiganā
மொத்தத்தில்	vispārējais
மொத்தத்தில்	kopumā
பிரதேசங்கள்	teritorijas
தந்தி	triks
தந்தி	telegrammu
டிவிடி	dvd
இசைக்கருவி	instruments
இசைக்கருவி	instrumenta
இசைக்கருவி	instrumentu
துவக்கம்	sākam
துவக்கம்	sākt
துவக்கம்	palaižot
துவக்கம்	palaišana
துவக்கம்	palaišanas
விமர்சகர்	kritiķis
உபகரணங்கள்	iekārtas
உபகரணங்கள்	inventārs
உபகரணங்கள்	aprīkojums
உபகரணங்கள்	iekārta
உபகரணங்கள்	ierīces
ஆட்டங்கள்	spēļu
வஞ்சி	kalme
ரயில்கள்	vilcieni
ரயில்கள்	vilcienus
கிதார்	ģitāra
செயற்கையாக	mākslīgi
ஏபிசி	apc
வெளிச்சம்	gaismu
வெளிச்சம்	gaišs
வெளிச்சம்	gaismas
வெளிச்சம்	gaisma
வெளிச்சம்	gaiši
வெளிச்சம்	spilgtuma
ஆன்மிக	mistiska
விழுந்த	samazinājies
புஷ்	push
சாம்பியன்	čempions
சந்தைப்படுத்தல்	mārketings
சந்தைப்படுத்தல்	tirdzniecība
சந்தைப்படுத்தல்	tirdzniecības
சுனாமி	cunami
குகைகள்	alas
கவுன்சில்	padomes
கவுன்சில்	padome
கவுன்சில்	padomi
ஃபோர்ட்	fords
ஃபோர்ட்	ford
புரிதல்	sapratne
புரிதல்	izpratni
புரிதல்	izpratne
புரிதல்	saprašanās
ஹீரோ	varonis
கிண்ணம்	trauks
கிண்ணம்	bļodu
கிண்ணம்	kauss
இதோ	šeit
இதோ	te
போட்டியாளர்கள்	spēlētāji
போட்டியாளர்கள்	atskaņotāji
போட்டியாளர்கள்	konkurenti
போட்டியாளர்கள்	konkurentiem
போட்டியாளர்கள்	konkurentus
பார்வையாளர்	skatītāju
பார்வையாளர்	auditorija
பார்வையாளர்	skatītājiem
பார்வையாளர்	auditorijas
பார்வையாளர்	publika
பார்வையாளர்	skatītāji
படைகளும்	saimnieki
தளபதிகள்	ģenerāļi
தளபதிகள்	komandieriem
தளபதிகள்	komandieri
தளபதிகள்	kapteiņu
கிறிஸ்	kriss
சொல்கிறது	saka
படகுகள்	laivas
ஈடுபட	iesaistīties
கணிமை	skaitļošanas
கருதுகோள்	hipotēzi
கருதுகோள்	hipotēze
ஏற்பு	pieņemšana
ஏற்பு	pieņemšanas
பிரகாசமான	koši
பிரகாசமான	spilgti
பிரகாசமான	gaišs
ஆக்கிரமிப்பு	profesija
ஆக்கிரமிப்பு	nodarbošanās
ஆக்கிரமிப்பு	okupācijas
அழகாக	skaists
அழகாக	skaistas
அழகாக	skaista
அழகாக	skaisti
அழகாக	skaistā
அழகாக	godam
பாரம்பரியம்	tradicionāls
பாரம்பரியம்	tradicionālie
பாரம்பரியம்	tradicionālais
பாரம்பரியம்	tradicionālā
பாரம்பரியம்	tradicionālo
பாரம்பரியம்	tradicionāli
பாரம்பரியம்	tradīcijas
பாரம்பரியம்	tradīcija
பாரம்பரியம்	tradīciju
வயல்	lauks
வயல்	lauka
வயல்	laukā
காயங்கள்	ievainojumi
காயங்கள்	traumas
காயங்கள்	brūces
காயங்கள்	ievainojumi
சித்தாந்தம்	ideoloģija
சித்தாந்தம்	ideoloģijas
மீதி	bilance
மீதி	atlikums
மீதி	līdzsvars
மீதி	līdzsvaru
ஹோண்டா	honda
உத்தரவு	pavēlniecība
உத்தரவு	komanda
உத்தரவு	vadība
வண்டு	vaboles
தைராய்டு	vairogdziedzera
விரிந்த	plašs
விரிந்த	plaša
இன்சுலின்	insulīna
இன்சுலின்	insulīns
கணக்கிடப்படுகிறது	aprēķinātais
கணக்கிடப்படுகிறது	aprēķinātas
கணக்கிடப்படுகிறது	aprēķināts
கணக்கிடப்படுகிறது	aprēķinātā
கணக்கிடப்படுகிறது	aprēķināta
பசி	izsalcis
பசி	bads
பசி	bada
பதின்மூன்று	trīspadsmit
மூலையில்	stūrī
மூலையில்	stūris
மூலையில்	stūri
லினக்சு	linux
தவறாகப்	ļaunprātīgi
அவளுக்கு	viņa
அவளுக்கு	vina
ஆனி	annija
வேலைவாய்ப்பு	nodarbinātība
வேலைவாய்ப்பு	nodarbinātības
பாடலைப்	dziesma
ஊக்கம்	motivācija
ஊக்கம்	motivācijas
லங்கா	lanka
பாபர்	babri
நிச்சயமாக	patiešām
நிச்சயமாக	drošs
நிச்சயமாக	pārliecināts
நிச்சயமாக	noteikti
நிற்க	stāvēt
மாமா	mamma
மாமா	tēvocis
பாட்டி	vecmāmiņa
பாட்டி	vecmāmiņa
பருமன்	aptaukošanās
பருமன்	pensionāru
தாம்சன்	tompsone
தாம்சன்	tomsona
எதிர்கொள்ள	saskārusies
வெற்றியாளர்கள்	ieguvēji
வெற்றியாளர்கள்	uzvarētājus
வெற்றியாளர்கள்	uzvarētāji
புறா	ūbele
புறா	baložu
புறா	balodis
ரோசா	rosa
ரோசா	roza
ஒப்புமை	analoģiski
ஒப்புமை	analogi
பைங்குடில்	siltumnīcefekta
பைங்குடில்	siltumnīcā
பைங்குடில்	siltumnīcas
பைங்குடில்	siltumnīcu
பைங்குடில்	siltumnīcās
கவி	kavi
குத்துச்சண்டை	boksa
குத்துச்சண்டை	bokss
குத்துச்சண்டை	cīņas
நாரை	stārķis
கிராமிய	tautas
இடையூறு	iejaukties
பயம்	baiļu
பயம்	bailes
பயம்	bailēs
பயம்	bail
பயம்	baidās
பயம்	šausmas
பயம்	nobijies
பயம்	bail
கையாள	rokturi
கையாள	rokturis
கையாள	apstrādāt
காரி	kari
ராபின்	robins
மிதக்கும்	peldošie
நோவா	noā
உரோம	matainais
மூலிகை	augam
மூலிகை	auga
பாஸ்டன்	bostonas
கடத்தி	diriģents
கான்பூர்	kānpura
நீர்வீழ்ச்சி	ūdenskritumu
நீர்வீழ்ச்சி	ūdenskritums
தடுப்பூசி	vakcīna
தடுப்பூசி	vakcīnas
பனாமா	panamas
பனாமா	panama
சேர்ப்பது	pievienošana
பாதிக்கிறது	ietekmē
பாதிக்கிறது	ietekmē
பாதிக்கிறது	ietekmējot
பருப்பு	riekstu
தொடு	pieskarties
ஆர்சனிக்	arsēna
துறவிகள்	mūki
சொல்கிறார்	saka
குளியல்	pirts
குளியல்	vanna
ஊர்வலம்	rally
ஊர்வலம்	gājiens
கேபிள்	kabeļi
கேபிள்	kabeļu
கேபிள்	kabelis
வடிவமைப்பாளர்	dizaineru
அழகியல்	estētiku
வலியுறுத்தினார்	uzstāja
ஒமேகா	omega
இளஞ்சிவப்பு	rozā
இளஞ்சிவப்பு	ceriņu
கணவாய்	sēpijas
சுத்தமான	tīra
சுத்தமான	tīrs
சுத்தமான	tīrīt
எல்லோருக்கும்	ikviens
எல்லோருக்கும்	visi
எல்லோருக்கும்	visiem
பயணத்தில்	braucienā
பயணத்தில்	brauciens
பயணத்தில்	ceļojums
பயணத்தில்	ceļo
ஆடம்	adam
பாதிக்கப்பட்டு	ietekmēts
பாதிக்கப்பட்டு	skartas
பாதிக்கப்பட்டு	ietekmēta
பாதிக்கப்பட்டு	ietekmēti
பாதிக்கப்பட்டு	skarti
லோகன்	logan
நீக்கப்பட்டது	svītrots
நீக்கப்பட்டது	svītroti
நீக்கப்பட்டது	izņemti
நீக்கப்பட்டது	izņemts
நீக்கப்பட்டது	noņemts
சந்தேகம்	šaubu
சந்தேகம்	šaubos
வித்தியாசம்	diff
வித்தியாசம்	atšķirības
வித்தியாசம்	starpība
வித்தியாசம்	atšķirība
