cuarteto	kvarteta
baleiras	tukša
furioso	nikns
sacalo	iegūsti
sacalo	dabūt
sacalo	ārā
sacalo	out
sacalo	ņemt
sacalo	ņem
vina	redzēju
vina	redzēja
vina	ieraudzīju
vina	viņai
vina	viņas
unida	kopā
retiro	pensijā
retiro	pensionēšanās
retiro	ņemt
retiro	ņem
peles	kažokādas
peles	kažokādu
cranio	galvaskausa
fique	stāvēt
destruíron	viņi
destruíron	tie
destruíron	tās
destruíron	iznīcināta
destruíron	iznīcināts
destruíron	iznīcināti
destruíron	iznīcina
fitzgerald	ficdžeralds
batallóns	bataljoni
veteranos	veterānu
valentía	drosme
valentía	drosmi
defende	aizstāv
defende	par
defende	priekš
defende	for
cecais	varbūt
faiche	tu
faiche	tevi
faiche	jums
faiche	tev
faiche	jūs
faiche	padara
métete	prātā
métete	prāta
métete	prātu
métete	prāts
cheguemos	iegūsti
cheguemos	dabūt
atoparei	atrodi
atoparei	meklēt
atoparei	atrast
tesouro	dārgumi
tesouro	dārgums
véxote	redz
véxote	skatīt
véxote	tu
véxote	tevi
véxote	jums
véxote	tev
véxote	jūs
destruído	iznīcināta
destruído	iznīcināts
destruído	iznīcināti
destruído	iznīcina
roubando	zog
chamarme	saukt
coñeciches	did
coñeciches	tu
coñeciches	tevi
coñeciches	jums
coñeciches	tev
coñeciches	jūs
coñeciches	satiekas
coñeciches	tiekas
coñeciches	sanāk
coñeciches	viņam
coñeciches	viņu
marion	mariona
pénsao	par
pénsao	domājat
pénsao	domā
pénsao	domāju
pénsao	domāt
pénsao	domājam
pénsao	padomā
blue	zilais
blue	zils
blue	zila
blue	zilā
andrews	no
perdóeme	piedot
chalana	laiva
chalana	laivā
chalana	laivu
filliña	vēstule
filliña	burts
filliña	mīļie
filliña	dārgā
filliña	mīļā
filliña	meitiņa
filliña	meitene
filliña	meitenei
sagrada	svēta
sagrada	svēto
sagrada	svētais
mineral	minerālu
andabas	tu
andabas	tevi
andabas	jums
andabas	tev
andabas	jūs
andabas	bijis
andabas	bijusi
geoffrey	geoffrey
cantaba	dziedāt
cantaba	dziedam
cantaba	dziedi
cantaba	dziedāja
tróuxenche	atnesa
tróuxenche	atvedis
tróuxenche	atveda
tróuxenche	tu
tróuxenche	tevi
tróuxenche	jums
tróuxenche	tev
tróuxenche	jūs
tentaron	mēģināju
tentaron	mēģinājis
tentaron	centos
gaspare	gaspare
armadas	bruņots
armadas	bruņota
armadas	bruņotajiem
armadas	bruņoti
executado	izpildīts
foches	did
foches	tu
foches	tevi
foches	jums
foches	tev
foches	jūs
anarquista	anarhistu
escribo	rakstīt
escribo	rakstiet
revolucionarios	revolucionāriem
irlandeses	īrijas
irlandeses	īru
fodidos	ir
dámo	iedot
dámo	dod
dámo	dot
dámo	dodiet
mátao	nogalināt
mátao	nokaut
mátao	novākt
mátao	nogalina
mátao	viņam
mátao	viņu
ianqui	american
ianqui	amerikāņu
ianqui	amerikas
detido	arestēts
detido	arestēti
detido	apcietināts
shirley	šērlija
artillería	artilērijas
terroristas	teroristiem
terroristas	teroristi
claude	claude
claude	klods
ping	ping
fodendo	ar
barricada	barikādes
jerry	džerijs
condesa	grāfiene
cui	cui
téñote	saņēmu
private	privāti
private	privāta
private	privātie
private	private
private	privātais
private	privāts
profes	skolotāji
profes	skolotājiem
profes	pasniedzēji
asteroides	asteroīds
desexaba	gribēju
desexaba	gribēja
desexaba	vēlējās
desexaba	cerēju
desexaba	cerēja
ensina	māca
solucionar	atrisināt
ángeles	los
ángeles	angeles
doenzas	slimības
doenzas	slimībām
hormona	hormonu
hormona	hormoni
hormona	hormons
hormona	hormona
doutores	ārsti
cambiando	maina
cambiando	mainās
aconteza	notikt
aconteza	gadās
jazz	jazz
jazz	džeza
tocamos	atskaņot
tocamos	play
tocamos	spēlē
tocamos	spēlēt
bendición	svētību
bendición	svētība
finanzas	finansējums
finanzas	finanses
finanzas	finanšu
incribles	apbrīnojami
incribles	amazing
incribles	neticami
má	slikts
má	slikta
má	slikti
hans	hans
hans	hanss
inspiración	iedvesmu
inspiración	iedvesma
gráfica	diagramma
gráfica	grafikā
gráfica	grafiks
estudamos	pētījums
estudamos	izpēte
estudamos	pētījuma
sabia	zināja
sabia	zināju
sabia	zināji
sabia	pazina
sabia	prātīgi
sabia	gudrais
ministerio	ministrijas
ministerio	ministrija
ministerio	birojs
ministerio	biroja
ministerio	biroju
noventa	deviņdesmit
ollade	ieskaties
ollade	izskaties
ollade	skaties
ollade	skatiens
pensaría	domājat
pensaría	domā
pensaría	domāju
pensaría	domāt
pensaría	domājam
pensaría	padomā
existía	bija
existía	tika
existía	tur
seguise	vēl
seguise	vēljoprojām
seguise	joprojām
seguise	bija
seguise	tika
seguise	ņemt
seguise	ņem
vendía	pārdoti
vendía	pārdod
vendía	pārdots
poemas	dzejoļi
sos	vien
sos	paša
sos	pašu
collelo	ņemt
collelo	ņem
collede	ņemt
collede	ņem
coñecedes	zinu
coñecedes	zinām
coñecedes	zināt
coñecedes	dons
coñecedes	don
adoitan	viņi
adoitan	tie
adoitan	tās
adoitan	parasti
ducias	desmitiem
ducias	dučiem
ensaios	izmēģinājumi
supremo	augstākā
supremo	augstākās
táboa	galds
táboa	galdiņš
táboa	tabula
táboa	galda
errada	nepareizi
errada	nepareiza
errada	nepareizs
inesperado	negaidīta
inesperado	neparedzēti
inesperado	negaidīts
inesperado	negaidīti
deunos	iedeva
madrugada	rīts
illamento	izolācija
illamento	izolācijas
illamento	izolēšana
baratos	lētas
baratos	lēts
baratos	lēta
baratos	lēti
aparellos	ierīces
corporal	ķermeņa
corporal	ķermenis
negociacións	sarunas
competición	konkurence
finxir	izliekas
finxir	izliecies
finxir	izlikties
fainos	padarīt
fainos	padarītu
fainos	make
fainos	marka
posicións	pozīcijas
posicións	nostājas
aplicar	piemēro
aplicar	piemērot
aplicar	pielietot
positiva	pozitīvi
positiva	pozitīvas
positiva	pozitīvā
positiva	pozitīva
positiva	pozitīvais
positiva	pozitīvs
sufrín	cietuši
sufrín	cietusi
sufrín	cieta
sufrín	cietis
harvard	hārvardas
seriamente	nopietni
pides	tu
pides	tevi
pides	jums
pides	tev
pides	jūs
ecuación	vienādojums
ecuación	vienādojumu
axudas	palīgā
axudas	palīdzība
axudas	palīdzēt
axudas	help
típica	tipiska
típica	raksturīgi
típica	tipiski
típica	raksturīgs
típica	tipiskas
típica	tipisks
deixara	bija
deixara	palicis
deixara	kreisais
deixara	kreisā
deixara	palikusi
rematan	beigas
amarelos	dzeltens
amarelos	dzeltena
amarelos	dzeltenas
amarelos	dzeltenais
xenocidio	genocīds
racial	rasu
racial	sacensības
racial	rase
racial	skrējiens
racial	sacīkstes
sinxelos	vienkārši
sinxelos	vienkāršs
sinxelos	vienkārša
sinxelos	vienkāršas
sinxelos	vienkāršā
nixeria	nigērija
nixeria	nigērijā
casco	ķivere
casco	ķiveri
deberan	būtu
deberan	vajadzētu
refiro	kas
refiro	kāda
refiro	kāds
refiro	ko
refiro	vidējais
africana	āfrikas
paisaxes	ainavas
imitar	atdarināt
recoñeceu	atzītas
recoñeceu	atzīta
recoñeceu	atzīti
recoñeceu	atzīts
sábese	jebkuru
sábese	jebkura
sábese	jebkurš
fragmentos	fragmenti
atrapar	nozvejas
atrapar	noķert
atrapar	noķer
atrapar	loms
atrapar	nozveja
morrían	nomira
morrían	mira
morrían	viņi
morrían	tie
morrían	tās
existente	esošie
existente	esošo
existente	esošā
existente	esošās
electrónica	elektroniskais
electrónica	elektroniskie
electrónica	elektroniski
eficacia	efektivitāte
eficacia	efektivitāte
debuxar	zīmēt
debuxar	zīmējums
debuxar	zīmēšanas
debuxar	rasējums
desesperada	izmisuma
desesperada	dēls
balea	vaļu
nathaniel	natenjels
tráxico	traģisks
tráxico	traģiski
tráxico	traģiska
rexeita	atsakās
biolóxico	bioloģisko
biolóxico	bioloģiskā
biolóxico	bioloģiskais
biolóxico	bioloģiski
abren	atklāts
abren	atvērts
abren	atvērta
abren	atvērt
variedade	šķirne
variedade	šķirnes
caribe	karību
recuperación	atgūšanās
recuperación	atveseļošanās
recuperación	atveseļošanas
recuperación	atgūšana
recuperación	reģenerācija
contaminación	piesārņojuma
contaminación	piesārņojums
texas	teksasas
pedazos	gabali
bases	bāzes
bici	velosipēds
bici	riteni
admito	atzīt
foxe	prom
minte	melo
minte	meli
minte	melo
hail	krusa
exercicios	vingrinājumi
lixeiramente	nedaudz
ventos	vēji
dixéronlle	pateica
dixéronlle	viņi
dixéronlle	tie
dixéronlle	tās
atopen	atrodi
atopen	meklēt
atopen	atrast
atopen	viņi
atopen	tie
atopen	tās
cambialo	mainīt
cambialo	maiņa
cambialo	izmaiņas
cambialo	pārmaiņas
fundación	foundation
fundación	pamats
fundación	fonds
construir	būvēt
construir	veidot
construir	ēkas
construir	ēka
farrapos	lupatas
traballaban	strādāja
traballaban	darbs
traballaban	strādāt
traballaban	darba
traballaban	strādājam
traballaban	strādā
tiveran	bija
tiveran	viņi
tiveran	tie
tiveran	tās
ainda	vēl
ainda	vēljoprojām
ainda	joprojām
usala	lietošana
usala	lietojums
usala	lietot
usala	izlietot
usala	izmantošana
normalidade	parasti
medran	augt
cadela	suns
cadela	suņi
cadela	maita
encantaríame	mīlestība
encantaríame	mīli
encantaríame	love
encantaríame	mīla
encantaríame	mīlu
perigos	briesmas
intencións	nolūki
intencións	nodomi
cursos	kursos
cursos	kursiem
cursos	kursus
cursos	kursi
cursos	seminārus
cursos	semināri
lembrades	atceries
lembrades	atceros
lembrades	atcerieties
lembrades	atcerēties
lembrades	tu
lembrades	tevi
lembrades	jums
lembrades	tev
lembrades	jūs
herbas	zāle
herbas	zāli
herbas	garšaugi
herbas	augi
howard	hovards
golpear	streiks
computadora	datoram
computadora	datoru
computadora	dators
contactar	saskarē
contactar	sazināties
contactar	kontakti
contactar	kontakts
preocúpame	jāuztraucas
preocúpame	raizes
arquitecto	arhitekts
catedral	katedrāle
comparar	salīdzina
comparar	salīdzināt
manexar	rokturi
manexar	rokturis
manexar	apstrādāt
española	spāņu
española	spānijas
xogador	spēlētājs
xogador	spēlmanis
computadores	datoriem
computadores	datorus
computadores	datori
durmía	miegs
durmía	miega
durmía	gulēt
durmía	gulēja
bacteria	baktērija
bacteria	baktēriju
bacteria	baktērija
bacteria	baktērijas
élle	kopšana
élle	aprūpe
élle	aprūpi
élle	viņa
élle	vina
élle	dons
élle	don
entren	iegūsti
entren	dabūt
parentes	radinieki
parentes	radi
parentes	radiniekiem
bailes	dejas
empezaron	sākts
empezaron	sākta
empezaron	sākās
empezaron	viņi
empezaron	tie
empezaron	tās
estadio	stadionā
estadio	stadions
estadio	arena
estadio	arēnā
estadio	arēna
ocuparme	ņemt
ocuparme	ņem
ocuparme	kopšana
ocuparme	aprūpe
ocuparme	aprūpi
intentos	mēģinājumi
atópanse	ir
obstáculos	šķēršļi
sinxelamente	vienkārši
sinxelamente	tikai
variedades	šķirnēm
variedades	šķirnes
sabiades	did
sabiades	zinu
sabiades	zinām
sabiades	zināt
sabiades	tu
sabiades	tevi
sabiades	jums
sabiades	tev
sabiades	jūs
hamburguesa	hamburgers
deitados	melo
razas	sacīkstes
razas	sacensības
razas	sacīkstēm
razas	lietus
declarou	deklarēts
pulmón	plaušas
pulmón	plaušu
detectar	konstatēt
cambiará	būs
cambiará	mainīt
cambiará	maiņa
cambiará	izmaiņas
cambiará	pārmaiņas
catástrofe	katastrofa
descuberta	atklāju
descuberta	atklājums
descuberta	atradums
descuberta	atklāšana
voluntario	brīvprātīgais
voluntario	brīvprātīgā
voluntario	brīvprātīgie
voluntario	brīvprātīgo
ímoslle	šeit
ímoslle	te
pódesme	var
pódesme	varam
pódesme	tu
pódesme	tevi
pódesme	jums
pódesme	tev
pódesme	jūs
estarías	tu
estarías	tevi
estarías	jums
estarías	tev
estarías	jūs
ombro	pleca
ombro	plecs
desesperado	izmisuma
sentenza	teikumu
sentenza	teikums
sentenza	sods
superar	pār
convén	par
convén	priekš
convén	for
moralmente	morāli
construímos	celta
construímos	būvēts
construímos	uzbūvēts
construímos	veidots
construímos	būvēti
construímos	būvēta
cambiamos	mainījies
cambiamos	mainītas
cambiamos	mainīta
cambiamos	mainīts
cambiamos	mainīt
cambiamos	maiņa
cambiamos	izmaiņas
cambiamos	pārmaiņas
comparado	salīdzināja
entendedes	tu
entendedes	tevi
entendedes	jums
entendedes	tev
entendedes	jūs
entendedes	saprast
entendedes	izprast
entendedes	saprotu
terminou	pār
alimenta	sēklu
alimenta	sēklas
hoxendía	šodien
creador	radītāju
creador	radītājs
creador	radītāja
feixóns	pupiņas
feixóns	pupas
barras	stieņi
eficiente	efektīvi
eficiente	efektīva
eficiente	efektīvs
concordo	vienoties
concordo	piekrītu
concordo	piekrist
concordo	vienojas
nenez	bērnība
nenez	bērnībā
nenez	bērnības
vales	ielejas
imaxinaba	didn
imaxinaba	domājat
imaxinaba	domā
imaxinaba	domāju
imaxinaba	domāt
imaxinaba	domājam
imaxinaba	padomā
naturais	dabīgais
naturais	dabas
naturais	dabīgs
naturais	dabiskā
naturais	dabīgi
valioso	vērtīga
valioso	vērtīgs
valioso	vērtīgu
valioso	vērtīgi
caendo	krīt
caendo	leju
caendo	lejā
caendo	lejup
lavadora	mazgāšana
lavadora	mazgāšanas
lavadora	mašīna
leña	koksne
leña	koks
leña	koka
leña	kokmateriāli
deixará	tu
deixará	tevi
deixará	jums
deixará	tev
deixará	jūs
deixará	atstāt
deixará	atvaļinājumu
deixará	atvaļinājums
deixará	atvaļinājuma
comezos	agrīna
comezos	agri
xeada	sals
cráteres	krāteri
cráteres	bumba
crearon	viņi
crearon	tie
crearon	tās
crearon	radīta
crearon	radīts
crearon	izveidots
crearon	radīti
crearon	izveidota
gobernamental	valdība
gobernamental	valdības
viran	redzējusi
viran	redzēti
viran	redzējuši
viran	redzējis
matemática	matemātika
matemática	matemātisko
contando	skaitīšana
contando	skaitīt
contando	skaitīšanas
leccións	nodarbības
fotógrafo	fotogrāfs
rematara	bija
rematara	tika
rematara	pār
saíches	ārā
saíches	out
saíches	tu
saíches	tevi
saíches	jums
saíches	tev
saíches	jūs
saíches	did
paquetes	iepakojumi
paquetes	pakas
paquetes	pakās
paquetes	iepakojumi
paquetes	pakotnes
paquetes	pakas
detívose	apturēts
detívose	pārtrauca
produciu	ražoti
produciu	ražota
produciu	ražotas
produciu	saražots
produciu	ražots
sudáfrica	dienvidu
sudáfrica	dienvidos
sudáfrica	dienvidi
sudáfrica	āfrika
inmensa	milzīga
quererías	patīk
quererías	like
quererías	būtu
quererías	tu
quererías	tevi
quererías	jums
quererías	tev
quererías	jūs
quererías	gribu
quererías	gribam
quererías	gribi
quererías	grib
teñades	tu
teñades	tevi
teñades	jums
teñades	tev
teñades	jūs
vistas	skats
vistas	apskatīt
instrumentos	instrumenti
unir	pievienojies
unir	pievienoties
unir	pievienojos
esqueceu	aizmirsu
esqueceu	aizmirsa
esqueceu	aizmirsuši
esqueceu	aizmirsts
esqueceu	aizmirsti
esqueceu	aizmirsis
cociñas	virtuvēs
gravación	ierakstīšana
gravación	reģistrēšana
gravación	ierakstīšanas
gravación	reģistrācija
giovanni	giovanni
carriño	vagona
carriño	vagons
intentas	mēģini
intentas	pamēģini
intentas	mēģināt
intentas	tu
intentas	tevi
intentas	jums
intentas	tev
intentas	jūs
intentas	mēģina
intentas	cenšamies
intentas	cenšos
intentas	centies
intentas	cenšas
dáche	dod
dáche	tu
dáche	tevi
dáche	jums
dáche	tev
dáche	jūs
gordos	tauki
gordos	tauku
gordos	taukiem
televisor	televizors
televisor	televīzijas
televisor	televīzija
seguiron	sekoja
firmes	uzmanību
firmes	uzmanība
firmes	uzmanības
quendas	maiņas
quendas	maiņās
obradoiros	semināri
obradoiros	darbnīcas
conseguen	iegūsti
conseguen	dabūt
conseguen	var
conseguen	varam
descobre	atrod
descobre	ārā
descobre	out
levaría	būtu
levaría	ņemt
levaría	ņem
danny	denijs
ataca	uzbrukumiem
ataca	uzbrukumi
ataca	uzbrukumos
ataca	uzbrukums
ataca	uzbrukumu
ataca	uzbrukt
ataca	uzbrukumā
miserable	nožēlojamu
órbita	orbītā
atractiva	pievilcīgas
atractiva	pievilcīgs
atractiva	pievilcīga
atractiva	pievilcīgi
atractiva	pievilcīgu
apuntar	punkts
apuntar	point
apuntar	mērķis
soviética	padomju
ofreceu	piedāvātie
ofreceu	piedāvātas
ofreceu	piedāvātais
ofreceu	piedāvāts
dificultade	grūtības
parlamento	parlaments
espellos	spoguļi
rota	šķeltiem
anónimos	anonīmi
anónimos	anonīma
anónimos	anonīmā
anónimos	anonīms
caixeiro	kase
caixeiro	mašīna
nacido	dzimuši
nacido	dzimis
nacido	dzimusi
títulos	virsraksti
custos	izmaksas
custos	izmaksas
vehículos	transportlīdzekļi
metín	nolikt
metín	ielikt
trouxeches	tu
trouxeches	tevi
trouxeches	jums
trouxeches	tev
trouxeches	jūs
trouxeches	did
trouxeches	atved
prometinlle	solīts
prometinlle	apsolīja
prometinlle	solīja
soña	sapņus
soña	sapņiem
soña	sapņi
soña	sapņo
soña	sapņot
soña	sapņi
consolo	mierinājumu
consolo	mierinājums
espíritos	spirti
espíritos	gari
algures	kautkur
tornou	kļūt
tornou	kļuvis
taberna	bāri
taberna	bar
taberna	bārs
taberna	stienis
taberna	krodziņš
vapor	tvaika
vapor	tvaiku
mátame	nogalināt
mátame	nokaut
mátame	novākt
mátame	nogalina
amarga	rūgta
amarga	rūgts
localizacións	vietas
ditadura	diktatūra
donas	dāmas
donas	dāmām
baker	baker
tolear	trakais
tolear	traki
tolear	trakā
encanto	šarmu
encanto	burvība
porcallada	smird
imaxine	iedomāties
imaxine	iedomājies
imaxine	iedomājieties
louco	trakais
louco	traki
louco	trakā
louco	mad
louco	dusmīga
gravata	kaklasaite
probe	mēģini
probe	pamēģini
probe	mēģināt
volvese	muguru
volvese	atpakaļ
volvese	mugura
volvese	nāc
planear	plāna
planear	plāns
planear	plānā
olle	ieskaties
olle	izskaties
olle	skaties
olle	skatiens
xogas	atskaņot
xogas	play
xogas	spēlē
xogas	spēlēt
perdo	pazaudēt
perdo	zaudē
perdo	zaudēt
regresou	atnācu
regresou	atnāca
regresou	muguru
regresou	atpakaļ
regresou	mugura
mate	nogalināt
mate	nokaut
mate	novākt
mate	nogalina
desgraciado	nelaimīga
beiras	bankas
beiras	bankās
aloxamento	mājoklis
aloxamento	mājokļi
mudanzas	izmaiņas
mudanzas	pārmaiņas
fartos	bija
fartos	pietiek
fartos	pietiekami
fartos	pietiks
fartos	baro
fartos	ar
berro	sauciens
berro	raudu
berro	raudāt
desorde	traucējums
desorde	nekārtību
comerciante	uzņēmējs
comerciante	tirgotājs
comerciante	komersants
perfume	ķelnē
perfume	ķelni
perfume	ķelnes
perfume	smaržu
perfume	smaržas
direicho	tu
direicho	tevi
direicho	jums
direicho	tev
direicho	jūs
roxa	sarkani
roxa	sarkano
roxa	sarkana
roxa	sarkanais
roxa	sarkans
roxa	sarkanā
faríao	būtu
saiamos	iegūsti
saiamos	dabūt
saiamos	ārā
saiamos	out
téxtil	tekstila
téxtil	dzirnavu
téxtil	dzirnavas
castrón	dēls
castrón	ierocis
castrón	ieroci
fascistas	fašisti
fascistas	fašistu
lenin	ļeņins
tócache	tavas
tócache	tavu
tócache	tavs
tócache	jūsu
tócache	tava
tócache	kārta
arranxalo	salabot
arranxalo	fiksēt
arranxalo	noteikt
arranxalo	iegūsti
arranxalo	dabūt
dicídelle	viņam
dicídelle	viņu
protesta	protestu
protesta	protests
bandeiras	karogi
caralludo	patīkami
caralludo	smuka
caralludo	jauki
caralludo	jauka
caralludo	nice
mami	mammu
mami	mammai
mami	mamma
mami	mammas
mami	māmiņu
cruza	šķērso
lémbraste	atceries
lémbraste	atceros
lémbraste	atcerieties
lémbraste	atcerēties
lémbraste	tu
lémbraste	tevi
lémbraste	jums
lémbraste	tev
lémbraste	jūs
prometida	solīts
prometida	apsolīja
prometida	solīja
cómoda	ērts
cómoda	ērti
cartuchos	patronas
cartuchos	munīcija
cartuchos	munīcijas
balón	bumbu
balón	balle
balón	bumba
tomaches	tu
tomaches	tevi
tomaches	jums
tomaches	tev
tomaches	jūs
delegación	delegācija
voltamos	muguru
voltamos	atpakaļ
voltamos	mugura
dispararlle	šaut
dispararlle	skatē
dispararlle	nošaut
dispararlle	šauj
revólver	ierocis
revólver	ieroci
mato	nogalināti
mato	nogalināts
mato	nogalinājis
mato	nogalināja
mato	nogalināt
mato	nokaut
mato	novākt
mato	nogalina
baleiros	tukši
baleiros	tukšs
baleiros	tukšas
baleiros	tukša
patrullas	patruļas
patrullas	automašīnas
patrullas	cars
patrullas	automobiļi
patrullas	automašīnām
colliches	tu
colliches	tevi
colliches	jums
colliches	tev
colliches	jūs
colliches	didn
sid	sid
enxeñeiro	inženieris
subiu	prom
subiu	saņēmu
discursos	runas
discursos	runās
louie	luī
séntate	sēdēt
séntate	leju
séntate	lejā
séntate	lejup
puideses	tu
puideses	tevi
puideses	jums
puideses	tev
puideses	jūs
puideses	varēja
puideses	varētu
arrestar	arests
arrestar	apcietināšanas
acusa	apsūdz
eddie	edijs
confirmar	apstiprināt
confirmar	apstiprinu
bañeira	pirts
bañeira	vanna
bentley	bentley
quizá	varbūt
quizá	varbūt
coñecerte	tu
coñecerte	tevi
coñecerte	jums
coñecerte	tev
coñecerte	jūs
coñecerte	satiekas
coñecerte	tiekas
coñecerte	sanāk
chegarás	tu
chegarás	tevi
chegarás	jums
chegarás	tev
chegarás	jūs
chegarás	būs
dormes	miegs
dormes	miega
dormes	gulēt
dormes	tu
dormes	tevi
dormes	jums
dormes	tev
dormes	jūs
ruliña	mīlestība
ruliña	mīli
ruliña	love
ruliña	mīla
ruliña	mīlu
ruliña	maz
ruliña	maza
ruliña	mazais
ruliña	ūbele
pó	putekļu
pó	putekļi
pó	putekļiem
envíe	pasta
envíe	pasts
gravadora	lentes
gravadora	lentas
gravadora	lente
gravadora	reģistrators
citas	citāti
dourado	golden
dourado	zelta
telegrama	telegrammu
remataches	tu
remataches	tevi
remataches	jums
remataches	tev
remataches	jūs
remataches	pabeigti
remataches	pabeigts
remataches	pabeigta
remataches	gatavo
medallas	medaļas
mova	pārvietot
mova	gājiens
mova	pārvietoties
cruce	šķērsot
cruce	šķērso
cruce	šķērsošanas
cruce	šķērsošana
heiche	tu
heiche	tevi
heiche	jums
heiche	tev
heiche	jūs
marabillas	brīnumi
prometeu	solīts
prometeu	apsolīja
prometeu	solīja
troco	mainīt
troco	maiņa
troco	izmaiņas
troco	pārmaiņas
guindar	mest
guindar	met
explorador	explorer
explorador	ranger
cafés	kafejnīcas
lar	mājās
lar	home
lar	mājas
lar	majas
derrubar	leju
derrubar	lejā
derrubar	lejup
quixer	gribu
quixer	gribam
quixer	gribi
quixer	grib
mula	mūlis
cadaquén	ikviens
cadaquén	visi
cadaquén	visiem
cadaquén	katrs
cadaquén	katru
cadaquén	katra
castro	castro
barret	barrett
nomeado	nosaukta
nomeado	nosaukts
bombardear	bumba
bombardear	bombardēšanas
bombardear	apšauda
agasallos	iepazīstina
agasallos	dāvanas
agasallos	dāvanas
preguntarche	ask
preguntarche	prasīt
preguntarche	jautāt
preguntarche	lūgt
preguntarche	jautā
preguntarche	tu
preguntarche	tevi
preguntarche	jums
preguntarche	tev
preguntarche	jūs
cicatriz	rēta
cicatriz	rētas
guitarra	ģitāra
sela	seglu
americanas	american
americanas	amerikāņu
americanas	amerikas
americanas	amerikāņi
sheila	šeila
foguete	raķešu
foguete	raķete
serpentes	čūskas
enganado	nepareizi
enganado	nepareiza
enganado	nepareizs
cumpría	uzstāja
dong	dong
gatiño	kitija
empezas	tu
empezas	tevi
empezas	jums
empezas	tev
empezas	jūs
empezas	sākt
empezas	palaist
empezas	sākums
empezas	starts
agulla	adatu
agulla	adata
agulla	adatas
lyon	lionu
lyon	lyon
esgotado	lietoti
esgotado	ārā
esgotado	out
acento	akcents
acento	akcentu
dezaoito	astoņpadsmit
tino	rūpīgi
tino	rūpīga
tino	uzmanīgi
bólas	bumbas
bólas	bumbiņas
orgasmo	orgasms
lewis	luiss
lewis	lūiss
fición	fantastikas
narigudo	liels
narigudo	lielais
narigudo	lieli
narigudo	liela
narigudo	lielā
narigudo	deguna
narigudo	deguns
narigudo	degunu
crego	mācītājs
electos	ievēlēta
electos	ievēlēti
electos	ievēlēts
yang	jaņ
etienne	etienne
horda	orda
tate	teita
shawn	šons
cálache	fuck
maiordomo	batlers
picaso	pikaso
gregor	gregors
rexente	reģenta
obedecer	pakļauties
maridos	vīri
actualidade	šodien
veterinario	veterinārārsts
veterinario	veterinārā
veterinario	veterināro
excepción	izņēmums
abandonada	pamesti
abandonada	pamestas
abandonada	pamesta
exclusivamente	ekskluzīvi
síndrome	sindroms
relevante	attiecīgais
sinalar	punkts
sinalar	point
sinalar	ārā
sinalar	out
curación	izārstēt
vídeos	video
continuo	nepārtrauktu
continuo	nepārtraukts
continuo	nepārtrauktā
continuo	nepārtraukti
sentirme	jūtu
sentirme	jūtos
sentirme	justies
sentirme	sajust
sentirme	just
melodía	melodija
orgánico	organisko
orgánico	organiskie
incómoda	neērti
reflicte	ataino
reflicte	atspoguļo
vides	tu
vides	tevi
vides	jums
vides	tev
vides	jūs
vides	nāc
rápidos	ātri
rápidos	ātra
rápidos	ātrs
rápidos	strauji
rápidos	fast
barata	lētas
barata	lēts
barata	lēta
barata	lēti
xudicial	likumīgi
xudicial	juridiskais
garantir	garantija
tribunais	tiesām
tribunais	tiesas
manual	manuāla
manual	rokasgrāmatā
manual	rokasgrāmata
violenta	vardarbīgi
violenta	vardarbīgu
agradezo	novērtēju
fórmula	formula
fórmula	formulas
máxima	maksimālais
máxima	maksimums
máxima	maksimālā
máxima	maksimāli
coidadosamente	rūpīgi
coidadosamente	uzmanīgi
complexa	komplekss
complexa	sarežģīts
complexa	kompleksā
complexa	sarežģīti
complexa	sarežģīta
rol	loma
rol	lomu
calquer	jebkuru
calquer	jebkura
calquer	jebkurš
liberdades	brīvības
liberdades	brīvības
incluír	iekļaut
incluír	ietvert
incluír	ietver
versións	versijas
versións	redakcijas
versións	spēlē
versións	spēlējas
versións	spēlējot
investigacións	pētījumi
investigacións	pētniecības
investigacións	pētniecība
investigacións	izpēte
bancarrota	bankrotējusi
invento	izgudrojums
usalo	lietošana
usalo	lietojums
usalo	lietot
usalo	izlietot
usalo	izmantošana
aparello	ierīce
noción	jēdziens
invisible	neredzamo
abstracto	abstrakta
intervención	iejaukšanās
intervención	intervence
intervención	intervences
sintas	tu
sintas	tevi
sintas	jums
sintas	tev
sintas	jūs
sintas	jūtu
sintas	jūtos
sintas	justies
sintas	sajust
sintas	just
incremento	pieaugums
incremento	palielināt
incremento	palielināšana
incremento	palielinājums
climática	klimats
climática	mainīt
climática	maiņa
climática	izmaiņas
climática	pārmaiņas
