در	ajtó
اپرا	operát
اسلحه	fegyver
اسلحه	pisztoly
آلفرد	alfred
نمادهای	jelek
نمادهای	jelölések
نمادهای	szimbólumok
نمادهای	szimbólum
بادی	haver
بادی	szél
بادی	szelet
فرانسیس	feri
فرانسیس	francis
فرانسیس	ferenc
امتداد	nyúlik
سهم	járulék
سهم	hozzájárulás
سهم	részvények
سهم	részvény
سهم	részesedés
متمرکز	koncentrált
متمرکز	koncentrált
متمرکز	összpontosított
دلیلی	oka
ماجرای	kaland
ماجرای	kalandok
کارگر	munkaügyi
کارگر	munkaerő
کارگر	dolgozó
کارگر	munkavállaló
کارگر	munkás
دایره	körök
دایره	kör
دایره	kört
مغزی	agya
مغزی	agyat
مغزی	agyam
مغزی	agy
پروفسور	professzor
مانی	mani
سرپرستی	védnöksége
سرپرستی	felügyelet
خوراکی	ehető
دان	don
سرچشمه	szökőkút
سرچشمه	kút
عقاید	vélemény
عقاید	vélemények
انفجار	robbanás
انفجار	robbantás
خزندگان	hüllő
خزندگان	hüllők
تحمل	elviselni
تحمل	tolerancia
تحمل	tolerálható
بنیانگذار	alapítója
بنیانگذار	alapító
مقبره	sír
متخصص	szakember
متخصص	specialista
متخصص	szakember
متخصص	szakértő
عاشق	szeretettel
عاشق	love
عاشق	szeretet
عاشق	szerelem
لحظه	pillanat
شباهت	hasonlóság
شباهت	hasonlóság
شباهت	hasonlóság
شباهت	hasonlóságot
داوران	bírók
داوران	zsűri
داوران	bírák
تسلیم	beadvány
تسلیم	benyújtására
تسلیم	benyújtása
آستانه	küszöb
آستانه	astana
آستانه	brink
اثرات	hatások
اثرات	hatásai
اثرات	hatás
تعادل	trim
تعادل	egyenleg
تعادل	mérleg
تعادل	egyensúly
تعادل	egyensúly
تعادل	egyensúlyi
کاغذ	papír
کاغذ	papírokat
کاغذ	papírok
زوج	páros
زوج	pár
فضانوردان	űrhajósok
گرگ	farkas
گرگ	wolf
گرگ	gregg
تعقیب	törekvés
تعقیب	üldözés
یهودیت	judaizmus
اسلوونی	szlovénia
اسلوونی	szlovén
آماری	statisztika
آماری	statisztikai
سراسری	globális
سراسری	global
هوش	értelem
هوش	hírszerzés
هوش	intelligencia
لینوکس	linux
سنگاپور	szingapúr
مالیات	adóztatás
مالیات	adózás
مالیات	adó
مالیات	adózás
مالیات	adók
مالیات	adók
مالیات	adó
کشتن	megölni
کشتن	ölj
کشتن	gyilkol
کشتن	gyilkolás
عبری	héber
اثری	megjelenés
اثری	megjelenések
اثری	benyomás
آغازین	init
آغازین	kezdeti
سواحل	shores
سواحل	tengerpart
سواحل	strandok
یادگیری	tanulok
یادگیری	tanul
یادگیری	tanulás
یادگیری	tanulni
یادگیری	tanuljon
یادگیری	tanul
مجازات	szankció
مجازات	büntető
مجازات	büntetés
مجازات	büntetés
سازمانی	szervezeti
سازمانی	szervezési
سازمانی	vállalkozás
سازمانی	enterprise
دوک	duke
دوک	herceg
رز	rózsa
رز	rose
رز	rosa
سکه	érméket
سکه	érme
سکه	érmék
سکه	érme
نمودار	diagram
نمودار	ábra
نمودار	diagram
هالیوود	hollywood
هالیوود	hollywoodban
هالیوود	hollywoodi
بمب	bomba
محلول	megoldást
محلول	megoldás
محلول	oldat
تیمور	timor
تیمور	timur
بچه	baba
بچه	bébi
بچه	gyermek
بچه	gyermeke
بچه	gyermekem
بچه	gyerek
کمبریج	cambridge
دختری	kislány
دختری	csaj
دختری	lány
نمک	só
نمک	sót
نمک	sós
کنیا	kenya
استون	kő
استون	stone
استون	aceton
پوشیده	viselt
پوشیده	kopott
معماران	építészek
موجودات	teremtmények
موجودات	lények
هلندی	holland
هلندی	dutch
روزه	gyorsan
روزه	gyors
موش	patkányt
موش	patkány
موش	eger
موش	egér
آگاه	tájékoztatta
آگاه	tájékoztatott
آگاه	tájékozott
آگاه	tudatában
آگاه	tisztában
تفکیک	szétválasztás
جامد	tömör
جامد	szilárd
اخراج	kiutasítás
اخراج	lőtt
دژ	erőd
دژ	erőd
دژ	fort
جمعیتی	demográfiai
جمعیتی	populáció
جمعیتی	népesség
جمعیتی	lakosság
کمترین	minimum
کمترین	minimális
کمترین	legkisebb
کمترین	minimálisan
کمترین	legkevesebb
کمترین	legkevésbé
کمترین	minimális
کمترین	minimálisan
میشل	michelle
دموکراسی	demokrácia
تدریج	fokozatosan
خزر	xəzər
خزر	caspian
شکسته	megtört
شکسته	törött
شکسته	törve
شکسته	tört
شکسته	eltört
شکسته	összetört
شکسته	eltörte
لوکزامبورگ	luxemburgi
لوکزامبورگ	luxemburgban
لوکزامبورگ	luxemburg
لوکزامبورگ	luxembourg
ماداگاسکار	madagaszkár
کوانتومی	kvantum
برتری	kiválóság
برتری	előny
بارگذاری	terhelés
بارگذاری	feltöltve
بارگذاری	töltve
بارگذاری	terhelt
بارگذاری	töltött
بارگذاری	terhelés
بارگذاری	betöltése
بارگذاری	feltöltés
بارگذاری	feltöltés
بارگذاری	feltöltése
تورنتو	toronto
جانی	johnny
هیل	dombon
هیل	domb
هیل	hegy
هیل	dombra
هیل	hegyen
هیل	hill
بنگلادش	banglades
مار	mar
مار	snake
مار	kígyó
شواهد	bizonyíték
شواهد	bizonyítékok
دهان	szád
دهان	száj
دهان	szájukat
مهاجمان	raiders
مهاجمان	támadók
مهاجمان	bérgyilkosok
وست	nyugat
وست	nyugati
شک	kétely
شک	kétséges
شک	kétség
شک	kétségek
شک	kétséges
شیطان	ördög
جفت	páros
جفت	placenta
جفت	párok
جفت	párban
جفت	haverok
ابر	felhők
ابر	felhő
ابر	cloud
عمیق	mély
عمیق	mélyreható
ابراز	kifejezni
ویلیامز	williams
دستگیری	letartóztatás
دستگیری	elfogni
دستگیری	letartóztatások
دستگیری	letartóztatás
تست	vizsgálati
تست	vizsgálat
تست	próba
تست	teszt
تست	tesztelés
تست	vizsgálati
تست	vizsgálat
تست	próba
تست	teszt
اساتید	masters
اساتید	mesterek
اساتید	tanárok
تنوع	sokszínűség
تنوع	sokszínű
تنوع	sokféleség
تنوع	fajta
نشانی	cím
نشانی	címe
حساس	érzékeny
حساس	érzékenyek
حساس	kényes
اشخاص	személyek
پرتو	sugár
پرتو	ray
اورشلیم	jeruzsálem
فرمانروایی	királyság
ارنست	ernst
ارنست	ernest
گپ	társalgás
گپ	beszélgetés
گپ	chat
گپ	csevegés
پاس	elismerést
پاس	elismerés
پاس	passz
اجزای	alkatrész
اجزای	komponensek
اجزای	alkatrészek
اجزای	összetevők
هیدروژن	hidrogén
جاز	jazz
راز	titkai
راز	titok
راز	titkok
راز	titkokat
راز	titok
راز	titkos
نوجوان	tinédzser
نوجوان	tini
نوجوان	tinédzser
نوجوان	tizenéves
نوجوان	tini
نوجوان	kamasz
نوجوان	tinédzser
نوجوان	tizenéves
نوجوان	tini
نوجوان	tinik
نوجوان	tinédzserek
عامه	népszerű
عامه	népszerűek
تمرین	próba
تمرین	próbára
تمرین	tréning
تمرین	képzési
تمرین	kiképzés
تمرین	képzés
تمرین	edzés
تمرین	gyakorlás
تمرین	edzés
تمرین	gyakorlat
تمرین	gyakorlás
تمرین	testmozgás
تمرین	gyakorlat
اواسط	közép
شلیک	lőni
شلیک	lő
شلیک	lőtt
شلیک	lelőtték
شلیک	lövés
کوشش	törekszik
کوشش	erőkifejtés
کوشش	erőfeszítés
کوشش	erőfeszítések
کوشش	erőfeszítéseket
کوشش	erőfeszítés
کوشش	erőfeszítések
کوشش	törekszik
کوشش	törekvés
پلاک	tányér
پلاک	lemez
پلاک	tányért
بیاید	gyere
هماهنگی	koordináció
هماهنگی	koordinációs
هماهنگی	harmónia
هماهنگی	harmony
خام	nyers
خام	nyersen
خام	nyers
قدس	jeruzsálem
هوشمند	intelligens
هوشمند	okos
هوشمند	intelligens
هوشمند	smart
انتقام	bosszú
انتقام	bosszú
منافع	juttatások
منافع	előnyök
منافع	ellátások
بام	tető
بام	tetőn
دستیار	asszisztens
دستیار	segéd
نشریات	naplók
نشریات	kiadványok
رویدادها	események
رویدادها	esemény
رویدادها	rendezvények
بالاخره	végre
کتیبه	tekercs
کتیبه	tekercset
ویکیپدیا	wikipédia
خلافت	kalifátus
لغو	lemondani
چرخه	kör
چرخه	kört
چرخه	ciklus
چرخه	ciklusok
چرخه	ciklus
چرخه	ciklusban
تیلور	taylor
هاوایی	hawaii
هاوایی	hawaii
استخدام	felbérelt
استخدام	felvett
استخدام	foglalkoztatottság
استخدام	foglalkoztatási
استخدام	foglalkoztatás
استخدام	újonc
تندیس	szobor
تندیس	szobrok
تندیس	szobrot
تندیس	szobor
پاییز	ősz
پاییز	őszi
پاییز	ősszel
پاییز	esés
پاییز	őszi
پاییز	zuhanás
پاییز	ősszel
پاییز	ősz
دیویس	davis
خوزه	jose
خوزه	josé
خوزه	jose
خوزه	josé
مخابرات	kommunikáció
مخابرات	távközlés
مخابرات	kommunikációs
مخابرات	távközlés
مخابرات	távközlési
مخابرات	távközlés
مخابرات	távközlési
معامله	foglalkozik
معامله	alku
معامله	üzlet
معامله	egyezség
معامله	alku
برایان	brian
برایان	bryan
حدیث	bejelentés
حدیث	közlemény
تسلط	dominanciáját
تسلط	hatóság
حاکمان	bírók
حاکمان	zsűri
حاکمان	bírák
تجربی	empirikus
تجربی	kísérleti
مقدمه	bevezetés
مقدمه	bevezetése
مقدمه	bevezető
مقدمه	bevezetés
مقدمه	bevezető
فصلی	szezonális
ویدئو	videó
ویدئو	video
ویدئو	videót
قضایی	igazságügyi
دراز	stretch
دراز	hosszú
معنوی	spirituális
معنوی	szellemi
معنوی	lelki
والدین	nevelés
والدین	szülői
والدین	anyavállalat
والدین	szülői
والدین	szülő
مقصد	rendeltetési
مقصد	cél
مغول	mongolok
مغول	mogul
مغول	mongol
محاسبات	számítás
محاسبات	számítások
محاسبات	számításokat
محاسبات	számítások
محاسبات	számítás
محاسبات	számítástechnikai
مدارک	bizonyíték
مدارک	bizonyítékok
بلافاصله	azonnal
بلافاصله	azonnal
شن	shen
شن	homok
بوئینگ	boeing
حرکات	mozog
حرکات	mozgását
اکوادور	ecuador
رسول	futár
رسول	hírnök
رسول	messenger
خلبان	pilóta
خلبان	pilot
پائولو	paulo
پائولو	paolo
تفکر	hittem
تفکر	gondoltam
تفکر	gondolat
تفکر	gondolkodás
تفکر	gondolkodik
تفکر	gondolkodom
تفکر	gondolkodó
حجت	garancia
حجت	érvelés
حجت	érv
حجت	érvelés
ویکتور	victor
ویکتور	viktor
بارسلونا	barcelonában
بارسلونا	barcelonai
بارسلونا	barcelona
عجیب	fura
عجیب	furcsa
عجیب	különös
عجیب	furcsa
عجیب	páratlan
عجیب	furcsa
فرماندهان	parancsnokok
فراز	fölötte
فراز	felett
فراز	fölött
فراز	fent
فراز	fenti
فراز	felette
اعتراضات	tiltakozás
اعتراضات	tüntetés
اعتراضات	tiltakozás
اعتراضات	tiltakozások
اعتراضات	tüntetések
طنز	ironikus
طنز	irónia
طنز	humor
طنز	humor
کریستین	keresztény
کریستین	christian
کریستین	keresztények
نخل	palm
نامزدی	eljegyzési
نامزدی	eljegyzés
نامزدی	aktivitás
ضعف	gyengeség
سکته	stroke
سکته	agyvérzés
سکته	löket
فرعی	tengeralattjáró
آلودگی	szennyezőanyag
آلودگی	szennyezés
آلودگی	szennyeződés
آلودگی	fertőzések
آلودگی	fertőzés
آلودگی	környezetszennyezés
آلودگی	szennyezés
آلودگی	szennyeződés
عفونت	fertőzések
عفونت	fertőzés
عفونت	fertőzések
عفونت	fertőzés
بست	csatlakozó
بستن	szoros
بستن	közel
بستن	bezárása
بستن	közeli
بستن	záró
بستن	zárás
بستن	zárom
سدیم	nátrium
پورنوگرافی	pornográfia
پورنوگرافی	pornográf
حکمت	bölcsesség
ماد	iszap
ماد	sár
ماد	maud
لاله	tulipánok
لاله	tulipán
لاله	néma
لاله	némán
درختی	fán
درختی	fa
درختی	fája
درختی	fák
مو	haj
مو	szőr
احتمالی	valószínű
احتمالی	valószínűsíthető
سوئدی	svéd
سوئدی	svédország
پیشنهادی	javasolt
پیشنهادی	ajánlások
پیشنهادی	javaslatok
هرزگوین	hercegovina
پروتئین	protein
پروتئین	fehérje
پروتئین	fehérjék
دشتی	síkság
کالا	kala
کالا	árucikkek
کالا	áruk
کالا	javak
کالا	áru
کالا	árucikk
کالا	áru
کیم	kim
کشیدن	húzd
کشیدن	rajza
کشیدن	rajz
کشیدن	rajzol
عقاب	sas
عقاب	eagle
عقاب	eagles
عقاب	sasok
تسخیر	birtoklás
تسخیر	uralkodj
آوری	avery
آزار	fáj
آزار	bántani
آزار	megsérült
بلوک	tömb
بلوک	blokk
هیتلر	hitlert
هیتلر	hitler
مبلغ	összeg
مبلغ	összeg
قبیله	klán
قبیله	törzs
قبیله	törzsi
قبیله	törzsek
تزریق	injekció
تزریق	injekció
همایش	konferencia
همایش	konferencián
همایش	egyezmények
همایش	egyezmény
همایش	konvent
تاکید	hangsúly
تاکید	hangsúlyt
صدها	száz
جانسون	johnson
مجاهدین	milícia
لوح	tabletta
لوح	tábla
آتن	athéni
کابینه	kabinet
کابینه	szekrény
موازی	párhuzamos
موازی	párhuzamosan
کامین	côte
منظم	fegyelmezett
منظم	szabályos
منظم	rendezett
منظم	ápoló
منظم	rendszeresen
منظم	rendszeres
منظم	normál
غلط	hamis
انیمیشن	animáció
خواهان	vágy
خواهان	vágyak
خواهان	vágy
فیفا	fifa
کانی	connie
مرحوم	elhunyt
کرم	hernyó
کرم	kukac
کرم	féreg
کرم	tejszín
کرم	krém
کرم	krémet
کلاه	sisakot
کلاه	sisak
کلاه	kalap
کلاه	sapka
کلاه	kalapot
انیمه	anime
اقلیم	éghajlat
اقلیم	klíma
خیالی	képzeletbeli
خیالی	elképzelt
خیالی	képzelt
بوی	szag
بوی	illat
بوی	illata
بوی	szag
بوی	illatok
محدودیت	korlátok
محدودیت	korlátozások
محدودیت	korlátozás
محدودیت	korlátozás
محدودیت	korlátozás
محدودیت	korlátok
محدودیت	korlátozások
محدودیت	határok
محدودیت	határértékek
محدودیت	határ
محدودیت	korlátozás
محدودیت	határérték
محدودیت	limit
محدودیت	korlát
محدودیت	korlátok
مختلط	kevert
مختلط	vegyes
مختلط	keverve
اهدا	odaítélése
اهدا	adományoz
اهدا	adomány
اهدا	adományt
اهدا	adományok
اهدا	adományokat
اهدا	adomány
اهدا	elkötelezettség
اهدا	donor
شفاف	áttetsző
شفاف	átlátszó
شفاف	átlátható
شفاف	átláthatóság
امضای	aláírás
لیگا	liga
قبایل	törzsek
قبایل	klánok
دام	damm
دام	csapda
دام	dom
داگلاس	douglas
نابودی	megsemmisülés
نابودی	pusztulás
نابودی	pusztítás
نابودی	megsemmisítés
پسران	fiuk
پسران	fiúk
پسران	fiaim
پسران	fiai
سرنوشت	végzet
سرنوشت	sors
سرنوشت	végzet
سرنوشت	sors
حیاط	udvar
حیاط	udvarra
حیاط	udvaron
حیاط	udvar
حیاط	yard
حیاط	hajógyár
حیاط	udvaron
حیاط	udvar
آنگولا	angola
اشتغال	foglalkoztatottság
اشتغال	foglalkoztatási
اشتغال	foglalkoztatás
رایگان	ingyenes
رایگان	ingyen
رایگان	free
رایگان	szabad
گیرنده	fülbemászó
گیرنده	címzett
گیرنده	átvevő
گیرنده	kedvezményezett
گیرنده	fogadó
گیرنده	címzett
گیرنده	vevő
افکار	gondolatai
افکار	gondolat
افکار	gondolatok
ونیز	velencei
ونیز	velence
ونیز	venezia
قد	magas
قد	magassága
قد	magasság
لئون	leon
برف	hó
برف	hófehérke
برف	havazás
داور	bíró
نپال	nepál
ارباب	mester
بازنشسته	nyugdíjba
بازنشسته	visszavonult
بازنشسته	nyugdíjas
چارچوب	keretében
چارچوب	keretrendszer
چارچوب	keret
چارچوب	keret
بدنه	test
بدنه	testem
بدنه	holttest
بدنه	burkolat
بدنه	hull
بدنه	hajótest
دیر	későn
دیر	késő
دیر	késve
دیر	szarvast
دیر	szarvas
سفیران	nagykövetek
اضافی	prémium
اضافی	felár
اضافی	kiegészítő
اضافی	további
اضافی	extra
دما	hőmérséklet
دما	hőmérséklet
غنی	gazdag
غنی	gazdagok
غنی	rich
خودداری	tartózkodni
خودداری	elutasítás
مخلوط	kevert
مخلوط	vegyes
مخلوط	keverve
مخلوط	mix
مخلوط	keverék
نی	ney
پاپوآ	pápua
آسان	könnyű
شارل	károly
شارل	charles
بلک	fekete
بلک	black
شوشتر	schuster
نگرانی	aggodalmát
نگرانی	aggodalom
فرایندهای	folyamatok
فرایندهای	eljárások
جعفری	petrezselyem
سانتیمتر	centiméter
سانتیمتر	centiméter
فیلمنامه	forgatókönyv
فیلمنامه	forgatókönyvet
تکنیک	technika
فرش	szőnyeg
فرش	szőnyegen
فرش	szőnyeg
صالح	saleh
ایسلند	izlandi
ایسلند	izland
گندم	gabona
گندم	gabonát
گندم	búza
حیوان	szörnyeteg
حیوان	bestia
حیوان	vadállat
حیوان	fenevad
حیوان	állati
حیوان	állatok
حیوان	állat
دیدنی	látványos
اپل	almás
اپل	alma
اپل	apple
ساموئل	samuel
منتقد	bíráló
منتقد	kritikus
مکانیکی	mechanikai
مکانیکی	mechanikus
سرگرمی	hobbi
سرگرمی	hobbija
سرگرمی	hobbi
سرگرمی	hobbija
سرگرمی	szórakozás
سرگرمی	entertainment
سرگرمی	szórakoztató
سرگرمی	szórakoztatás
ائتلاف	szövetség
ائتلاف	koalíció
ازای	fényvisszaverő
ازای	tükröző
ناقص	tökéletlen
ناقص	hiányos
ناقص	befejezetlen
خرس	medvék
خرس	medve
خرس	bear
خرس	mackó
خرس	maci
خاکی	khaki
خاکی	kosz
کاپیتان	kapitány
مراجع	hivatkozás
مراجع	hivatkozásokat
مراجع	hivatkozások
بلاروس	fehéroroszország
بلاروس	belarusz
سازه	struktúra
سازه	szerkezet
سازه	felépítés
سازه	építmény
ایمان	hitem
ایمان	faith
ایمان	hit
ایمان	hittel
ایمان	hitet
ایمان	hiszem
ایمان	higgy
دیو	dave
بیلی	billy
یانگ	jang
یانگ	yang
یانگ	fiatalok
یانگ	fiatal
یانگ	fiatalos
ابداع	találmány
زخمی	sérültek
زخمی	sérült
زخمی	megsérült
زخمی	sérült
زخمی	sebesült
زخمی	fáj
زخمی	bántani
زخمی	megsérült
ایرلاینز	légitársaság
ایرلاینز	légitársaságok
ایرلاینز	airlines
زیارت	zarándoklat
برنج	rizs
اوضاع	dolgok
اوضاع	dolgokat
عروس	menyasszony
الکترون	elektron
الکترون	elektronok
گرما	hőség
گرما	hő
گرما	fűtés
گرما	melegség
دندان	fogat
دندان	fogak
دندان	fogat
دندان	fog
دندان	foga
عکاس	fotós
عکاس	fényképész
عکاس	fotósok
مصدق	megerősítve
کودتای	puccs
کاترین	katalin
کاترین	catherine
حبیب	habib
اعصاب	idegek
پنجره	ablak
پنجره	ablakon
مال	mal
مال	gazdagság
مال	jólét
مال	vagyon
لویی	louis
لویی	lajos
کتابهای	könyveket
کتابهای	könyvek
کتابهای	könyv
محققان	tudósok
محققان	kutatói
محققان	kutatók
تقاضای	követel
تقاضای	igényes
خطا	tévedés
خطا	hiba
ماهیان	halak
ماهیان	hal
ماهیان	halat
داوود	david
داوود	dávid
هواداران	rajongók
هواداران	rajongói
هواداران	szurkolók
شام	vacsora
شام	este
شام	estét
شام	vacsora
شنبه	szombati
شنبه	szombaton
شنبه	szombat
موزیک	zene
کیش	kish
ویلهلم	wilhelm
مجهز	felfegyverkezve
مجهز	fegyveres
مجهز	felszerelve
مجهز	felszerelt
تذکر	emlékeztető
بروس	bruce
خطرناک	veszélyes
فضاهای	terek
گرجی	grúzia
گرجی	grúz
پرسش	kérdés
پرسش	megkérdőjelezte
چگالی	sűrűség
چگالی	sűrűsége
اماکن	belép
اماکن	belépni
پاراگوئه	paraguay
طب	orvosság
طب	gyógyszert
طب	gyógyszer
طب	orvostudomány
پارامتر	paraméter
پارامتر	paraméterek
پارامتر	paraméterei
پارامتر	paraméterek
عراقی	iraki
کلیدی	kulcsfontosságú
کلیدی	key
کلیدی	kulcs
تاریک	sötét
کینگ	kinga
لری	larry
شرایطی	körülmények
شرایطی	körülmény
وبلاگ	blog
عرفان	miszticizmus
اشتراک	megosztás
اشتراک	részvények
اشتراک	részvény
اشتراک	részesedés
اشتراک	előfizetés
مجسمه	szobrok
مجسمه	szobor
مجسمه	szobrok
مجسمه	szobrot
مجسمه	szobor
رایت	wright
رنج	gyötrelem
رنج	szenvedés
رنج	szenved
رنج	szenved
قهوه	kávét
قهوه	kávé
عارف	arif
جماعت	gyülekezet
سرپرست	admin
سرپرست	adminisztrátor
سرپرست	adminisztrátor
سرپرست	ügyvezető
سرپرست	ügyintéző
سرپرست	tisztviselő
واضح	nyilvánvaló
کلام	szó
کلام	szava
پیشگیری	megelőző
پیشگیری	megelőzés
پیشگیری	megelőzési
پیشگیری	megelőzése
سالها	évek
سالها	év
کهکشان	galaxis
کهکشان	galaxy
تقدیر	végzet
تقدیر	sors
تقدیر	végzet
تقدیر	sors
گر	ger
گر	gar
مولکولی	molekula
مولکولی	molekuláris
بلندترین	legmagasabb
ترکمنستان	türkmenisztán
بنیادی	alapvető
بنیادی	szár
استقرار	bevetés
استرالیایی	ausztrál
استرالیایی	ausztrália
برداشته	felemelte
کلرید	klorid
علمای	tudósok
حکیم	hakim
حکیم	bölcsek
حکیم	bölcs
شکنجه	kínzás
شکنجه	megkínozták
شکنجه	megkínzott
مشتق	származékos
مشتق	származtatott
دائمی	állandó
دائمی	végleges
دائمی	tartós
دائمی	maradandó
کارایی	előadás
کارایی	teljesítmény
کارایی	hatékonyság
جوی	joy
جوی	öröm
جوی	örömöt
پژوهشگر	kutató
پژوهشگر	kutatói
پژوهشگر	tudós
باکو	baku
باله	balett
قبرستان	temetőben
قبرستان	temető
قبرستان	temetőben
قبرستان	temető
قضاوت	ítélet
قضاوت	ítélet
محبوبیت	népszerűség
کیهان	univerzum
کیهان	világegyetem
کیهان	kozmosz
هندسه	geometria
شناختی	kognitív
پناه	menedéket
پناه	menedék
پناه	védelmet
پناه	védelme
پناه	védelem
پناه	oltalom
پناه	menedék
هال	burkolat
هال	hull
هال	hajótest
هال	hal
هال	terem
هال	hall
هال	csarnok
تجمع	felhalmozódása
قواعد	szabályok
قواعد	szabály
قواعد	szabályzat
خیریه	jótékonyság
خیریه	jótékonyság
خیریه	jótékonysági
غزه	gázai
پذیرفت	elfogadva
پذیرفت	elfogadott
پذیرفت	elfogadta
چرخش	forgás
چرخش	rotációs
چرخش	forgás
چرخش	forgatás
چرخش	spin
چرخش	forgás
لتونی	lettország
لتونی	lett
هانس	hans
تحلیلی	analitikai
سائو	cao
سائو	são
فردریک	frederic
فردریک	frederick
عقل	érzék
عقل	értelem
عقل	értelme
عقل	megértés
عقل	egyetértés
عقل	megértő
عقل	megértést
بستر	ágyban
بستر	ágyat
بستر	ágy
راگبی	rögbi
تلفات	áldozatok
مقیم	rezidens
مقیم	lakos
مقیم	tartózkodó
دن	dan
بدل	másolat
طراحان	tervezők
بیزانس	bizánci
پوند	font
نیمی	fele
راجر	roger
قومیت	etnikai
مقررات	szabályzat
مقررات	rendeletek
مقررات	szabályozások
مقررات	szabályozás
پوستر	plakát
پوستر	poszter
بلوز	blúz
بلوز	blues
ذهنی	szubjektív
ذهنی	mentális
ذهنی	szellemi
ژن	gén
ژن	gene
ژن	gének
ذیل	követni
ذیل	követem
ذیل	követi
ذیل	kiegészítés
ذیل	függelék
کلیک	kattints
کلیک	kattintás
باری	bari
باری	terhek
باری	teher
باری	terhet
غذای	étkezés
غذای	étel
عید	lakoma
عید	eid
بهینه	optimális
بهینه	optimalizált
بهینه	optimális
سالی	sully
سالی	sally
بازتاب	reflex
بازتاب	tükörkép
بازتاب	gondolatok
قاعده	szabály
پیراهن	blúz
پیراهن	póló
پیراهن	ing
ژاک	jacques
دونفره	páros
فرق	különbség
ویران	romok
ویران	romokban
نوکیا	nokia
لوازم	kellékek
لوازم	kiegészítők
لوازم	tartozékok
کوک	cook
کوک	főzni
کوک	főz
کوک	szakács
کوک	főzés
پایداری	stabilitás
پایداری	stabilitása
پایداری	stabilitási
پایداری	fenntarthatóság
فلان	bla
مناسبت	alkalom
وایت	wyatt
وایت	fehér
نحوی	szintaxis
دوازدهم	xii
دوازدهم	tizenkettedik
دوازدهم	twelfth
رمضان	ramadán
کارلوس	carlos
حاکمیت	ítélet
حاکمیت	szuverenitás
حاکمیت	kormányzás
حاکمیت	irányítás
معکوس	inverz
معکوس	fordítva
معکوس	fordított
گفتار	beszéde
گفتار	beszéd
چلسی	chelsea
زبانهای	nyelveket
زبانهای	nyelvek
زبانهای	nyelveken
جهاد	harcolt
جهاد	küzdött
جهاد	keresztes
جهاد	hadjárat
جهاد	dzsihád
جهاد	küzdelem
حساسیت	érzékenység
حساسیت	allergia
حساسیت	allergiás
حساسیت	allergia
حساسیت	allergiás
مجاور	szomszédos
مجاور	közelben
مجاور	közeli
نیازهای	követelmény
نیازهای	előírások
نیازهای	követelmények
کوین	kevin
وبسایت	weboldal
وبسایت	honlap
وبسایت	webhely
فرکانس	frekvenciákat
فرکانس	frekvencia
فرکانس	gyakoriság
فرکانس	gyakorisága
ویل	will
ویل	fog
ویل	akarat
ویل	wil
واپسین	utoljára
واپسین	utolsónak
واپسین	last
واپسین	utolsó
پولی	pénz
پولی	pénzt
پولی	monetáris
گرند	grand
ثروت	vagyon
ثروت	szerencse
ثروت	vagyont
ثروت	gazdagság
ثروت	jólét
ثروت	vagyon
بازارهای	piacokon
بازارهای	piacok
اتم	atom
گور	gore
جم	jam
جم	lekvár
جم	drágakő
جم	gem
لنز	objektív
لنز	lencse
لنز	lenz
بازرسی	vizsgálat
بازرسی	ellenőrzési
بازرسی	ellenőrzés
واقعا	tényleg
واقعا	igazán
یازده	tizenegy
عمودی	függőlegesen
عمودی	vertikális
عمودی	függőleges
عمودی	függőlegesen
خشم	düh
خشم	harag
خشم	dühöt
خشم	haragot
خشم	düh
خشم	harag
فساد	korrupció
بوستون	boston
بوستون	bostoni
بوستون	bostonban
مسافر	utas
مسافر	utazó
مسافر	utazók
مسافر	utas
مسافر	utas
مسافر	utasok
فرشته	angyal
فرشته	angel
فرشته	angyalka
فلز	metál
فلز	metal
فلز	fémek
فلز	fém
فلز	cink
فلز	fémes
فلز	fém
متأسفانه	sajnos
متأسفانه	sajna
رویکرد	megközelítése
رویکرد	megközelítés
مخزن	tartály
مخزن	tank
مخزن	adattár
شایسته	jogos
شایسته	igazságosság
شایسته	érdemes
شایسته	méltó
بدنی	test
بدنی	testem
بدنی	holttest
بدنی	fizikai
مدینه	medina
درسی	lecke
درسی	leckét
درسی	tanulság
کارشناسان	szakértők
کارشناسان	mérnökök
عشایر	nomád
طلاق	válást
طلاق	válás
طلاق	elvált
خودروسازی	autóipari
خودروسازی	autóipar
خودروسازی	gépjármű
تاریکی	sötétség
لهجه	akcentus
لهجه	akcentus
لهجه	akcentussal
لهجه	akcentusa
دشوار	nehéz
دشوار	kemény
دشوار	nehéz
دشوار	bonyolult
برند	brand
برند	márka
غذاهای	élelmiszerek
غذاهای	ételek
غذاهای	edények
غذاهای	edényeket
غذاهای	ételek
قاهره	kairó
سکوت	csend
نوک	tipp
نوک	füles
نوک	nook
برگردان	visszacsinálni
برگردان	visszavonás
ویلسون	wilson
اسکی	síelés
اسکی	sí
اسکی	síelés
اسکی	síelni
جغرافیا	földrajz
فرقه	szekta
مکعب	kocka
مفصل	részletesen
مفصل	részletes
مفصل	részletezett
مفصل	ízületi
مفصل	joint
مفصل	együttes
مفصل	közös
سلولی	porózus
سلولی	sejt
عددی	numerikus
عددی	numerikus
قطبی	sarki
قطبی	sarkvidéki
محاکمه	tárgyalás
اخترشناسی	csillagászat
اخترشناسی	csillagászati
کنگو	kongói
کوپا	copa
