och	그리고
motiverat	정당화
experimentera	실험
experimentera	실험
apa	원숭이
apa	몽키
elf	elf
elf	엘프
plantage	플랜테이션
thailändska	태국
thailändska	태국어
thailändska	타이
färsk	신선
färsk	신선한
monstret	괴물
monstret	몬스터
monstret	괴물이
måltid	식사
libyska	리비아
inloggad	온라인
merchant	상인
merchant	업체
merchant	판매자
kompisar	친구
kompisar	프렌즈
kompisar	친구들이
kompisar	친구들
łódź	우치
förberedelse	준비
kathy	캐시
klänning	드레스
avgått	사임
avgått	사직
organet	장기
organet	오르간
lingvistik	언어학
efterlikna	에뮬레이션
ilska	분노
ilska	분노
huvudsaklig	메인
imponerad	감동
fåfänga	허영
kollaps	붕괴
kollaps	축소
prescott	프레스콧
fifth	fifth
fifth	다섯번째
informella	비공식
desperat	필사적으로
desperat	절실한
sängen	침대
kolumner	칼럼
kolumner	기둥
zombie	좀비
doncaster	동커스터
uttalad	발음
tunnland	에이커
tunnland	아크레
tunnland	에이커
brännvin	주류
dhaka	다카
stiller	스틸러
xls	xls
uthållighet	인내
uthållighet	체력
bombplan	폭격기
nicholls	니컬스
avslag	거부
avslag	부정
avslag	거절
avslag	거부
avslag	거절
högtalare	스피커
högtalare	스피커
högtalare	스피커
lutheran	루터교
begåvad	재능있는
begåvad	재능
merkel	메르켈
fruar	아내
äventyrare	모험
redovisning	회계
redovisning	회계학
brutus	브루투스
hylla	선반
chino	치노
dominant	지배
dominant	지배자
rollins	롤린스
curling	컬링
kackerlackor	바퀴벌레
herkules	허큘리스
herkules	헤라클레스
förföljelser	박해
makino	마키노
bedrägeri	사기꾼
bedrägeri	사기
bedrägeri	속임수
javascript	javascript
javascript	자바스크립트
önskat	원하는
kulan	총알
kulan	탄환
peruanska	페루
ledsen	미안
ledsen	슬픔
ledsen	슬픈
ledsen	슬프다
pålitlig	신뢰
pålitlig	신뢰성
pålitlig	신뢰
wilkins	윌킨스
bevisat	입증
horisonten	지평선
horisonten	호라이즌
gosse	boy
gosse	소년
gosse	남자아이
gosse	보이
chesterfield	체스터필드
återföreningen	통일
återföreningen	재통일
lektioner	강습
lektioner	레슨
lektioner	수업
lektioner	클래스
lektioner	수업
carole	캐롤
follow	팔로우
gladys	글래디스
uttalar	발음
invadera	침략
arbetarnas	노동
hyr	임대료
hyr	월세
hyr	임대
hyr	렌트
irl	irl
curaçao	퀴라소
operatörer	연산자
operatörer	운영자
spaniel	스패니얼
ömsesidigt	상호
produktiva	생산적
irriterande	자극적
européerna	유럽인
betjänt	하인
betjänt	버틀러
omdömen	리뷰
försoning	속죄
försoning	화해
connie	코니
bueno	부에노
strategier	전략
beatrix	베아트릭스
chamonix	샤모니
roliga	재미
babe	자기
babe	babe
hilary	힐러리
hilary	힐러리
domino	도미노
domino	도미노
lister	리스터
excellens	우수
mach	mach
drunknade	익사
stulna	도난
nikon	니콘
sting	스팅
bain	베인
cindy	신디
horizon	지평선
horizon	호라이즌
swaziland	스와질란드
aim	aim
aim	조준
chips	칩스
rättslig	법률
rättslig	합법적인
temporärt	일시적
temporärt	일시적으로
temporärt	임시
temporärt	일시적
stöt	충격
stöt	쇼크
akuta	급성
renar	순록
beröring	touch
beröring	터치
kapsel	캡슐
kapsel	pod
bloggen	블로그
primitiv	원시
taxa	관세
pollux	폴룩스
panna	이마
panna	이마
panna	보일러
jurister	변호사
ripley	리플리
gem	보석
avancera	미리
fonder	기금
fonder	자금
fonder	펀드
eleganta	우아
grisar	돼지
dod	dod
korrigera	정답
korrigera	올바른
oroliga	걱정
lamar	라마
tillbedjan	예배
tillbedjan	예배
tillbedjan	숭배
tillbedjan	경배
ava	아바
ava	ava
ava	에바
pensionerad	은퇴
pensionerad	퇴직
kommandot	커맨드
kommandot	명령
kommandot	명령어
kommandot	사령부
kommandot	지휘
skadedjur	해충
skadedjur	해충
itf	itf
förnekar	거부
förnekar	부정
klok	지혜로운
klok	현명한
klok	지혜
gsm	gsm
lojala	충성
lojala	충실
maffian	마피아
leuven	뢰번
toaletter	변기
toaletter	욕실
underordnade	부하
häftig	대박
clarkson	클라크슨
gömt	숨김
gömt	숨겨져
gömt	숨겨진
brie	브리
junkers	융커스
svaghet	약점
konventet	조약
konventet	협약
konventet	컨벤션
atomic	원자
orkan	허리케인
orkan	hurricane
milstolpe	마일스톤
milstolpe	이정표
virtuell	가상
virtuell	버추얼
kingsley	킹슬리
kingsley	킹즐리
avveckla	해체
korv	소시지
korv	소시지
nominera	지명
henley	헨리
behandlingar	치료법
behandlingar	시술
behandlingar	치료
behandlingar	치료법
stavar	철자
hokkaido	홋카이도
fix	fix
fix	고쳐
fix	고치
fix	고치기
docka	더미
docka	인형
danskar	덴마크인
överskott	잉여
överskott	초과
godstrafik	화물
godstrafik	운송
förvärv	인수
förvärv	습득
förvärv	획득
förvärv	인수
förvärv	수집
faktorn	팩터
faktorn	인자
faktorn	요인
meier	마이어
starkast	최강
insekt	곤충
kapitalet	자본
kapitalet	수도
kapitalet	캐피탈
kapitalet	자본주의
kapitalet	캐피털
getter	염소
getter	염소자리
getter	염소
allegro	알레그로
allegro	allegro
chanser	기회
pillar	기둥
kalcium	칼슘
gym	헬스
gym	체육관
gym	체육관
gym	김나지움
gym	체육관
citerar	따옴표
citerar	인용
fruktan	공포
fruktan	두려움
fruktan	공포증
emir	아미르
emir	에미르
lesotho	레소토
brenda	brenda
brenda	브렌다
hjulen	바퀴
penis	성기
penis	음경
frö	씨앗
frö	시드
frö	seed
frö	씨앗
ensamhet	외로움
chopin	쇼팽
bageri	베이커리
bageri	빵집
sentinel	센티넬
sentinel	센티널
årgång	빈티지
awb	awb
lärarna	교사들
lärarna	교사
elefanten	코끼리
lyssnare	청취
lyssnare	청취자
förorten	교외
ädla	귀족
ädla	노블
funnen	찾았다
funnen	찾았습니다
funnen	발견됨
akademiskt	학문
akademiskt	학업
akademiskt	학술
grundlig	철저
grundlig	철저히
grundlig	철저한
kvadrat	제곱
kvadrat	스퀘어
kvadrat	광장
kvadrat	사각형
kvadrat	정사각형
kyss	키스
kyss	kiss
maharashtra	마하라슈트라
greer	그리어
koka	종기
theresa	테레사
räddning	구원
räddning	구출
räddning	구조
ärligt	솔직히
taurus	황소자리
angoulême	앙굴렘
wiley	윌리
högtid	휴일
högtid	명절
högtid	연휴
högtid	홀리데이
högtid	휴가
högtid	공휴일
föräldrars	부모
föräldrars	부모님
duktiga	숙련
duktiga	좋다
duktiga	재능있는
duktiga	재능
föräldralös	고아
föräldralös	고립
terapi	치료법
terapi	치료
förlåtelse	용서
respektera	존경
respektera	존중
djurliv	야생동물
ensamstående	싱글
ensamstående	단일
märsta	나고야
druvor	포도
druvor	포도
diva	디바
arktis	북극
leverans	게재
leverans	배송
leverans	배달
leverans	공급
kubanska	쿠바인
kubanska	쿠바
lear	리어
ljusstyrka	밝기
sem	sem
kessler	케슬러
regera	통치
regera	reign
skiss	스케치
hawke	호크
blixten	썬더볼트
blixten	선더볼트
blixten	라이트닝
blixten	번개
handledare	가정교사
handledare	핸들러
handledare	멘토
betalat	유료
hälsning	인사
hälsning	인사말
tillskott	보충제
tillskott	보충제
messina	메시나
bröstsim	평영
hades	하데스
nollor	패자
politikerna	정치인들
politikerna	정치인
politikerna	정치가
concord	콩코드
vildsvin	멧돼지
huxley	헉슬리
oskyldiga	무죄
oskyldiga	innocent
skrämmande	무서운
skrämmande	무섭다
antikroppar	항체
antikroppar	항체
cowboys	카우보이
maträtter	접시
fyrar	비콘
sonia	소니아
billigt	저렴하게
satsar	베팅
satsar	도박
satsar	내기
satsar	내기
satsar	bet
satsar	베팅
vas	꽃병
skådespeleri	연기
hajen	조스
smidigt	부드럽게
resning	발기
resning	리비전
svek	배신
monza	몬차
sympatier	동정
mantel	케이프
mantel	맨틀
mantel	망토
skörd	수확
prolog	prologue
coliseum	콜리세움
coliseum	콜로세움
coliseum	콜리시엄
lux	럭스
mccormick	매코믹
bäckar	브룩스
tvillingar	쌍둥이
tvillingar	트윈스
kaka	케이크
kaka	쿠키
sympati	동정
glöm	잊어
waits	기다림
mellanslag	공간
mellanslag	공백
mellanslag	스페이스
mellanslag	공간
mellanslag	우주
kontrollerad	제어
ulysses	율리시스
kawasaki	카와사키
kawasaki	가와사키
klarhet	명확성
myggor	모기
potts	포츠
underhållare	엔터테이너
underhållare	연예인
underhållare	연예인
minh	minh
korg	바스켓
korg	바구니
korg	폴더
korg	디렉터리
avrätta	처형
avrätta	실행
pumpar	펌프
pumpar	펌핑
minnie	미니
trolldom	마술
trolldom	마법
stryka	삭제
stryka	지우기
stryka	삭제하기
dräkter	양복
dräkter	정장
aktivera	활성화
aktivera	사용하기
aktivera	활성화
aktivera	활성화하기
romantik	연애
romantik	로맨스
connors	코너
kuriosa	호기심
grind	대문
grind	게이트
vetskap	지식인
vetskap	지식
sparar	저장
sparar	절약
sparar	저장
skyldigheter	의무
gallatin	갤러틴
fighters	파이터스
fighters	파이터
fighters	파이터즈
våglängd	파장
iglesias	이글레시아스
techno	테크노
installerade	설치
installerade	설치됨
trakasserier	괴롭힘
klient	클라이언트
penelope	페넬로페
dockning	도킹
retirera	후퇴
tonåringar	십대
tonåringar	십대
tonåringar	청소년
stadier	단계
interiörer	인테리어
vikingar	바이킹
kylie	카일리
acceleration	가속도
acceleration	가속
kapitulera	항복
gräl	논증
gräl	인수
gräl	논쟁
gräl	싸움
laboratoriet	실험실
laboratoriet	연구소
laboratoriet	연구실
gråa	회색
gråa	그레이
gråa	회색
gråa	그레이
odjuret	짐승
odjuret	비스트
vägvisare	안내서
vägvisare	가이드
vägvisare	안내
skymningen	트와일라잇
skymningen	황혼
skymningen	황혼
rebeller	반군
rebeller	반란군
cessna	세스나
renner	레너
resurs	자원
resurs	리소스
monmouth	몬머스
perugia	페루자
återspeglar	반영
mediciner	의약품
hiss	상승
hiss	승강기
hiss	리프트
hiss	엘레베이터
hiss	엘리베이터
hiss	승강기
napoléon	나폴레옹
förväntat	예상
kvartalet	분기
kvartalet	쿼터
ansökningar	애플리케이션
ansökningar	어플리케이션
skräddare	양복점
skräddare	양복
crouch	크라우치
ridning	승마
ridning	라이딩
markerat	표시됨
markerat	하이라이트
svanen	백조
svanen	스완
resort	휴양지
resort	리조트
burger	햄버거
burger	버거
överväldigande	압도적
överväldigande	압도적으로
mandel	아몬드
mandel	아몬드
hubble	허블
prestige	프레스티지
dune	사구
pornografi	포르노그래피
kriterium	기준
downey	다우니
exploderar	폭발
lansering	출시
lansering	런칭
lansering	출시
lansering	실행
lansering	발사
lansering	런칭
perseus	페르세우스자리
perseus	페르세우스
vänligt	친근한
slaveri	노예제도
slaveri	노예제
fawcett	포셋
dotterdotter	손녀
kanterna	모서리
kanterna	가장자리
asta	asta
kassör	텔러
mclaughlin	매클로플린
skrivelse	편지
ordförandeskapet	대통령
upprepat	반복
dussin	수십
fängelser	교도소
fängelser	교도소
fängelser	감옥
norrmän	노르웨이인
blekt	창백한
lånar	빌려
dokumentärer	다큐멘터리
häftigt	대박
experimenterade	실험
charkiv	하르키우
förenklade	간체
tidpunkter	타이밍
tidpunkter	타이밍이
connolly	코널리
utesluter	제외
återuppbyggnaden	재구성
slater	슬레이터
muslimerna	무슬림
kommunism	공산주의
kaniner	토끼
ställningar	직위
ställningar	입장
ställningar	포지션
remy	레미
remy	도레미
olycklig	비참한
olycklig	불행한
olycklig	불행
olycklig	불행한
flaggskepp	플래그십
brödraskapet	브라더후드
brödraskapet	형제단
prostituerad	창녀
prostituerad	매춘부
urin	오줌
urin	소변
lojal	충성
lojal	충실
hildegard	힐데가르트
anthology	anthology
kartlägga	지도
kartlägga	맵핑
kartlägga	매핑
hosta	기침
hosta	기침
harlem	할렘
intrång	침해
intrång	침입
intrång	침입
sänd	송금
sänd	보내기
sänd	보냅니다
sänd	전송
längtar	그리움
vatikanen	바티칸
blåsa	방광
tillbakagång	회귀
samsung	삼성
kampanien	캄파니아
mångfalden	다양성
euler	오일러
skyltning	표지
skyltning	간판
bombardier	봄바디어
psycho	싸이코
bänkar	벤치
bänkar	데스크
bänkar	책상
ekosystem	생태계
ekosystem	생태계
anc	anc
indie	인디
ammoniak	암모니아
dupont	듀폰
dupont	듀퐁
tummen	엄지손가락
tummen	엄지
tummen	엄지손가락
tummen	엄지
galleria	쇼핑몰
galleria	갤러리아
judiskt	유대인
judiskt	유대교
megan	메건
megan	메간
kommunicerar	소통
pizza	피자
kontinuerliga	지속
kontinuerliga	연속
granskade	검토
granskade	리뷰
valerij	발레리
blond	금발이
blond	금발
blond	금발
symboliskt	심볼릭
kineser	중국인
kineser	중국어
lai	라이
piga	하녀
piga	가정부
piga	메이드
mutation	돌연변이
bruten	깨짐
bruten	부러진
bruten	깨진
rimliga	합리적
partikel	입자
weekend	주말
weekend	주말에
stockton	스톡턴
glider	슬라이딩
hydra	히드라
saklig	사실적
monarker	모나크스
besvara	응답
besvara	정답
besvara	대답해
besvara	대답
besvara	답변
befordran	홍보
befordran	프로모션
befordran	승진
befordran	선진
hållbarhet	지속가능성
fransmän	프랑스
fransmän	프랑스어
fransmän	프렌치
fransmän	프랑스인
tuttle	터틀
isolerat	고립
tuffa	힘든
tuffa	터프
mets	메츠
graffiti	낙서
räven	폭스
räven	여우
kansliet	레지스트리
indigo	남색
indigo	인디고
åldrande	노화
åldrande	숙성
åldrande	노화
capo	카포
stunder	moments
stunder	순간
bliss	bliss
försiktigt	부드럽게
armin	아민
millard	밀러드
outlook	outlook
outlook	전망
outlook	아웃룩
importera	가져오기
importera	가져오기
importera	불러오기
importera	수입
syntetiskt	합성
cnn	cnn
anslutande	연결
gömde	hid
rip	찢어
rip	rip
spot	스팟
affischer	포스터
sheila	쉴라
ais	ais
burrows	버로스
anvisningar	지침
anvisningar	지시
anvisningar	안내
lillian	릴리안
lillian	릴리언
chock	충격
chock	쇼크
förankring	앵커리지
förankring	앵커
kronologi	연대기
lana	lana
återförsäljare	딜러
återförsäljare	딜러
latinamerikanska	히스패닉
plc	pic
plc	plc
glömde	깜빡
misstanke	의심
formler	수식
torpeder	어뢰
majors	전공
diametern	직경
diametern	지름
persepolis	페르세폴리스
bolsjevikerna	볼셰비키
seventh	일곱번째
paviljong	파빌리온
uppskattningar	추정치
uppskattningar	추정
grannen	이웃
grannen	이웃집
ryggraden	척추
kulturens	문화
wow	우와
wow	와우
yxa	도끼
yxa	도끼
lucka	해치
lucka	간격
vektor	벡터
anklagas	피고
anklagas	피고인
algoritm	알고리즘
russ	러스
creed	크리드
sensation	감각
marxism	마르크스주의
schmitt	슈밋
schmitt	슈미트
rfc	rfc
ordnad	순서
väntas	예상
väljarna	유권자
gruvdrift	광산
gruvdrift	마이닝
gruvdrift	광업
giv	give
informell	비공식
sbs	sbs
skapelsen	생성
skapelsen	창조
skapelsen	만들기
förvärva	습득
förvärva	확보
förvärva	획득
utomjordingar	외계인
dolt	숨겨진
dolt	숨김
dolt	숨겨져
dolt	숨겨진
binära	바이너리
katrina	카트리나
rockefeller	록펠러
tolstoj	톨스토이
minnesmärken	기념물
minnesmärken	기념비
cassandra	카산드라
snyggt	깔끔하게
snyggt	깔끔한
snyggt	나이스
filippinska	필리핀
filippinska	필리핀계
filippinska	필리핀어
filippinska	필리핀
filippinska	필리핀인
honshu	혼슈
ikon	아이콘
antagna	채택
antagna	입양
belysa	하이라이트
belysa	강조하기
belysa	강조
mitch	미치
nagoya	나고야
övervåningen	윗층
övervåningen	위층
trollkarl	마법사
trollkarl	마법사
trollkarl	마술사
eco	eco
kisa	사시
öppningar	틈새
öppningar	간격
exklusive	제외
reeve	리브
glömmer	망각
glömmer	잊어
kanot	카누
sikte	광경
skelettet	뼈대
partnerskap	파트너십
partnerskap	파트너쉽
partnerskap	파트너십
misstänks	의심
sovrum	침실
sovrum	침실
vampyrer	뱀파이어
vampyrer	흡혈귀
schema	스킴
schema	배열
schema	일정
schema	스케줄
schema	예약
uppmuntrar	격려
bane	베인
lori	로리
finansieringen	금융
finansieringen	자금
helvete	지옥
vilse	분실
vilse	로스트
vilse	잃어버린
macao	마카오
macao	마카오
colt	colt
colt	콜트
kontrollerat	제어
kontrollerat	확인됨
sinnen	감각
sinnen	마인드
aba	aba
systerdotter	조카
kabinettet	내각
klot	스피어
klot	orb
stamford	스탬퍼드
liz	리즈
fack	쟁반
fack	트레이
fukt	습기
fukt	수분
fukt	습도
fukt	습기
britannia	브리타니아
komorerna	코모로
funktionalitet	기능
försvinnande	소멸
försvinnande	소실
försvinnande	실종
supernova	초신성
sviterna	스위트
leverantörer	공급자
leverantörer	공급자
rättsfall	케이스
rättsfall	사례
betänkande	신고
betänkande	보고서
betänkande	보고
hou	hou
förmåner	특전
förmåner	혜택
förmåner	이득
borttagna	삭제됨
borttagna	삭제함
borttagna	삭제되었습니다
borttagna	삭제됨
borttagna	삭제되었습니다
utomeuropeiska	해외로
utomeuropeiska	해외
monique	모니크
monique	유니크
kreativitet	창의력
kreativitet	창의
kreativitet	창의성
låser	자물쇠
låser	잠금
årsmodell	year
årsmodell	연도
övervikt	비만
lavigne	라빈
kommenterar	댓글
haynes	헤인스
interaktion	약혼
interaktion	참여
interaktion	상호작용
interaktion	교류
interaktion	반응
interaktion	상호작용
handtag	핸들
handtag	손잡이
handtag	핸들
tiffany	티파니
svin	돼지
svin	돼지
svin	돼지
kortvarigt	간략하게
trötthet	피로
tålamod	인내심
tålamod	인내
harmoniska	조화
klienten	클라이언트
färska	신선
färska	신선한
kränkande	모욕적
kränkande	모욕
skytten	궁수
skytten	궁수자리
holländaren	네덜란드인
föreslagen	추천
hyundai	현대그룹
hyundai	현대
ramlat	타락
markov	마르코프
rehabilitering	재활
bateman	베이트먼
doi	doi
beräknat	추정
beställa	순서
beställa	순서
beställa	주문
välmående	웰빙
välmående	번영
närvara	참석하기
närvara	참석
arlington	알링턴
reklamfilm	상용
reklamfilm	상업용
reklamfilm	상업
blog	블로그
kommandon	명령
kommandon	명령어
avalon	아발론
horisontell	수평
skalle	두개골
skalle	해골
kyckling	치킨
kyckling	닭고기
olaglig	불법
olaglig	불법
feedback	피드백
feedback	의견
spöken	귀신
idiot	멍청이
idiot	바보
push	밀어
push	푸시
underwood	언더우드
ligor	리그
kriminell	범죄자
grammatiska	문법
hygien	위생
cabriolet	컨버터블
mvp	mvp
smed	대장장이
gladiator	검투사
nanny	보모
dopning	도핑
skötsel	케어
utopia	유토피아
patientens	환자
whitehead	화이트헤드
malaria	말라리아
djärv	굵게
djärv	굵은
djärv	대담
pippin	피핀
partiell	부분적
partiell	부분
förlåt	미안
förlåt	용서
anslutningen	커넥션
anslutningen	연결
corbett	코르벳
oavbrutet	지속적으로
echl	echl
vandrande	걷고
vandrande	워킹
vandrande	걷는다
vandrande	걷기
vandrande	방황
mls	mls
mirakel	기적
mirakel	기적
skriftligt	서면
olyckliga	불행한
olyckliga	불행
olyckliga	불행한
sortiment	카탈로그
giltigt	유효합니다
giltigt	유효
giltigt	유효한
betona	밑줄
betlehem	베들레헴
vostok	보스토크
sia	sia
blodkärl	혈관
inkommande	수신
justera	정렬
justera	조정
ekorrar	다람쥐과
ekorrar	다람쥐
tera	테라
förfader	조상
interstate	주간고속도로
konstig	이상한
konstig	이상한
konstig	이상하다
kidd	키드
colbert	콜베어
jonatan	조나단
albaner	알바니아인
djungeln	정글
entusiasm	열정
hängiven	헌신
nicky	니키
omsk	옴스크
messi	메시
sko	신발
sko	구두
cos	cos
rivaliserande	라이벌
sönderfall	분해
sönderfall	부패
sönderfall	붕괴
körkort	라이선스
körkort	라이센스
körkort	면허
körkort	허가서
hoppning	장애물
hoppning	점핑
hoppning	점프
fångad	캡처
fångad	캡쳐
fångad	갇힌
fångad	갇혀있는
fångad	갇혀
louie	루이
kopp	cup
kolumn	칼럼
kolumn	기둥
styrd	제어
omkrets	둘레
kognitiva	인지
inblick	통찰력
inblick	인사이트
kapa	납치
beckett	베켓
rowling	롤링
beräknar	계산
utlöste	트리거
kriminalitet	범죄
syracuse	시러큐스
samspel	상호작용
clean	청소
clean	깨끗한
clean	깨끗하다
vfb	vfb
drivmedel	연료
olagliga	불법
olagliga	불법
vaccin	백신
vaccin	백신
lublin	루블린
döva	청각
våglängder	파장
flack	플랙
juliette	줄리엣
intervention	간섭
intervention	개입
moduler	모듈
joaquin	호아킨
enkelhet	단순
skurk	악당
algebraisk	대수
algebraisk	대수적
othello	오셀로
gemma	젬마
försäljare	벤더
försäljare	제조사
förhoppning	희망
angivet	지정됨
angivet	지정
förvänta	기대
breaker	브레이커
näringsämnen	영양소
näringsämnen	영양소
inflationen	인플레이션
enande	통일
kluven	찢어진
kluven	torn
toalett	변기
toalett	화장실
undersåtar	과목
skratt	웃음
skratt	웃어라
skratt	웃음
skratt	웃어
lviv	리비우
psp	psp
överväga	고려해
överväga	고려
reptiler	파충류
intelligenta	지능형
frånvarande	결석
stoft	먼지
farkost	선박
farkost	공예
choi	최다
bondgård	농장
bondgård	농장이
förstöras	파괴됨
samgående	합병
silke	명주
silke	실크
silke	비단
granater	수류탄
shearer	시어러
binds	바인딩
mcdonnell	맥도넬
turk	투르크인
turk	투르크
savannah	사바나
savannah	서배너
arbetstagare	노동자
arbetstagare	노동자들
arbetstagare	근로자
arbetstagare	노동자
arbetstagare	근로자
skåp	사물함
skåp	내각
skåp	사물함
viker	접힘
akilles	아킬레스
tata	타타
kafka	카프카
montserrat	몬트세랫
kompanjon	파트너
kompanjon	동반자
kompanjon	동행자
demokrater	민주당
sharma	샤르마
evangelium	복음
evangelium	복음주의
evangelium	복음서
rekrytera	모집
rekrytera	채용
rekrytera	모집
kontakterna	연락처
kusiner	사촌
skiffer	슬레이트
överraskning	서프라이즈
skam	부끄러운
skam	수치
skam	부끄러움
bilaga	부록
bilaga	첨부
stefani	스테파니
kringgå	바이패스
kringgå	우회로
kringgå	우회
alvarez	알바레스
kaféer	카페
gruvarbetare	마이너
gruvarbetare	광부
tillsats	덧셈
grafiskt	그래픽
mitte	mitte
fontänen	분수
kaunas	카우나스
försiktighet	경고
försiktighet	주의
konspiration	음모론
tyngdpunkt	강조
italienare	이탈리아인
italienare	이탈리아
italienare	이탈리아인
italienare	이탈리아어
förnya	갱신
faror	위험
palladium	팔라듐
brecht	브레히트
magnesium	마그네슘
flykting	난민
flykting	피난민
frälsare	구원자
strumpor	스타킹
strumpor	양말
strumpor	socks
monitor	모니터
monitor	모니터링
botar	치료
avlägset	리모콘
avlägset	원격
avlägset	리모컨
avhopp	망명
stämningar	소송
mimmi	미니
oregelbunden	불규칙
dumt	멍청이
dumt	바보
dumt	멍청한
dumt	어리석은
dumt	어리석음
auburn	오번
app	어플리케이션
andromeda	안드로메다자리
andromeda	안드로메다
bolivar	볼리바르
knockout	녹아웃
samtidig	병행
samtidig	동시
triathlon	트라이애슬론
palestinier	팔레스타인인
palestinier	팔레스타인
palestinier	팔레스타인인
pegasus	페가수스
pegasus	페가수스자리
citerade	인용
citerade	인용된
hyllan	선반
nara	나라
yamamoto	야마모토
privilegium	특권
ieee	ieee
förlovad	약혼
trauma	트라우마
trauma	외상
credit	크레딧
credit	신용
credit	신용카드
varan	항목
varan	품목
varan	아이템
växla	전환
växla	스위치
växla	switch
växla	전환
växla	바꾸기
rådjur	사슴
smält	융합
smält	소화
smält	녹음
smält	녹아
uppträdanden	공연
baka	구워
mentalt	정신적
locarno	로카르노
gaia	가이아
indiskt	인도인
indiskt	인도
indiskt	인디언
indiskt	인디아
indiskt	인도
trädgårdsmästare	정원사
trädgårdsmästare	가드너
messenger	messenger
messenger	메신저
automatik	자동화
bedrift	feat
audition	오디션
audition	오디션
byers	바이어스
hustrur	아내
mellanliggande	중간
tahiti	타히티
giltig	유효합니다
giltig	유효
giltig	유효한
kvart	분기
kvart	쿼터
rodin	로댕
quantum	양자
hormon	호르몬
brewer	브루어
abrupt	갑작스러운
skönheten	아름다움
skönheten	미녀
skönheten	미용
skönheten	미모
skönheten	미인
bryce	브라이스
burk	항아리
geni	천재
sus	sus
paketet	소포
paketet	패키지
påsken	부활절
wellesley	웰즐리
konservativt	보수주의
konservativt	보수
rustning	갑옷
rustning	기갑
rustning	갑옷
maureen	모린
bedrifter	성취
bedrifter	달성
bedrifter	업적
bedrifter	기록
susie	수지
pakistanska	파키스탄
pakistanska	파키스탄
seminariet	세미나
ppm	ppm
ambulans	구급차
gåta	수수께끼
gåta	수수께끼
ide	ide
mossa	이끼
direktivet	지시
montera	조립
montera	마운트
spann	버킷
spann	양동이
katharine	캐서린
linjärt	직선형
linjärt	선형
undergrupper	부분군
realistiskt	현실적
tes	tes
arias	아리아스
bränd	불태웠다
bränd	화상
smitta	전염
inköpt	구매
loftus	로프터스
kolleger	동료들
kolleger	동료들
kolleger	동료
beklagar	애도
beklagar	미안
beklagar	후회
kronblad	꽃잎
turks	터키인
brass	브라스
mördats	살해
mördats	살인
armenier	아르메니아인
blunt	블런트
evighet	영원
musklerna	근육
musklerna	근육
orchard	과수원
fiska	피쉬
fiska	피시
fiska	생선
fiska	물고기
fiska	낚시
uppdateringar	업데이트
robyn	로빈
pussel	퍼즐
pussel	퍼즐
instrumenten	악기
instrumenten	인스트루먼트
stryk	삭제
stryk	지우기
stryk	삭제하기
vibrationer	진동
vibrationer	진동
vito	비토
kokain	코카인
ambassadörer	대사
pensionat	게스트하우스
cirklar	서클
cirklar	서클
cirklar	circle
cirklar	순회
kidnappad	괴산
kidnappad	납치
bag	봉지
bag	가방
polskt	폴란드어
polskt	폴란드
proportionell	비례
veteran	베테랑
årstider	시즌
årstider	계절
drottningar	퀸즈
drottningar	퀸스
operatör	작용소
operatör	연산자
operatör	운영자
derivat	파생상품
bloggare	블로거
bloggare	블로거
brahms	브람스
rabat	라바트
manligt	남성
manligt	수컷
darth	다스
kobe	고베
kompletterar	보완
kompletterar	보충제
kompletterar	보완
alert	경보
alert	알림
alert	경고
lombard	롬바르드
lombard	롬바드
genererade	생성
flo	flo
röka	흡연
röka	금연
röka	연기
röka	담배
aggressivt	공격적
puls	맥박
puls	펄스
sit	앉아
bragg	브래그
tårna	발가락
lufthansa	루프트한자
rusty	rusty
luckor	틈새
luckor	간격
odysseus	율리시스
förlovade	약혼
rhapsody	랩소디
sekvensen	순서
sekvensen	시퀀스
lunga	허파
aqua	아쿠아
danielle	대니엘
danielle	다니엘
scotch	스카치
världsdelar	대륙
pemba	펨바
sfären	스피어
måtten	차원
måtten	크기
prototyper	프로토타입
prototyper	프로토타입을
prototyper	프로토타입
bau	bau
brick	벽돌
brick	브릭
klienter	클라이언트
klienter	고객
logistik	물류
zola	졸라
hammaren	망치
hammaren	해머
remixes	리믹스
heligt	거룩한
heligt	거룩
efterkommande	후예
brutet	깨짐
brutet	부러진
brutet	깨진
scarlet	스칼렛
vattnen	워터스
bostaden	거주
trygga	보안
beverley	베벌리
slayer	슬레이어
startad	시작되었습니다
startad	시작했습니다
startad	시작됨
aktieägare	주주
aktieägare	주주
aktieägare	주주
psykologiskt	심리학
psykologiskt	심리
psykologiskt	심리적
grädde	크림
videoklipp	동영상
videoklipp	비디오
videoklipp	동영상
videoklipp	비디오
kola	코카콜라
kola	콜라
kola	콜라보
bakverk	페이스트리
bakverk	페이스트리
ögonblicket	순간
corvus	까마귀자리
corvus	까마귀
direct	직접
direct	직통
direct	direct
direct	다이렉트
modernism	모더니즘
hemingway	헤밍웨이
karakteristisk	특성
karakteristisk	특징
yards	야드
drivna	전원
mutationer	돌연변이
halvlek	하프타임
haydn	하이든
jerusalems	예루살렘
blaze	블레이즈
revansch	복수
skriker	질러
gallerier	갤러리
växelverkan	상호작용
uppfyllde	이행
otillräcklig	부족함
nationalismen	내셔널리즘
nationalismen	국민주의
nationalismen	민족주의
diplomater	외교관
offra	희생
sanford	샌포드
illamående	메스꺼움
illamående	구역질
skomakare	슈메이커
