الانتقام	bosszú
تباع	elkelt
التنوير	megvilágosodás
الاستواء	egyenlítő
الثعلب	róka
الثعلب	fox
الزئبق	mercury
الزئبق	higany
نيك	nick
الموضع	állás
الموضع	pozíció
الموضع	álláspont
الموضع	elhelyezés
واجهات	interfészek
مملوكة	birtokolt
مملوكة	tulajdonában
بعثات	missziók
نية	szándék
نية	szándéka
نية	szándék
نية	szándéka
سمر	summer
سمر	nyári
سمر	nyáron
سمر	nyár
الناقل	fuvarozó
الناقل	szállító
الناقل	transzporter
الناقل	fuvarozó
الناقل	szállító
الناقل	hordozó
خطير	veszélyes
نورس	sirály
افتراض	feltevés
افتراض	feltételezés
الطبخ	főz
الطبخ	főzés
الريش	tollak
الريش	toll
رقعة	tapasz
رقعة	foltok
رقعة	tapasz
رقعة	folt
غاري	gary
افلام	filmek
افلام	filmeket
افلام	mozi
افلام	filmek
افلام	filmeket
مهارة	szakértelem
مهارة	képesség
مهارة	készség
غابرييل	gabriel
غابرييل	gábriel
غابرييل	gabrielle
اللقاح	védőoltás
اللقاح	oltóanyag
اللقاح	vakcina
اللقاح	oltás
تؤخذ	foglalt
التعدين	bányászati
التعدين	bányász
انضمام	csatlakozz
انضمام	csatlakozás
انضمام	csatlakozás
انضمام	csatlakozik
انضمام	csatlakozás
مبالغ	összegek
مبالغ	összegek
بودابست	budapest
بودابست	budapesten
بودابست	budapesti
باركر	parker
ستوديو	studio
ستوديو	stúdió
الفجوة	hézag
الفجوة	szakadék
الفجوة	rés
بلبل	bülbül
البركة	tó
الاختفاء	láthatatlanság
بصرية	vizuális
بصرية	optikai
مجد	dicsőség
جراح	sebész
الموجه	vektor
كورنوال	cornwall
الرخام	márvány
الندوة	szimpózium
الندوة	tanácskozás
الندوة	szemináriumon
الندوة	szeminárium
الزوجية	házassági
محي	törölte
ييل	yale
مون	mun
المكثف	intenzív
المكثف	igényes
المكثف	kondenzátor
ديفيس	davis
المثانة	hólyag
هجومية	sértő
هجومية	támadó
تتابع	váltó
دونالد	donald
بيض	tojást
بيض	tojások
بيض	tojás
بيض	tojást
بيض	tojás
صادر	lefoglalt
صادر	elkobzott
التوحد	autizmus
التوحد	autista
الجانبي	oldalsáv
افضل	jobb
افضل	jobban
افضل	legjobbak
افضل	legjobb
افضل	best
فين	finn
رطل	font
الحلبة	aréna
ديك	fasz
ديك	dick
ديك	farok
ثمار	gyümölcs
ثمار	gyümölcsök
فيلق	légió
حوت	bálna
الانتظار	vár
الانتظار	várakozás
الانتظار	várunk
الانتظار	várok
الكونت	gróf
فتيات	csajok
فتيات	lányok
الجذب	vonzalom
الجذب	látnivalók
نصير	nasir
نصير	ventilátor
نصير	rajongó
نصير	fan
نصير	fanni
العرف	egyedi
العرف	egyéni
مواضع	elhelyezés
لقاح	védőoltás
لقاح	oltóanyag
لقاح	vakcina
لقاح	oltás
فلاش	villanás
فلاش	flash
فلاش	villám
البلدات	városok
الخضروات	zöldség
الخضروات	zöldségfélék
الخضروات	zöldségek
راب	rap
عدسة	objektív
عدسة	lencse
مصارع	birkózó
مصارع	gladiátor
بريستول	bristol
جود	jude
حضرية	városi
الموسمية	szezonális
العز	magány
الرئتين	tüdő
تهدد	fenyegető
تهدد	fenyeget
يتعلم	tanulni
يتعلم	tanuljon
يتعلم	tanul
تعليمي	bemutató
لويز	louise
عميل	ügyfél
عميل	kliens
عميل	ügynök
امين	amen
امين	ámen
الصمت	csend
الصدور	ládák
الصدور	mellek
الصدور	melle
الصدور	mell
نفذ	végrehajtani
المخلوقات	teremtmények
المخلوقات	lények
التعاقد	szerződő
التعاقد	szerződéses
التعاقد	szerződéssel
التعاقد	szerződés
الحظر	tilalom
الحظر	embargó
الحظر	tilalom
الحظر	tilalmak
التبرعات	hozzájárulások
التبرعات	járulékok
التبرعات	hozzájárulás
التبرعات	járulék
التبرعات	adományok
التبرعات	adományokat
التبرعات	adomány
قبضة	fogást
قبضة	ököl
الثور	taurus
الثور	bull
الثور	bika
المشعة	radioaktív
مستخدمين	felhasználói
مستخدمين	felhasználók
الدافع	motiváció
الدافع	indíték
الدافع	motiváció
رابعة	negyedszer
رابعة	negyedik
احياء	élve
احياء	életben
احياء	él
جند	felvett
جند	besorozták
الاكتشافات	felfedezések
بيج	peg
بيج	paige
العائد	hozam
شهير	híres
شهير	híresség
بولي	polly
تود	todd
يعقد	bonyolítani
يعقد	bonyolítja
السلفادور	salvadori
رالف	ralph
انقسام	osztva
انقسام	megosztott
انقسام	megosztva
انقسام	osztott
النجاة	túlélés
الناصري	názáreti
كثيف	sűrű
التجميع	válogatás
التجميع	összeállítás
التجميع	összesítés
التجميع	konszolidáció
التجميع	csoportosulás
النافذة	ablak
النافذة	ablakon
التوثيق	hitelesítés
التوثيق	dokumentáció
السائق	sofőr
السائق	vezető
السائق	meghajtó
السائق	kocsis
السائق	járművezető
الرؤساء	elnökök
الرؤساء	főnökök
قاذفة	kilövő
فتحات	nyílások
فتحات	lyukak
كيوتو	kiotói
العولمة	globalizáció
نادرا	ritkán
الكفاح	küzdelem
الفريد	alfred
الرسام	festő
الخنازير	disznók
الخنازير	sertések
الخنازير	sertés
الخنازير	malacok
العنكبوت	pók
العنكبوت	spider
بابلو	pablo
التخدير	altatás
سمية	mérgező
سمية	toxikus
سمية	toxicitás
تعويض	kompenzáció
تعويض	kártérítés
ماديسون	madison
خلافات	nézeteltérések
خلافات	nézeteltérés
نوفا	nova
التزام	kötelezettség
التزام	elkötelezettség
ميسي	messi
اجزاء	alkatrész
اجزاء	alkatrészek
اجزاء	részek
الضحية	áldozat
التماثيل	figurák
التماثيل	szobrok
ممتلكات	ingatlan
ممتلكات	tulajdon
ممتلكات	ingatlanok
ممتلكات	tulajdonság
واين	wayne
خسرت	vesztett
خسرت	elveszett
خسرت	lost
مغلق	bezárt
مغلق	zárva
مغلق	zárt
كونراد	conrad
تمكين	felhatalmazás
تمكين	lehetővé
ربح	profit
ربح	haszon
ربح	nyereség
المزمنة	krónikus
مسلمين	muszlimok
الدموي	véres
منتجع	fürdő
منتجع	spa
منتجع	gyógyfürdő
منتجع	wellness
منتجع	resort
يناقش	tárgyalja
احتراق	égésű
احتراق	égés
احتراق	égető
احتراق	égő
مومباي	mumbai
العداء	viszály
زمرة	klikk
مجهزة	felszerelve
مجهزة	felszerelt
رقص	dance
رقص	tánc
رقص	táncolj
رقص	táncolni
رقص	tánc
رقص	táncolni
رقص	táncol
بحار	tengerész
بحار	matróz
بحار	hajós
الصقر	sólyom
الصقر	hawk
الصقر	sólyom
الصقر	héja
الهيليوم	hélium
سجناء	rabok
سجناء	foglyok
المصور	fotós
المصور	fényképész
تدوير	forgás
تدوير	forgatás
الغربيين	nyugatiak
الشراء	beszerzés
الشراء	vásárlás
الشراء	vétel
الشراء	beszerzés
الشراء	közbeszerzési
الشراء	közbeszerzés
روحي	lélek
روحي	soul
روحي	lelkem
روحي	lelked
حاسمة	döntő
حاسمة	meghatározó
البرازيلية	brazil
البرازيلية	brazília
مختلط	kevert
مختلط	vegyes
مختلط	keverve
مختلط	koedukált
الدبابة	tartály
الدبابة	tank
اتساع	kiszélesítése
النبيذ	bor
النبيذ	borok
الاذاعة	műsorszolgáltatás
الاذاعة	rádió
الاذاعة	rádiós
الاذاعة	radio
السطر	line
السطر	sor
السطر	vonal
الناجين	túlélő
الناجين	túlélők
الناجين	túlélő
انسداد	elzáródás
انسداد	akadályozása
انسداد	akadály
المقارن	összehasonlító
نينجا	ninja
نينجا	nindzsa
طفلة	gyermek
طفلة	gyermeke
طفلة	gyermekem
طفلة	gyerek
الهواة	amatőrök
الهواة	amatőr
الصفوف	órák
الصفوف	osztályok
الصفوف	sorok
وعي	tudatosság
وعي	tudatosság
وعي	tudat
وعي	eszméletét
وعي	tudata
المقدرة	becsült
ناجح	sikeres
ناجح	sikeresen
ليستر	lester
قصب	cane
قصب	bot
نظري	elméleti
ميادين	mezőket
ميادين	mezők
ميادين	fields
ميادين	földek
ميادين	mező
مدح	dicséri
الوزارات	minisztériumok
مثالية	tökéletes
دنفر	denverben
دنفر	denver
العريضة	petíciót
لينا	lena
ليرة	líra
ليرة	líra
الانجليزية	angolul
الانجليزية	angol
متفاوتة	egyenetlen
متفاوتة	egyenlőtlen
العمدة	polgármester
عضوي	organikus
عضوي	szerves
باغ	bogár
باغ	poloska
باغ	bug
فيراري	ferrari
استبعاد	kizárja
استبعاد	kizárása
استبعاد	kizárás
استبعاد	kirekesztés
استبعاد	kizárva
استبعاد	kizárt
هامش	fringe
هامش	oldalvonal
العدسة	objektív
العدسة	lencse
رودولف	rudolph
رودولف	rudolf
رودولف	rudolf
رئاسية	elnöki
المعتقد	hit
طفيفة	enyhe
شقة	lapos
شقة	lakás
شقة	sík
شقة	lakás
شقة	apartman
يحفظ	megment
يحفظ	megmenti
الدوريات	folyóiratok
الدوريات	járőrök
الدوريات	őrjárat
الدوريات	járőrök
الدوريات	járőr
الدوريات	őrjárat
خاطئ	rossz
خاطئ	helytelen
الاستقبال	fogadás
الاستقبال	recepció
الاستقبال	befogadás
الاستقبال	vétel
رواندا	ruanda
الملحن	zeneszerző
المؤدي	előadó
المؤدي	fellépő
بند	tárgy
بند	tétel
بند	elem
بند	záradék
مينا	mina
اختفاء	eltűnése
دبلن	dublini
دبلن	dublin
العد	gróf
العد	számolom
العد	számol
العد	számít
العد	visszaszámlálás
المؤشر	kurzor
المؤشر	mutató
المؤشر	vizsla
المؤشر	mutató
رقصة	dance
رقصة	tánc
رقصة	táncolj
رقصة	táncolni
الفنلندي	finnország
الفنلندي	finnország
الفنلندي	finn
نيكس	knicks
بوست	poszt
بوست	posta
بوست	post
بوست	bejegyzést
بوست	bejegyzésre
بوست	bejegyzés
الشجر	fákon
الشجر	fák
الشجر	fákat
تضمين	befogadás
تضمين	beágyazás
الصافي	háló
الصافي	nettó
الصافي	net
اللؤلؤ	gyöngy
اللؤلؤ	gyöngyök
اللؤلؤ	pearl
اللؤلؤ	gyöngy
الضريح	szentély
الضريح	mauzóleum
التفاوض	tárgyalási
التفاوض	tárgyalások
التفاوض	tárgyalás
التفاوض	tárgyalni
التفاوض	tárgyalási
الراهب	monk
الراهب	szerzetes
دورتموند	dortmund
الصربية	szerb
الصربية	szerbia
نوبات	műszak
نوبات	műszakban
المستهلكين	fogyasztók
لينكولن	lincoln
الشهرية	havi
الشهرية	havonta
الانتخاب	választási
الانتخاب	választás
الانتخاب	választások
شابة	fiatalok
شابة	fiatal
شابة	fiatalos
المستقل	független
المستقل	önálló
المستقل	függetlenek
عداء	futó
عداء	viszály
الثقب	piercing
القرنية	szaruhártya
العنق	nyakát
العنق	nyaka
العنق	nyak
كارا	kara
مستطيل	téglalap
مستطيل	téglalap
مستطيل	négyszögletes
الرضع	csecsemők
الرضع	csecsemő
الرضع	babák
الرضع	csecsemők
حقيبة	táska
حقيبة	zacskó
حقيبة	táskát
حقيبة	zsák
حقيبة	táska
حقيبة	táskát
حقيبة	bőröndöt
حقيبة	bőrönd
نطاقات	tartományok
نطاقات	bandák
محمول	laptop
محمول	hordozható
تركيبة	kombináció
الاغتيال	merénylet
عصابات	bandák
الدمية	bábu
الدمية	báb
الدمية	baba
الدمية	babám
يسري	vonatkozik
غريغوري	gregory
غريغوري	gergely
رمزية	szimbolizmus
رمزية	szimbolikus
رمزية	jelképes
