और	en
बस्ती	town
कठिनाई	moeilikheidsgraad
कठिनाई	moeilikheid
पुर्तगाली	portugese
पुर्तगाली	portugees
जड़	stam
जड़	root
जड़	wortels
बौद्धिक	intellektuele
निकलता	ribbes
स्वर्ग	hemel
स्वर्ग	heaven
स्वर्ग	paradise
शासित	regeer
अहमदाबाद	ahmedabad
प्रोटोकॉल	protokol
प्रोटोकॉल	protokolle
गणतंत्र	republiek
तिब्बती	tibettaanse
आत्महत्या	selfmoord
संजय	sanjay
मतभेद	verskille
अतिथि	gaste
अतिथि	gas
लें	neem
लें	tree
लें	vat
शानदार	brilliant
शानदार	ongelooflike
शानदार	briljante
शानदार	fabulous
शानदार	wonderlik
प्रतिद्वंद्वी	teenstander
प्रतिद्वंद्वी	teenstanders
मनु	manu
कविताओं	poems
कविताओं	gedigte
वेदों	vedas
तरंग	waai
तरंग	golf
उठाया	ingesamel
अंतराल	interval
पेटेंट	patent
क्रिस	chris
क्रिस	kris
परिचित	kennisse
परिचित	kennis
इंडोनेशिया	indonesië
विश्वसनीय	betroubaar
विश्वसनीय	vertroude
विश्वसनीय	vertrou
विश्वसनीय	vertroud
अब्दुल	abdul
तत्काल	onmiddelik
तत्काल	onmiddellik
तत्काल	dadelik
तत्काल	kits
तत्काल	onmiddellike
तत्काल	urgent
तत्काल	dringende
चित्रकला	skilder
चित्रकला	skildery
पहलुओं	aspekte
गेट	hek
चैंपियनशिप	championship
बाबू	pappa
पैदल	pedaal
गुप्ता	gupta
लाखों	miljoene
शैक्षणिक	opvoedkundige
खोला	oopgemaak
भाप	steam
बेस्ट	beste
गलती	fout
गलती	fout
भ्रूण	fetus
भंग	oplos
चेक	tsjeggiese
चेक	tsjeggië
चेक	tjek
ब्राजील	brasilië
ब्राजील	brics
राग	melody
राग	melodie
राग	raga
तटीय	coastal
सम्प्रदाय	sekte
ख्याति	bekendheid
ख्याति	fame
पंजीकृत	geregistreer
वैध	geldig
वैध	geldige
वैध	soektog
वैध	geldigheid
टॉम	tom
जूनियर	junior
चुम्बकीय	magnetiese
बादशाह	heer
बादशाह	king
बादशाह	koning
रचनात्मक	kreatief
मुखपृष्ठ	tuis
मुखपृष्ठ	huistoe
मुखपृष्ठ	tuisblad
मुखपृष्ठ	huis
ट्रस्ट	trust
ट्रस्ट	vertrou
प्रस्तुति	voorlegging
प्रस्तुति	presentation
उपर	bokant
उपर	bo
उपर	hoogs
धरोहर	erfenis
धरोहर	heritage
भूल	vergetelheid
अद्वितीय	unieke
अद्वितीय	uniek
सरकारों	regerings
खतरनाक	gevaarlike
खतरनाक	gevaarlik
त्यौहार	fees
त्यौहार	festivals
त्यौहार	feestelike
त्यौहार	feestelik
परिमाण	parameters
संक्रमित	besmette
संक्रमित	besmet
संक्रमित	aangetaste
देखना	waarneem
देखना	horlosie
देखना	kyk
देखना	dophou
ख़ास	spesiaal
अवसरों	geleenthede
माँग	aanvraag
स्पेनिश	spaanse
स्पेनिश	spaans
महारानी	queen
महारानी	dame
निरीक्षण	inspeksie
निरीक्षण	insae
जिम्मेदारी	verantwoordelikheid
रंगमंच	teater
भारतीयों	indians
भारतीयों	indiane
त्रुटि	foute
त्रुटि	fout
ब्रज	bra
ऊँची	hoë
ऊँची	hoog
ज्यामिति	afmetings
ज्यामिति	meetkunde
आराम	ontspanne
आराम	gemak
आराम	troos
आराम	rus
आराम	res
रवि	soedan
रवि	son
रवि	ravi
रवि	reunion
भाजपा	bjp
बेटा	beta
बेटा	seun
उपमहाद्वीप	subkontinent
टुकड़े	stukke
क्रिस्टल	kristal
क्रिस्टल	crystal
चौथा	vierde
प्रसन्न	verheug
प्रसन्न	jolly
प्रसन्न	bly
प्रसन्न	gelukkig
सार	abstrakte
पड़ोसी	buurman
पड़ोसी	bure
पड़ोसी	bure
पड़ोसी	buurman
भ्रम	verwarring
भ्रम	illusie
राजनेता	politici
राजनेता	politikus
गोल्ड	goud
भिन्नता	verskil
रविवार	sondag
सारणी	veranderlike
सारणी	tafel
सारणी	tabel
ग्वालियर	gwalior
नाभिकीय	nuclear
अपवाद	uitsonderings
अपवाद	uitsondering
लिखना	tik
पाप	sonde
गले	drukkies
जनक	ouer
स्वचालित	auto
स्वचालित	outomaties
स्वचालित	outo
स्वचालित	outomatiese
स्वचालित	outomaties
खेत	plaas
नागपुर	nagpur
सेमी	semi
असाधारण	extraordinary
असाधारण	uitsonderlik
अपील	appèl
अपील	appelleer
दर्शक	aansig
दर्शक	kyker
दर्शक	kykers
दर्शक	gehoor
दर्शक	toeskouer
दर्शक	kykers
सैकड़ों	honderde
पार्वती	parwati
क्लास	klas
लीला	leila
कलात्मक	artistieke
मंगोल	mongols
मंगोल	angola
मंगोल	mongolia
शुभ	goeie
शुभ	goed
स्वीकृत	aanvaarde
स्वीकृत	aanvaar
स्वीकृत	goedgekeur
बैटरी	battery
बैटरी	batterye
कहानियाँ	berigte
कहानियाँ	stories
पुष्प	blomme
पुष्प	blom
सुविधाएं	fasiliteite
सुविधाएं	verhuur
सुविधाएं	geriewe
अक्षांश	breedtegraad
मियामी	miami
सम्पर्क	kontak
दृश्यों	skerms
दृश्यों	scenes
दृश्यों	tonele
कार्यवाही	verrigtinge
आतंकवाद	terrorisme
परिस्थिति	situasie
परिस्थिति	omstandighede
लोकतंत्र	demokrasie
उपलब्धि	behaal
कुश्ती	stoei
क्लिक	kliek
क्लिक	klik
लेबल	etiketteer
लेबल	etiket
अकाल	hongersnood
फैशन	fashion
फैशन	mode
फैशन	modes
पैलेस	paleis
नीला	blou
पोर्ट	hawe
पोर्ट	port
पोर्ट	poort
पोर्ट	poorte
विधेयक	noot
बलों	magte
स्टील	staal
स्टील	steele
यूनान	griekeland
थोड़े	effens
ऑस्टिन	austin
एकड़	acres
एकड़	akkers
एकड़	akker
सेकंड	sekondes
सेकंड	sekonde
सेकंड	sekondes
सेकंड	sekonde
अवयव	komponent
आलेख	artikels
आलेख	grafiek
आलेख	grafiese
दिव्य	divine
फ्लोरिडा	florida
नली	tuinslang
पूर्वोत्तर	noordelike
साक्ष्य	bewyse
साक्ष्य	getuienis
कहाँ	waar
कहाँ	waarheen
आवरण	koevert
आवरण	toemaak
आवरण	omslag
आवरण	omhulsel
निकला	afgelei
मौर्य	maurya
आंकड़े	statistiek
आंकड़े	statistieke
आंकड़े	statistiek
आंकड़े	statistieke
आंकड़े	figure
एकीकरण	integrasie
फोटो	foto
चोरी	gesteel
चोरी	gesteelde
चोरी	diefstal
चोरी	steel
चोरी	diefstal
चोरी	steel
सिंहासन	throne
आचरण	gedrag
आचरण	optrede
क्लोराइड	chloor
हरी	groen
हरी	hari
शरण	refuge
परिकल्पना	hipotese
बयान	stelling
मुंह	mond
विनाश	vernietiging
एजेंट	agent
बेल्जियम	belgië
वितरित	afgelewer
वितरित	versprei
वितरित	verspreide
श्रेणियाँ	guild
श्रेणियाँ	kategorië
श्रेणियाँ	kategorieë
शाब्दिक	literal
खूब	goed
खूब	wel
खूब	sowel
आतंकवादी	terroriste
प्रतिबंधित	vashou
प्रतिबंधित	beperk
प्रतिबंधित	verbande
प्रतिबंधित	verban
साथियों	kollegas
न्यूटन	newton
पारस्परिक	wedersydse
पारस्परिक	mutual
पारस्परिक	onderlinge
अद्यतन	opdateer
अद्यतन	opgedateer
अद्यतन	opdaterings
अद्यतन	bywerkings
अद्यतन	wysigings
बैठे	sitting
बैठे	sit
पारम्परिक	tradisioneel
पारम्परिक	tradisionele
विलुप्त	uitgestorwe
सिक्किम	sikkim
प्रशिक्षित	opgeleide
पारिस्थितिकी	ekologie
सैद्धांतिक	teoretiese
स्पेनी	spaanse
स्पेनी	spaans
पौधा	plant
संलग्न	aangeheg
संलग्न	aangehegte
होम	tuis
होम	huistoe
होम	tuisblad
होम	huis
होम	huise
सिक्के	coins
सिक्के	munte
सिक्के	muntstukke
काउंसिल	raad
ट्यूब	tube
ट्यूब	buis
अवलोकन	oorsig
अवलोकन	oorleg
नमूने	voorbeelde
नमूने	samples
बन्द	af
बन्द	geslote
बन्द	gesluit
बन्द	toegemaak
बन्द	toemaak
बन्द	sluit
कब	wanneer
तारीख	datum
एकदम	absoluut
समावेश	insluiting
खुदाई	grou
भरत	bharat
फलों	fruits
वस्तुएँ	items
वस्तुएँ	voorwerpe
वस्तुएँ	objekte
हमलों	aanvalle
हमलों	strikes
बीस	twintig
शिकायत	klagtes
शिकायत	klagte
शिकायत	kla
टेलीविज़न	televisie
अन्ना	anna
विन्यास	opstelling
विन्यास	stellings
विन्यास	verstellings
ध्रुवीय	polêre
तिहाई	derdes
पार्श्व	flank
पार्श्व	kant
घड़ी	horlosie
रोशनी	lig
रोशनी	ligte
आलोचक	kritici
रखरखाव	onderhoud
रखरखाव	instandhouding
डीएनए	dna
डीएनए	dns
नाना	nana
महावीर	mahavira
स्पर्श	touch
स्पर्श	aanraking
वनों	deforestation
वनों	woud
वनों	bos
कृतियाँ	writings
जीते	gewen
कबीर	kabir
हानिकारक	skadelike
आमंत्रित	genooide
आमंत्रित	uitgenooi
आमंत्रित	genooi
शिल्प	craft
हिन्दुस्तान	hindustan
पीला	yellow
श्लोक	verse
बादल	wolke
बादल	wolk
चंद्रमा	maan
कोयला	kole
कोयला	steenkool
संवैधानिक	ingryping
संवैधानिक	konstitusionele
संवैधानिक	grondwetlike
पादप	plant
चौड़ाई	wydte
उपयोगिता	nuttigheid
उपयोगिता	bruikbaarheid
तिलक	tilak
संवेदनशील	sensitief
मान्य	geldig
मान्य	geldige
मान्य	soektog
अनुसूचित	geskeduleerde
अनुसूचित	geskeduleer
सम्पन्न	klaar
सम्पन्न	afgehandel
सम्पन्न	voltooi
सम्पन्न	gedoen
सम्पन्न	klaar
हॉलीवुड	hollywood
शहीद	martelaar
तेज़	vinniger
तेज़	vinnig
तेज़	vinnige
पीछा	chase
अर्ध	quasi
अर्ध	semi
अल्प	alp
अल्प	ligte
न्यायिक	geregtelike
फंड	fonds
फंड	vonds
नाक	neus
बाई	bai
निवेदन	versoeke
निवेदन	versoek
इंदौर	indore
ब्रायन	brian
ब्रायन	bryan
अनुभाग	seksie
अनुभाग	afdeling
अनुभाग	seksies
अनुभाग	afdelings
अनुभाग	artikels
बीसवीं	twentieth
रंगीन	kleurvolle
रंगीन	gekleurde
रंगीन	kleurvolle
अपेक्षित	verwag
मूलभूत	fundamentele
मूलभूत	basies
मूलभूत	basic
मूलभूत	basiese
विभागों	departemente
अदा	pay
अदा	betaal
जिम	gimnasium
जिम	jim
पूछा	gevra
कहानियां	berigte
कहानियां	stories
उत्पादित	vervaardig
उत्पादित	geproduseer
पहुँचा	ingegaan
दोषी	skuldig
ज्वर	koors
क्रिसमस	kersfees
रखें	aanhou
रखें	hou
रखें	behou
भंडार	berging
गार्डन	tuin
गीतकार	liedjieskrywer
कार्टून	tekenprent
कार्टून	cartoon
फ़्रांस	frankryk
व्यंग्य	satire
ठंडा	cold
ठंडा	koue
ठंडा	koud
नाडु	nadu
पत्थरों	klippe
अक्ष	axis
इमारतें	geboue
प्रतिपादन	interpreteer
पन्ने	bladsye
पन्ने	blaaie
पन्ने	bladsy
मोदी	modi
एपिसोड	episodes
एपिसोड	episode
डोमेन	domeine
डोमेन	domain
डोमेन	domein
मैक	mac
वचन	covenant
आकलन	vermoede
पर्यावरणीय	environmental
पसंदीदा	gunsteling
पसंदीदा	gunsteling
पसंदीदा	gunstelinge
अनुयायी	volgelinge
मुकदमा	verhoor
मुकदमा	sue
कार्ल	carl
वियतनाम	viëtnam
वियतनाम	vietnam
तलवार	lance
तलवार	swaard
उत्पादक	produktiewe
उत्पादक	produktief
उत्पादक	vervaardiger
उत्पादक	producer
उत्पादक	vervaardiger
आयरिश	ierse
आयरिश	irish
आयरिश	iers
अभिलेख	argief
अभिलेख	argiveer
अभिलेख	argiewe
राजकुमारी	prinses
अनुचित	onregverdig
अनुचित	onbillik
अनुचित	onvanpas
कल	môre
कल	more
कल	yesterday
कल	gister
इनकार	godslastering
इनकार	verbied
प्रतिकूल	ongunstig
नींद	slaap
कार्यान्वयन	implementering
बाँध	dam
विवादास्पद	omstrede
कथानक	scenario
प्रभुत्व	dominansie
बेहतरीन	beste
बेहतरीन	uitstekend
बेहतरीन	uitstekende
बेहतरीन	excellent
तालिका	veranderlike
तालिका	tafel
तालिका	tabel
तालिका	katalogus
वायुमंडल	atmosfeer
यथार्थ	regte
यथार्थ	egte
रहस्य	secrets
रहस्य	geheime
रहस्य	mystery
रहस्य	geheimsinnig
रहस्य	geheim
रहस्य	geheime
रहस्य	sekuriteit
वृत्त	sirkels
वृत्त	sirkel
रुपए	roepee
मोक्ष	verlossing
पूरक	aanvullings
स्पेस	spasie
नाटकीय	dramatiese
वाशिंगटन	washington
बर्लिन	berlyn
रद्द	gekanselleer
रद्द	gekanselleer
रद्द	opgeskort
रद्द	teruggetrek
रद्द	opgehef
पैटर्न	patroon
गोल्डन	goue
गोल्डन	golden
प्रभु	here
खण्ड	seksies
खण्ड	afdelings
खण्ड	artikels
खण्ड	seksie
खण्ड	afdeling
खण्ड	segmente
नेत्र	oog
पोप	pous
लायक	werd
गरीबी	armoede
सांता	santa
लेजर	grootboek
लेजर	lêer
संगणक	rekenaar
रूचि	belangstellings
रूचि	belangstelling
रूचि	rente
रेगिस्तान	woestyn
रेगिस्तान	woestyne
भीतरी	innerlike
पूर्ववर्ती	voorganger
इंजीनियर	engineer
इंजीनियर	ingenieur
भंडारण	berging
रोल	rol
रहमान	rahman
मुफ्त	gratis
मुफ्त	vry
मुफ्त	free
तूफान	storm
वर्णमाला	alfabet
वर्णमाला	alfabeties
लम्बा	tall
लम्बा	lank
लम्बा	hoog
टर्मिनल	terminaal
उद्धृत	aangehaal
दुबई	dubai
पावर	krag
पावर	elektrisiteit
भूत	spook
चिंतन	meditasie
चिंतन	muse
क्यूबा	cuba
क्यूबा	kuba
मूत्र	urine
संस्कृतियों	kulture
उपासना	aanbidding
उपासना	worship
अनंत	oneindige
अनंत	infinity
बालों	hare
कुत्ते	hondjies
कुत्ते	honde
कुत्ते	hond
मुँह	mond
कम्युनिस्ट	kommunistiese
प्रसंग	temas
प्रसंग	tema
पेड़ों	bome
धूप	sonskyn
धूप	sonlig
अफ़ग़ानिस्तान	afghanistan
इन्द्र	indra
कॉमेडी	komedie
बर्तन	disse
अस्वीकार	weier
अस्वीकार	verbied
अस्वीकार	weier
अस्वीकार	verwerp
मधुमेह	diabetes
हॉट	hot
हॉट	warm
पाठकों	lesers
दमन	lyke
नाइट्रोजन	stikstof
मार्गदर्शन	leiding
समाजशास्त्र	sosiologie
समापन	likwidasie
कर्तव्य	plig
कर्तव्य	pligte
नस्ल	etnisiteit
केबल	kabels
केबल	kabel
सिडनी	sydney
परिचालन	bewerkings
हाइड्रोकार्बन	koolwaterstof
कश्मीरी	kashmir
स्वप्न	droom
प्रसिद्धि	bekendheid
प्रसिद्धि	fame
अपराधी	kriminele
अपराधी	skuldig
दुकान	winkel
नियत	gestel
नियत	instel
नियत	stel
सुना	aangehoor
सुना	geluister
सर्जरी	chirurgie
सर्जरी	operasies
झारखण्ड	jharkhand
स्वरुप	formate
भयंकर	horrible
मेयर	burgemeester
आर्थर	arthur
डाउनलोड	aflaai
डाउनलोड	afgelaai
डाउनलोड	afgelaai
डाउनलोड	aflaaie
खुदरा	retail
नीदरलैंड	nederlande
नीदरलैंड	netherlands
नीदरलैंड	nederland
धर्मों	gelowe
प्रशंसकों	fans
प्रशंसकों	bewonderaars
प्रशंसकों	aanhangers
घाव	wonde
स्पोर्ट्स	sportsoorte
स्पोर्ट्स	sport
क्रॉस	kruis
साप्ताहिक	daagliks
साप्ताहिक	weekliks
साप्ताहिक	weeklikse
अनुभूति	voel
राजस्थानी	raj
मेजर	major
मेजर	majoor
मेजर	hoofvak
मेजर	maj
स्वतः	auto
स्वतः	outomaties
स्वतः	outo
स्टीव	steve
थिएटर	teaters
थिएटर	teater
थिएटर	teater
दूरसंचार	telekommunikasie
दूरसंचार	telekommunikasie
खपत	verbruik
खपत	vrymoedigheid
चक्कर	vertigo
चक्कर	dizzy
परिवेश	omgewing
सूजन	swelling
सूजन	swelsel
रोकथाम	voorkoming
सदियों	centuries
गुलाब	roses
गुलाब	roos
झिल्ली	membrane
भालू	beer
दूरदर्शन	televisie
सोमवार	maandae
सोमवार	maandag
सर्दियों	winters
सर्दियों	winter
गांवों	villages
ऑटो	auto
ऑटो	outomaties
ऑटो	outo
इलेक्ट्रिक	elektriese
शतक	eeue
शतक	eeu
हालत	voorwaarde
हालत	kondisie
मक्का	mekka
मक्का	mecca
मक्का	mielie
आस्था	geloof
अफगानिस्तान	afghanistan
प्रभाग	division
प्रभाग	deling
निष्पादन	uitvoer
निष्पादन	werkverrigting
निष्पादन	prestasie
निष्पादन	opvoering
निष्पादन	aksie
निष्पादन	uitvoering
पहचाना	geïdentifiseer
पहचाना	herken
पहचाना	erkende
वाहक	draer
वाहक	diensverskaffer
वाहक	diensverskaffers
अभिक्रिया	reaksie
सुनने	verhoor
सुनने	hoor
सुनने	gehoor
सुनने	aanhoor
सुनने	hearing
भ्रमण	toer
भ्रमण	tour
भ्रमण	odyssey
हड्डी	been
तन्त्र	tantra
तन्त्र	lêerstelsel
तन्त्र	sisteem
तन्त्र	stelsel
तन्त्र	sagteware
वक्र	curve
वक्र	kurwes
पुरातत्व	argeologiese
पुरातत्व	argeologie
वरुण	neptune
आजाद	gratis
आजाद	vry
आजाद	free
आजाद	azad
कॉर्पोरेट	corporate
कॉर्पोरेट	korporatiewe
सांस	asem
आयाम	dimensie
आयाम	dimension
आयाम	amplitude
आयाम	dimensies
चन्द्रमा	maan
बेटियाँ	meisies
बेटियाँ	vroulik
बेटियाँ	daughters
जादू	toor
जादू	magic
कोच	afrigters
कोच	afrigter
बंदी	gevangene
विष	poison
ऑक्सफोर्ड	oxford
वाद	ism
ऑडियो	oudio
निधि	fondse
निधि	fonds
निधि	vonds
पैसा	geld
लोहा	yster
स्मरण	remembrance
सेतु	brug
फ़ोन	foon
फ़ोन	phone
फ़ोन	fone
अवकाश	vakansie
अवकाश	vakansie
अवकाश	ontspanning
अवकाश	leisure
अवकाश	vakansiedae
अवकाश	vakansies
बंगलौर	bangalore
मुलाकात	afsprake
मुलाकात	afspraak
बुरा	boos
बुरा	bose
अफ़्रीकी	africa
अफ़्रीकी	afrika
अफ़्रीकी	afrikaanse
अफ़्रीकी	afrikaan
अफ़्रीकी	afrika
अफ़्रीकी	african
ब्रेक	breek
ब्रेक	blaaskans
ब्रेक	brake
ब्रेक	rem
एक्सचेंज	ruil
दक्षता	doeltreffendheid
पतली	maer
पतली	dun
बच्चा	kind
बच्चा	kinder
बच्चा	kind
बिन	blik
न्यूज़	nuus
जलप्रपात	waterval
समर्थ	able
टॉप	bokant
टॉप	bo
टॉप	hoogs
टॉप	tops
प्रिंस	vors
प्रिंस	prinse
प्रिंस	prince
प्रिंस	prins
सशस्त्र	gewapende
अमृतसर	amritsar
टेलीफोन	telefoon
सवार	rider
नारी	vrou
हार्ड	hard
हार्ड	harde
हार्ड	moeilik
वसंत	lente
रचयिता	skrywers
रचयिता	outeurs
रचयिता	skrywer
रचयिता	outeur
यकृत	lewer
मेन	hoof
मेन	mans
मेन	manne
मेन	maine
डेनमार्क	denemarke
ऑपरेटिंग	werkende
लाइब्रेरी	biblioteke
लाइब्रेरी	biblioteek
एलन	allen
एलन	alan
यॉर्क	york
जॉनी	johnny
जॉनी	jonny
प्राप्तकर्ता	ontvangers
मरम्मत	herstelwerk
योद्धा	warrior
योद्धा	vegter
बचत	besparings
ज़ी	zee
प्रदर्शनी	uitstalling
प्रदर्शनी	exhibition
पोशाक	rok
पोशाक	rokke
नैतिकता	etiek
नैतिकता	morals
झीलें	mere
युक्ति	toestel
युक्ति	wenk
युक्ति	toestelle
शोषण	uitbuiting
समाधि	samadhi
मशीनों	masjinerie
मशीनों	masjiene
तुलसी	basil
भूमिगत	ondergrondse
पत्ते	blare
मोटी	dik
मोटी	vet
मोटी	fat
अखबार	koerant
स्टोन	klip
मल	ontlasting
मकान	house
मकान	huis
मकान	huise
एचआईवी	miv
क्षय	ebb
क्षय	decay
मजदूर	werkers
मजदूर	workers
मजदूर	arbeid
जोन्स	jones
अनुदान	toelaes
हार्डी	hardy
लेंस	lens
गतिशील	dinamiese
गतिशील	omvattende
आक्रामक	aggressief
प्राथमिकता	prioriteit
प्राथमिकता	voorkeur
एंजिल्स	angeles
देगा	preta
पोलैंड	pole
शाखाएँ	takke
विल्सन	wilson
कॉल	oproep
कॉल	bel
कॉल	roep
कॉल	skakel
कॉल	oproepe
त्योहार	fees
मंगोलिया	mongols
मंगोलिया	angola
मंगोलिया	mongolia
रेस्तरां	restaurante
रेस्तरां	restourant
रेस्तरां	restaurant
सोना	sona
सोना	goud
फार्म	plaas
फार्म	vorms
आँख	oog
इंगित	aanwys
जीवाश्म	fossiel
लोकतांत्रिक	demokratiese
विद्यार्थियों	leerders
यूनिकोड	unicode
पढ़ें	lees
पढ़ें	gelees
आश्चर्य	verrassing
आश्चर्य	marvel
आश्चर्य	wonder
शेख	sheikh
रूपरेखा	profiel
रूपरेखा	buitelyn
प्रांतीय	provinsiale
कालीन	carpet
शब्दकोश	woordelys
शब्दकोश	woordeboek
सूचकांक	indeks
विधा	genre
प्रजा	vakke
नगरपालिका	munisipaliteit
सोचा	dog
सोचा	gedink
गर्दन	nek
गिनती	tel
गिनती	counting
गिनती	tel
दोपहर	middag
चैंपियन	kampioen
यहा	hier
बीटा	beta
म्यूज़िक	musiek
नवीनतम	nuutste
नवीनतम	nuutste
नवीनतम	jongste
इतिहासकारों	historians
सन्देश	boodskap
कैमरा	camera
कैमरा	kamera
कैमरा	kameras
बाध्य	gebind
प्रचालन	werkende
वायुयान	vliegtuie
वायुयान	vliegtuig
वायुयान	vliegtuig
विस्तारित	uitgebreide
कोरियाई	korean
कोरियाई	koreaanse
कोरियाई	korea
इंजीनियरी	ingenieurswese
कोटा	kwotas
कोटा	kwota
कोटा	kota
मलेरिया	malaria
फर्म	vas
लड़कियों	meisies
लड़कियों	mishandel
आलू	potatoes
आलू	aartappel
उन्नीसवीं	nineteenth
भविष्यवाणी	voorspel
भविष्यवाणी	voorspelling
भविष्यवाणी	wiggelary
भविष्यवाणी	voorspelling
रेटिंग	aanslae
उपहार	geskenke
उपहार	geskenk
श्रंखला	serie
साझेदारी	samewerking
साझेदारी	vennootskap
साझेदारी	gedeel
शनिवार	saterdae
शनिवार	saterdag
शनिवार	sa
दादा	dada
दादा	oupa
शर्त	voorwaarde
शर्त	kondisie
शर्त	bie
शर्त	bet
हज़ार	duisend
दर्पण	weerspieël
दर्पण	spieël
दर्पण	spieëlbeeld
दर्पण	dupliseer
प्रेमी	lover
प्रेमी	liefhebbers
प्रेमी	kêrel
श्रमिक	arbeid
श्रमिक	labour
श्रमिक	arbeid
नमूना	voorbeeld
नमूना	specimen
दीक्षित	dixit
व्यापारियों	traders
स्पेक्ट्रम	spektrum
ड्राइवर	drywers
ड्राइवर	bestuurders
ड्राइवर	aandrywer
ड्राइवर	drywer
ड्राइवर	aandrywer
दस्तावेज	dokumente
दस्तावेज	dokument
आयतन	volume
आयतन	volumes
लुईस	lewis
लुईस	louise
हल्का	lig
हल्का	ligte
हल्का	ligter
हल्का	ligte
जहाजों	skepe
प्रबन्धन	bestuur
वस्तुतः	literally
खगोलशास्त्र	sterrekunde
परेशान	pla
परेशान	ontsteld
रिश्ते	relationships
रिश्ते	verhoudings
रिश्ते	verhouding
आईसीसी	icc
दण्ड	kriminele
नाग	snake
नाग	slang
क्रान्ति	rewolusie
क्रान्ति	revolusie
प्रश्नों	navrae
ब्यूरो	bureau
निर्णायक	definitiewe
शीत	winter
विशेषज्ञों	deskundiges
विशेषज्ञों	kundiges
विशेषज्ञों	kenners
विशेषज्ञों	experts
धूल	stof
क्षण	oomblikke
क्षण	oomblik
सम्पादक	redigeerders
उत्तराखंड	uttarakhand
पायलट	pilot
ब्राज़ील	brasilië
समर्थित	gesteun
समर्थित	ondersteunde
बास्केटबॉल	basketball
बास्केटबॉल	basketbal
प्रगतिशील	progressiewe
शूटिंग	skiet
शूटिंग	verskietende
महिलाएं	dames
महिलाएं	meisies
महिलाएं	vroulik
महिलाएं	vroue
महिलाएं	vrouens
असंभव	onmoontlik
बारी	bari
रेसिंग	racing
रेसिंग	resies
ऑक्साइड	oxide
चंडीगढ़	chandigarh
विशेषताएँ	kenmerke
विशेषताएँ	eienskappe
विशेषताएँ	spesifikasies
विशेषताएँ	spesialiteite
आधारभूत	basiese
आधारभूत	fundamentele
बारिश	reën
कृपा	grace
कोशिकाएं	selle
विफलता	mislukking
नियोजन	beplanning
आपदा	ramp
आपदा	disaster
उत्साह	zeal
ऊतकों	tissues
वोट	stem
वोट	stemme
पूर्वज	voorouer
उत्तरदायी	verantwoordelik
ऑस्ट्रिया	oostenryk
आश्रय	skuiling
समुच्चय	gestel
समुच्चय	instel
समुच्चय	stel
धान	paddy
मूर	moors
मूर	moore
कॉपीराइट	kopiereg
झूठ	lie
झूठ	jok
झूठ	leuen
झूठ	lies
विवेक	bewussyn
ब्रह्माण्ड	heelal
ब्रह्माण्ड	kosmiese
बेन	ben
मेमोरी	geheue
मेमोरी	herinnering
फोर्ड	ford
एलिज़ाबेथ	elizabeth
एलिज़ाबेथ	elisabeth
एलिज़ाबेथ	elisabeth
चीज	kaas
पीड़ा	pyn
सीटें	sitplekke
जनित	gegenereerde
जनित	gegenereer
आपराधिक	kriminele
श्रीनगर	srinagar
यांत्रिकी	mechanics
यांत्रिकी	waartoe
आघात	trauma
भाइयों	broers
मांसपेशियों	spiere
बाएं	gelaat
उतार	deklinasie
उतार	ebb
प्रदाता	verskaffer
दानव	reus
दानव	monster
कोमल	gentle
समस्याएं	probleme
समस्याएं	problems
चढ़ाई	klim
चढ़ाई	hiking
इंक	inc
होल	gat
विक्रय	verkope
आउटपुट	afvoer
वास्तविकता	realiteit
वास्तविकता	werklikheid
पुर्तगाल	portugal
सिंड्रोम	sindroom
उपज	vervaardig
उपज	produce
उपज	oplewer
उपज	opbrengs
क्षमा	forgiveness
सशक्त	bemagtig
सांख्यिकी	statistiek
सांख्यिकी	statistieke
मिस	mejuffrou
मिस	miss
मिस	mej
व्यस्त	besig
रोका	opgehou
रोका	gestop
रोका	gestaak
समझना	verdraagsaamheid
समझना	begrip
बिलबोर्ड	billboard
सेल्सियस	celsius
टैंक	tenk
टैंक	tenks
खुशी	vreugde
खुशी	gaiety
खुशी	geluk
पिन	pins
पिन	speld
चट्टान	rock
चट्टान	fossiel
चट्टान	cliff
सफर	reis
सफर	journey
अणुओं	molekules
उपभोग	verbruik
उपभोग	vrymoedigheid
वाष्प	stoom
अभिनीत	rolverdeling
बरो	munisipaliteit
प्रजातियां	spesie
प्रजातियां	spesies
गुरुत्वाकर्षण	swaartekrag
गुरुत्वाकर्षण	gravitasie
शैल	rock
संगत	aanpasbaar
संगत	versoenbaar
अवसाद	depressie
स्तम्भ	kolomme
खनन	mining
खनन	myn
खनन	mynbou
खनन	mynwese
कॉमिक्स	comics
कॉमिक्स	strokiesverhaal
हार्डवेयर	hardeware
बुध	mercury
बुध	kwik
बुध	wo
मरीज	geduldig
मरीज	patient
इंडियाना	indiana
मलिक	malik
कमीशन	kommissie
उजागर	blootgestel
उजागर	kaak
इलेक्ट्रॉन	elektron
सम्भावना	moontlikheid
क्षैतिज	horisontale
महमूद	mahmoud
महमूद	mahmoed
डबल	dubbel
डबल	dubbele
ड्रम	drum
ड्रम	drom
ड्रम	dromme
ड्रम	drums
अस्पष्ट	obscure
दीक्षा	inisiasie
अवरोध	blokke
अवरोध	barrier
टावर	tower
टावर	toring
संबोधित	aanspreek
ड्रामा	drama
