উইলিস	vilis
পুষ্প	ziedēšanas
আইনত	tiesiski
আইনত	juridiski
আইনত	legāli
দারিদ্র্য	nabadzība
সংশয়	šaubu
সংশয়	šaubos
কোণায়	stūrī
কোণায়	stūris
কোণায়	stūri
অযৌন	bezdzimuma
সেকশন	iedaļa
সেকশন	sadaļa
সেকশন	sekcija
ট্রেভর	trevors
অংশগ্রহনের	piedalīšanās
অংশগ্রহনের	līdzdalība
অংশগ্রহনের	dalība
নরওয়েজিয়ান	norvēģu
নরওয়েজিয়ান	norvēģijas
বিলম্ব	kavēšanās
বিলম্ব	aizkavēšanās
বিলম্ব	aizture
ক্লেয়ার	klēra
নার্স	medmāsas
নার্স	māsiņa
নার্স	medmāsa
ডেভেলপার	izstrādātājs
পড়ছে	krīt
মোনাকো	monako
সস	mērce
সস	mērcē
সস	mērci
হ্যাট	cepure
হ্যাট	cepuri
বিশৃঙ্খল	haotiska
আবদেল	abdel
করিডোর	sānā
করিডোর	koridors
ওনার	viņai
ওনার	viņas
কারিগর	amatniekiem
কারিগর	mehāniķi
কারিগর	mehāniķis
মাখন	sviests
রু	rūtas
সোডা	soda
মুসলমানের	musulmaņi
মুসলমানের	musulmaņu
পেঁচা	pūce
ময়দা	milti
শুয়ে	izdēšanas
শুয়ে	melo
হিলারি	hilarija
হিলারি	hilarija
আটলান্টা	atlantu
আইসল্যান্ডীয়	islandiešu
আইসল্যান্ডীয়	īslandiešu
আইসল্যান্ডীয়	islandes
কিউব	kubs
কিউব	kuba
পুকুরে	dīķi
পুনরুজ্জীবিত	atdzīvināt
স্থূলতা	aptaukošanās
বন্ধুত্বের	draudzību
বন্ধুত্বের	draudzība
শিশ্ন	dzimumlocekļa
নির্গমন	emisijas
নির্গমন	emisija
সামুরাই	samuraju
মগ	krūze
ভদ্র	pienācīgu
ভদ্র	maigs
ভদ্র	maiga
ইভ	priekšvakarā
অনির্দিষ্ট	nenoteikts
অনির্দিষ্ট	jebkuru
অনির্দিষ্ট	jebkura
অনির্দিষ্ট	jebkurš
জেসি	jessie
লুডভিগ	ludvigs
সহকর্মীদের	kolēģu
সহকর্মীদের	kolēģiem
সহকর্মীদের	kolēģi
টিমোথি	timotijs
জোসে	jose
জোসে	hosē
আশি	astoņdesmit
কর্নেলিয়াস	kornēlijs
বিশেষজ্ঞরা	speciālisti
বিশেষজ্ঞরা	eksperti
বিশেষজ্ঞরা	ekspertus
দায়িত্বের	pienākumi
দায়িত্বের	atbildība
দায়িত্বের	atbildības
দায়িত্বের	atbildība
দায়িত্বের	atbildības
উমা	uma
এলটন	alton
নিশ্চিতভাবে	noteikti
জারা	zāra
ইতালিয়	itāļu
ইতালিয়	itāliešu
ইতালিয়	itālijas
হাওয়াইয়ান	havajiešu
যোদ্ধারা	cīnītāji
রেন	wren
রেন	ren
পিচ	piķis
কপাল	pieres
কেও	arī
কেও	pārāk
ব্যাগ	soma
ব্যাগ	maiss
ব্যাগ	maisiņš
ব্যাগ	somas
ব্যাগ	maisi
ব্যাগ	maisiņi
মরে	mirst
মরে	die
মরে	mirt
মরে	nomirt
মুরগি	vistas
মুরগি	cālis
মুরগি	vista
মুরগি	vistas
মুরগি	cāļi
মুরগি	vistām
জরীপ	aptaujas
পরিসমাপ্তি	beidzas
সুপারনোভা	supernova
রোমা	romu
রোমা	romi
ছড়ানো	izplatās
ছড়ানো	izplatīšanās
কোয়ালিশন	koalīcijas
কোয়ালিশন	koalīcija
হিচকক	hičkoks
অ্যালিস	alise
চিনা	ķīnas
চিনা	ķīnieši
চিনা	ķīnietis
চিনা	ķīniešu
সন্নিহিত	blakus
কাশ্মীরে	kašmiras
যন্ত্রণা	sāpes
এন্টি	anti
সিরামিক	keramika
সিরামিক	keramikas
হন্ডুরাস	hondurasas
স্লোভাক	slovāku
স্লোভাক	slovākijas
ভূতের	šausmas
ডুমুর	ficus
যাচাইকরণ	pārbaude
সোফি	sofija
মালহোত্রা	malhotra
প্রিমেরা	primera
তালিবান	taliban
শকুন	grifs
কীটপতঙ্গ	kaitēkļu
কাক	vārna
কাক	vārnas
প্রমানিত	pierādīts
ধর্মযাজক	mācītājs
যক্ষ্মা	tuberkuloze
যক্ষ্মা	tuberkulozes
অ্যানালগ	analogo
অ্যানালগ	analogs
অ্যানালগ	analoga
অ্যানালগ	analogā
অ্যানালগ	analogs
অ্যানালগ	analogā
অয়েল	eļļa
অয়েল	eļļas
অয়েল	nafta
কলিন্স	kolinss
কারিনা	karina
বোটানিক্যাল	botāniskais
এমনি	tādējādi
ফ্রেজার	freizere
খুলি	galvaskausa
বর্ণালী	spektrs
বর্ণালী	spektra
স্পর্শকাতর	jutīgu
স্পর্শকাতর	jutīgs
স্পর্শকাতর	jutīgi
স্পর্শকাতর	jutīga
স্পর্শকাতর	jutīgas
স্পর্শকাতর	jūtīgs
সোয়াহিলি	svahili
বারমুডা	bermudu
ক্রোধ	dusmu
ক্রোধ	dusmas
চেস্টার	česters
জার্মানদের	vācieši
পুরা	pura
বেল্ট	josta
বেল্ট	jostu
চুম্বক	magnētu
চুম্বক	magnēti
লস্কর	laskers
রুজভেল্ট	rūzvelts
সুত্ত	suta
আসবাবপত্র	mēbeles
মেহেদী	mehdi
ফেরেশতা	eņģeļi
মূর্ধন্য	retroflekss
আকাঙ্ক্ষা	ilgojas
আকাঙ্ক্ষা	ilgas
সেশন	sezonai
সেশন	sezonu
সেশন	sezonas
সেশন	sezonā
সেশন	sezona
সেশন	sesiju
সেশন	sesija
সেশন	sesijas
যোগী	jogi
কাশি	klepus
শখ	hobijs
শখ	hobiji
পুণ্য	godbijību
ইনলাইন	iekļautu
ইনলাইন	iekļauti
প্রলেপ	pārklājums
মেকানিক্যাল	mehāniskais
মেকানিক্যাল	mehāniskās
মেকানিক্যাল	mehāniska
মেকানিক্যাল	mehāniskā
শা	sha
গার্সিয়া	garsija
গার্সিয়া	garcía
ক্রেতাদের	pircējus
ক্রেতাদের	pircēji
কারাগারের	cietuma
কারাগারের	cietums
হ্যালো	sveicināti
হ্যালো	sveiks
হ্যালো	hello
হ্যালো	sveika
হ্যালো	sveiki
অভূতপূর্ব	bezprecedenta
হাইতি	haiti
অ্যান্টি	anti
ফার্নান্দো	fernando
লিবার্টি	brīvība
নিশান	karogs
নিশান	karoga
অপ্রত্যাশিত	negaidīta
অপ্রত্যাশিত	neparedzēti
অপ্রত্যাশিত	negaidīts
অপ্রত্যাশিত	negaidīti
ঐকমত্য	vienprātība
ক্লোরিন	hlora
ক্লোরিন	hlors
আসিয়ান	asean
হং	hong
হীরক	dimanta
হীরক	dimants
হীরক	dimantu
রম	rom
হার্ডি	hardijs
পুনর্বাসন	rehabilitācija
পুনর্বাসন	rehabilitācijas
টলেমি	ptolemajs
নীরব	kluss
নীরব	klusē
ট্রাঙ্ক	bagāžnieku
প্যারেড	parādi
প্যারেড	parāde
গার্হস্থ্য	iekšzemes
কর্মশালা	semināri
কর্মশালা	darbnīcas
কর্মশালা	seminārs
কর্মশালা	darbnīca
ফ্রিকোয়েন্সি	biežums
ফ্রিকোয়েন্সি	biežuma
ফ্রিকোয়েন্সি	frekvence
স্ট্যাম্প	zīmogs
ডার্বি	darbijs
ডার্বি	derby
বার্টন	burton
সুন্দরভাবে	godam
জাম্বিয়া	gambija
জাম্বিয়া	zambija
বেলে	belle
মন্টি	monte
মন্টি	monty
ফেজ	fāze
ফেজ	posms
ফেজ	etaps
আর্মস্ট্রং	ārmstrongs
কাব্যিক	friendship
অট্টালিকা	muižā
সিড	sid
পাপড়ি	ziedlapiņas
লয়	noslēgums
শ্বসন	ieelpo
হ্যান্ডবল	handball
হজম	fermentācijas
হজম	sagremot
নারীবাদ	feminisms
বিঘ্ন	pārtraukt
বিঘ্ন	pārtraukums
হরতাল	streiks
হ্যামিলটন	hamiltons
নিকিতা	ņikita
জেনি	jenni
জেনি	dženija
শিকারি	mednieks
শিকারি	mednieku
লোপ	zudums
লোপ	zaudējums
লোপ	zudumi
লোপ	zaudējumi
ঝগড়া	tracis
ঝগড়া	cīņu
ঝগড়া	cīņa
ঝগড়া	cīnīties
রুমি	rūmī
স্থিতিশীলতা	stabilizācija
স্থিতিশীলতা	stabilizācijai
পাচ্ছে	kļūst
মেধার	nopelni
মেধার	nopelniem
প্রত্যাহারের	atsaukšana
প্রত্যাহারের	atsaukšanu
প্রত্যাহারের	izstāšanās
প্রত্যাহারের	anulēšana
মিনা	mīna
মার্কোস	marcos
উচিৎ	būtu
উচিৎ	vajadzētu
রিয়ার	aizmugure
রিয়ার	aizmugures
রিয়ার	aizmugurē
রিয়ার	aizmugurējā
পর্যবেক্ষন	novērošana
পর্যবেক্ষন	novērojums
পর্যবেক্ষন	novērojumu
পর্যবেক্ষন	novērojumi
সালভাদোর	salvador
ন্যাটো	nato
কমিক্স	komiksus
লিন্ডসে	lindsay
শর্তাবলী	apzīmējumi
শর্তাবলী	termini
কবুতর	baložu
কবুতর	balodis
তাজা	svaiga
তাজা	svaigas
তাজা	svaigs
তাজা	svaigi
টিলা	pacēluma
টিলা	pacēlums
কিলো	kilogramu
ইউরিয়া	urīnvielas
ইউরিয়া	urīnviela
ইউরিয়া	urīnvielu
ভক্তরা	fani
ভক্তরা	faniem
ভক্তরা	līdzjutējiem
ভক্তরা	ventilatori
পরিবেশক	izplatītāji
মাছি	lido
মাছি	lidot
স্ট্রিপ	lentes
স্ট্রিপ	sloksnes
চাকার	vīlers
ভিজে	slapjas
ভিজে	slapjš
ভিজে	mitra
ম্যাকডোনাল্ড	mcdonald
গিরি	giri
দৃঢ়ভাবে	stingri
দৃঢ়ভাবে	vienmērīgu
দৃঢ়ভাবে	vienmērīgs
দৃঢ়ভাবে	vienmērīga
দৃঢ়ভাবে	stingri
জাং	jang
জাং	jungs
জুতো	apavi
জুতো	kurpes
জুতো	apavu
অচেনা	svešiniekiem
অচেনা	svešinieks
পেন্সিল	zīmulis
পেন্সিল	zīmuļi
চ্যাট	chat
গার্ডিয়ান	sargs
হাজারো	tūkstoši
হাজারো	tūkstošos
হাজারো	tūkstošiem
এমএসসি	msc
ওয়্যারলেস	bezvadu
পবিত্রতা	svētība
চোয়াল	žokļa
চোয়াল	spīles
প্রতিবাদী	protestēja
প্রতিবাদী	protestē
নির্বাণ	nirvana
অ্যাঙ্গোলার	angolas
সার্জারি	ķirurģija
সার্জারি	operācijas
সার্জারি	operācija
প্রতিবন্ধকতা	šķēršļi
প্রতিবন্ধকতা	barikādes
কার্টিস	kērtiss
ডিএসসি	dsc
প্রেমিকা	draudzene
প্রেমিকা	mīļākais
ফাইটার	cīnītājs
গুজ	zosu
গুজ	gūs
রেডিয়াম	rādija
রসুন	ķiploku
রসুন	ķiploki
বেলিজ	belizas
ক্যালকুলেটর	kalkulators
ক্যালকুলেটর	aprēķināšana
গ্রিড	režģi
বিজেপির	bjp
ডিরেক্টরি	direktorija
ডিরেক্টরি	direktoriju
ডিরেক্টরি	mape
মনোবিজ্ঞানী	psihiatra
সহস্রাব্দ	tūkstošgades
ব্যবসায়ীরা	tirgotājiem
ব্যবসায়ীরা	tirgotāji
মাইক্রোওয়েভ	mikroviļņu
ওসাকা	osaka
ইথানল	etanols
ইথানল	etilspirts
অবয়ব	izskats
কামড়ে	bite
কামড়ে	kož
উল্কা	meteorīts
বেলুচিস্তান	beludžistānas
হায়	hejs
লিংকন	linkolns
ক্লান্ত	apnicis
ক্লান্ত	noguruši
ক্লান্ত	noguris
পট	katlā
ভয়েজার	voyager
গেলো	kad
কিউবান	kubas
সিঙ্গেল	vienotā
সিঙ্গেল	vienreizēja
সিঙ্গেল	vienots
সিঙ্গেল	vienotais
গুস্তাভ	gustavs
ভাঙ্গার	pārkāpj
ডজন	desmitiem
ডজন	dučiem
ডজন	desmiti
মিথানল	metanola
দেশগুলি	valstīm
দেশগুলি	valstis
বঙ্গে	bengālijas
বাসে	bus
বাসে	autobuss
অস্ট্রিয়ান	austrijas
পরীক্ষিত	testē
পরীক্ষিত	pārbaudīta
পরীক্ষিত	pārbaudīts
পরীক্ষিত	pārbaudīti
পরীক্ষিত	pārbaudīta
পরীক্ষিত	pārbaudīts
পরীক্ষিত	pārbaudītas
ইউরেনাস	urāns
লিডস	leeds
মথ	moth
বাজি	derēt
বাজি	derības
এয়ারক্রাফট	lidmašīnas
এয়ারক্রাফট	lidaparāti
সিম্পসন	simpson
হোল্ডিং	saimniecība
হোল্ডিং	turēšana
হোল্ডিং	holding
হোল্ডিং	saimniecības
বুদ্ধির	izlūkošanas
শর্টস	šorti
শর্টস	bikses
রেনে	renē
রেনে	renē
স্টুডেন্ট	students
স্টুডেন্ট	studenta
স্টুডেন্ট	studentu
নব্বই	deviņdesmit
কার্বি	kirby
জোসেপ	josep
মোম	vasks
যুদ্ধক্ষেত্র	battlefield
বিচ্ছুরণ	vibrē
স্কেটিং	slidošanas
ইচ্ছাকৃতভাবে	apzināti
ইচ্ছাকৃতভাবে	tīši
ইচ্ছাকৃতভাবে	apzināti
তৃষ্ণা	slāpes
মানবতাবাদ	humānisma
ভগ্নাংশ	virziens
ভগ্নাংশ	frakcija
সেক্রেটারী	sekretāre
সেক্রেটারী	sekretārs
নিরক্ষীয়	ekvatoriālās
আদা	ingvera
হিউ	tonis
হিউ	nokrāsas
হিউ	hjū
সিগমা	sigma
লাও	izvietojums
লাও	izkārtojums
অবিশ্বাস্য	neticami
তুষারপাত	sniega
তুষারপাত	sniegs
তুষারপাত	sniegu
আতঙ্ক	paniku
আতঙ্ক	panikas
মোরগ	gailis
ইলা	ila
ওয়েলশ	velsas
বালু	smilts
বালু	smilšu
বালু	smiltis
নৈপুণ্য	kuģis
নৈপুণ্য	amatniecības
কিল	ķīlē
মাইলস	jūdzes
জাবাল	jabal
কার্পেট	paklājs
কার্পেট	paklāju
বিচ্ছিন্নতাবাদী	separātistu
ব্রিস্টল	bristoles
এগার	vienpadsmit
সার্কুলার	apaļa
সার্কুলার	cirkulārā
সার্কুলার	apļveida
আরউইন	ērvins
রেস্তোরাঁ	restorāni
রেস্তোরাঁ	restorānos
রেস্তোরাঁ	restorāns
ইউনূস	junuss
দেউলিয়া	bankrotējusi
দেউলিয়া	bankrots
দেউলিয়া	bankrota
আকর্ষনীয়	pievilcīgas
আকর্ষনীয়	pievilcīgs
আকর্ষনীয়	pievilcīga
আকর্ষনীয়	pievilcīgi
আকর্ষনীয়	pievilcīgu
অচল	šķeltiem
জুলি	džūlija
ঘাড়ে	kakls
ঘাড়ে	kakla
টোগো	togo
দাঁড়ানো	stāv
দাঁড়ানো	stāvot
ব্যাজ	žetonu
ব্যাজ	emblēmas
পর্যায়ক্রমিক	periodiskas
পর্যায়ক্রমিক	periodiski
পর্যায়ক্রমিক	periodiska
রুনি	rūnija
থেরাপি	terapija
থেরাপি	terapijā
থেরাপি	terapiju
থেরাপি	terapijai
সৌন্দর্য্য	skaistule
সৌন্দর্য্য	skaistums
আইটেম	postenis
আইটেম	priekšmeti
আইটেম	posteņi
পাইপ	cauruļvads
পাইপ	caurules
পাইপ	caurule
পিক	maksimums
পিক	pīķa
পিক	izvēlies
ক্ষমতাশালী	spēcīgi
ক্ষমতাশালী	spēcīgs
দাহ্য	uzliesmojošu
পরিমার্জন	pārskatīšanu
পরিমার্জন	pārskatīšana
বানৌজা	bns
নই	jauninājums
নই	jaunums
উইলার্ড	vilards
বোতল	pudeles
বোতল	pudelītes
বোতল	pudelīte
বোতল	pudele
বোতল	pudeles
বোতল	pudelē
বিষয়গুলি	temati
বিষয়গুলি	tēmas
বিষয়গুলি	jautājumi
ডেনভার	denvera
হ্যাক	hack
কেইন	keins
বিনিয়োগকারী	investori
বেলজিয়ান	beļģijas
বেলজিয়ান	beļģu
কার্ডিফ	kārdifā
বন্দে	bande
প্রুশিয়া	prūsija
স্ক্যান	skeneri
স্ক্যান	skenēšanas
ফেসবুকের	facebook
মির	mir
পালনকর্তা	pavēlnieks
পালনকর্তা	kungs
ব্লেড	asmeni
মতাদর্শের	ideoloģijas
ব্রুনো	bruno
ম্যাগনেসিয়াম	volframa
ম্যাগনেসিয়াম	magnijs
ম্যাগনেসিয়াম	magnija
মোহামেদ	mohamed
বেতনের	alga
বেতনের	algas
বেতনের	algu
লোভ	alkatība
অলি	oli
নাইজার	niger
নেভিগেশন	navigation
নেভিগেশন	navigācija
নেভিগেশন	navigācijas
স্পন্সর	sponsors
নিযুক্তি	iesaistīšanās
নিযুক্তি	iesaiste
সকালের	rīts
খামারে	fermas
খামারে	audzētavas
খামারে	saimniecības
লাজুক	kautrīgs
নাকের	deguna
নাকের	deguns
নাকের	degunu
হিথ	hīts
খালা	tante
খালা	tante
খালা	tantes
বলেছি	pateica
জাগরণের	atmodas
কর্মচারীরা	nodarbinātie
কর্মচারীরা	darbinieki
অনুকূলে	pakalpojums
ওয়ার্কশপ	seminārs
ওয়ার্কশপ	darbnīca
লাক্স	lux
হপ	apiņu
হপ	hop
সর্পিল	spirāle
সুসান	žuža
স্টার্স	zvaigznes
হ্যামলেট	hamlets
তাকিয়ে	izskaties
তাকিয়ে	pliku
তাকিয়ে	skatiens
বিলম্বিত	atlikt
বিলম্বিত	novēloti
ইনিয়েস্তা	injesta
রিমিক্স	skaņās
তালেবান	taliban
স্কোয়াশ	skvoša
অহংকার	lepnums
স্যামি	semijs
বাট	dibens
চাণক্য	čānakja
কাই	chi
কাই	kai
সক্রেটিস	socrates
সুনিশ্চিত	absolūtais
সুনিশ্চিত	absolūtā
সুনিশ্চিত	absolūts
নান্দনিক	estētisku
কোলন	resnās
ছত্রভঙ্গ	paniski
ট্রেক	trek
আইসিসির	icc
আইসিসির	skt
নেশন	nācija
নেশন	tauta
বর্ষণ	dušas
বর্ষণ	dušas
তিউনিসিয়ার	tunisijas
ইন্দোচীন	indoķīna
চরমপন্থী	ekstrēmistu
চরমপন্থী	ekstrēmisti
জাগরণ	atmodas
গনোম	gnome
আকিরা	akira
তেরা	tera
উলম্ব	vertikāls
উলম্ব	vertikālais
উলম্ব	vertikāli
উলম্ব	vertikālas
উলম্ব	vertikālā
উইন্ডো	windows
উইন্ডো	logus
উইন্ডো	logi
উইন্ডো	logu
উইন্ডো	logā
উইন্ডো	logs
উইন্ডো	loga
মশার	moskītu
রুমে	istaba
রুমে	istabā
রুমে	istabas
রুমে	telpa
রুমে	istabu
নিও	neo
গাল	vaigi
কাঠঠোকরা	dzenis
সহিংস	vardarbīgi
সহিংস	vardarbīgu
ন্যু	nou
বার্মিজ	birmas
পলাতক	bēglis
বংশধরদের	pēcnācēji
বংশধরদের	pēcteči
অস্ত্রোপচার	ķirurģija
অস্ত্রোপচার	operācijas
অস্ত্রোপচার	operācija
অস্ত্রোপচার	ķirurģijas
অস্ত্রোপচার	ķirurģiska
স্কলারশিপ	stipendiju
মর্টার	mīnmetēju
মর্টার	javas
চাদ	čadas
গ্রানাডা	grenādas
গ্রানাডা	granada
তিক্ত	rūgta
তিক্ত	rūgts
ডায়েরি	dienasgrāmata
ডায়েরি	dienasgrāmatu
পিক্সেল	pikseļi
পিক্সেল	pikseļu
ভিয়েতনামী	vjetnamas
গর্ভধারণ	grūtniecība
গর্ভধারণ	grūtniecības
হোল্ডার	turētājiem
হোল্ডার	īpašnieki
হোল্ডার	turētāji
হোল্ডার	turētājs
হোল্ডার	īpašnieks
কক্স	cox
