que	که
groc	زرد
cercle	چرخه
cercle	دایره
aèria	هوایی
falta	کمبود
falta	نداشتن
falta	عدم
falta	گمشده
objectius	اهداف
torn	شیفت
torn	تراش
torn	رویت
torn	نوبت
contrari	خلاف
contrari	مخالف
parets	دیوارها
parets	دیوارهای
parets	دیوار
originalment	اصالتا
ferrer	آهنگری
ferrer	آهنگر
notícies	اخبار
notícies	نیوز
notícies	خبر
notícies	خبری
notícies	اخباری
determinar	تعیین
mark	مارک
poemes	شعری
poemes	شعرهای
poemes	شعر
funcionament	عملیات
funcionament	عمل
familia	فامیل
familia	خانوادگی
familia	خانواده
nen	کودک
nen	کودکان
nen	فرزند
nen	بچه
cat	cat
cat	گربه
escòcia	اسکاتلند
mandat	فرمانی
elecció	انتخاب
introducció	معرفی
introducció	مقدمه
introducció	اشنایی
introducció	آشنایی
introducció	مقدمه
característica	ویژگی
setmanes	هفته
martín	مارتن
martín	مارتین
anunciar	اعلام
ofereix	توجیه
descriu	توصیف
posicions	مواضع
posicions	موقعیتهای
pdf	pdf
esport	sport
esport	اسپورت
esport	ورزش
esport	ورزشی
esport	ورزشکار
bases	پادگان
familiar	آشنای
familiar	آشنا
familiar	اشنا
familiar	آشناست
escriptura	نویسندگی
escriptura	نوشتن
vendre	فروش
vendre	بفروش
vendre	بفروشید
veus	صداها
veus	صداهایی
veus	صداهای
veus	آوازها
cementiri	قبرستان
cementiri	گورستان
oxford	آکسفورد
castelló	کاستلیون
ajut	کمک
components	قطعات
components	اجزای
buenos	بوئنوس
patró	الگو
físic	فیزیکدان
físic	جسمی
físic	بدنی
físic	فیزیکی
vic	ویک
tom	تام
tom	tom
jones	جونز
saló	استراحتگاه
saló	سالن
naturalesa	سرشت
naturalesa	طبیعت
organitzacions	سازمانها
organitzacions	سازمانهای
jacques	ژاک
saragossa	ساراگوسا
natura	سرشت
natura	طبیعت
jerusalem	اورشلیم
jerusalem	قدس
segurament	بیشک
diego	دیگو
cuba	کوبا
científics	دانشمندان
potència	قدرت
potència	پاور
potència	توان
potència	power
potència	قدرتش
roba	لباسها
roba	لباس
roba	لباسهای
fotografies	پیکچرز
fotografies	تصاویر
fotografies	عکسها
fotografies	عکس
coronel	سرهنگ
hem	hem
possibles	امکان
possibles	ممکن
white	سپید
white	وایت
white	سفید
cavaller	شوالیه
cavaller	نایت
propera	بعدی
propera	next
permanent	پایدار
permanent	همیشگی
permanent	دائم
permanent	دائمی
permanent	دایمی
permanent	دایم
guió	dash
guió	داش
guió	دش
guió	دستنوشته
google	گوگل
google	google
lingüística	زبانشناسی
xavier	خاویر
descendents	نوادگان
descobert	کشف
retirada	نشینی
professionals	حرفهای
pisos	طبقه
pisos	طبقات
cadascun	هرکدوم
cadascun	هریک
taiwan	تایوان
carolina	شمالی
carolina	کارولینا
episodi	قسمت
episodi	اپیزود
intervenció	دخالت
intervenció	مداخله
territorial	ارضی
tocar	لمس
bach	باخ
bach	بچ
esperit	روحی
esperit	اسپریت
esperit	روح
documental	مستند
síria	سوریه
independents	مستقل
independents	independents
diferències	تفاوت
diferències	تفاوتهای
diferències	تفاوتها
diferències	اختلاف
lateral	کناری
lateral	جانبی
alliberament	نشر
alliberament	آزادسازی
gel	یخ
gel	یخی
gel	یخبندان
gel	آیس
límits	محدودیتها
límits	محدودیت
vilanova	بیلانبا
clàssic	کلاسیک
clàssic	classic
tram	کشش
tram	دراز
canals	کانالها
canals	کانالهای
canals	کانالها
fusió	همجوشی
abandona	استعفا
abandona	انصراف
abandona	ترک
equivalent	معادل
homenatge	وطنم
homenatge	خراج
olímpic	المپیک
ocells	پرندگان
portada	کاور
portada	جلد
portada	پوشش
poema	شعری
poema	شعر
idioma	زبان
nomenar	بتابد
fàcil	آسان
fàcil	ساده
fàcil	راحت
hereu	وارث
perill	خطری
perill	خطر
mediterrània	مدیترانه
exili	تبعید
múltiples	چندگانه
múltiples	چندین
venda	فروش
venda	sale
venda	حراج
desert	کویر
desert	بیابان
desert	بیابانی
desert	صحرا
desert	اعراب
especials	مخصوص
especials	ویژه
especials	خاص
especials	استثنایی
especials	خاصه
públiques	عمومی
públiques	علنی
públiques	همگانی
públiques	public
protegir	محافظت
programari	نرمافزار
king	پادشاه
king	کینگ
king	شاه
alacant	آلیکانته
amplada	عرض
cel	آسمان
cel	آسمان
cel	اسکای
durada	دوام
demostrar	تظاهرات
senat	سنا
senat	سنای
mitologia	اساطیر
mitologia	اسطوره
civils	میگرد
html	html
esdeveniment	رویداد
esdeveniment	واقعه
esdeveniment	رخداد
disponible	موجود
sánchez	سانچز
àngel	آنجل
àngel	فرشته
àngel	انجل
uruguai	اروگوئه
mediterrani	مدیترانه
proteïnes	پروتئین
proteïnes	پروتئینی
proteïnes	پروتئینهای
proteïnes	پروتئینها
proteïnes	پروتئینهای
circumscripció	سبها
naus	کشتیها
naus	کشتی
islam	اسلام
normes	قواعد
normes	قوانین
françois	فرانسوا
virus	ویروس
tomba	مقبره
tomba	آرامگاه
frank	فرانک
frank	فرنک
plena	پر
plena	کاملش
plena	سرشار
plena	فول
plena	پره
representants	نمایندگان
regular	منظم
carregat	بارگذاری
assegurar	ایمن
assegurar	امن
arribant	میاد
arribant	آمدن
risc	خطر
risc	ریسک
contracte	قرارداده
contracte	قرارداد
factors	عوامل
tenint	گرفتن
corresponent	متناظر
trets	نماها
sultà	سلطان
oberta	باز
verge	باکرگی
verge	باکره
verge	ویرجین
descobriment	اکتشاف
descobriment	دیسکاوری
descobriment	کشف
trobada	ملاقات
trobada	جلسه
trobada	دیدار
autonomia	خودمختاری
car	گران
car	گرونه
provincial	استانی
alps	آلپ
sòl	خاک
enginyeria	مهندسی
paisatge	عرضی
paisatge	منظره
granada	گرانادا
catalina	کاتالینا
opinió	نظر
opinió	پندار
opinió	گمان
regnes	سرزمینها
chicago	شیکاگو
deriva	دریفت
deriva	رانش
edward	ادوارد
globus	گلوب
globus	بالن
globus	بالون
globus	بادکنک
rica	ریکا
parlants	اسپیکر
val	وال
val	ول
difusió	انتشار
difusió	پخش
difusió	گسترده
relleu	امداد
carboni	کربن
carboni	کربنی
identitat	همانی
identitat	هویت
humanitat	انسانیت
humanitat	بشر
humanitat	بشریت
rio	ریو
são	سائو
cartes	کارتها
cartes	ورق
cartes	کارتهای
roques	سنگها
catàleg	فهرست
catàleg	کاتالوگ
catàleg	فهرست
tony	تونی
propietari	مالک
propietari	صاحب
propietari	صاحبش
propietari	مالکش
journal	ژورنال
journal	مجله
journal	نشریه
harry	هری
comportament	رفتاری
comportament	رفتار
enemic	دشمن
enemic	دشمنی
ningú	هیچکس
cavalleria	سواران
cavalleria	سواره
paleta	پالت
marge	حاشیه
finalitat	مقصود
finalitat	هدفی
congo	کنگو
converteix	تبدیل
candidat	کاندید
candidat	نامزد
candidat	کاندیدای
plataforma	سکوی
plataforma	سکو
presents	حاضر
presents	هدیه
angle	زاویۀ
angle	زاویه
habitualment	معمولا
dansa	dance
dansa	رقص
visita	آباد
visita	ملاقات
visita	عیادت
visita	بازدید
coral	کورال
coral	مرجان
coral	مرجانی
entrevista	مصاحبه
fred	سرما
fred	سرد
fred	سرماخوردگی
fred	فرد
portuguès	پرتغال
portuguès	پرتغالی
portuguès	پرتقالی
dècades	دهه
corda	طناب
corda	طنابی
corda	کورد
pensament	تفکر
milers	هزاران
milers	هزارها
iniciativa	ابتکار
voluntat	ویل
perfil	profile
perfil	نمایه
perfil	پروفایل
transició	انتقال
transició	گذار
cova	غار
cova	غاری
adaptació	اقتباس
adaptació	سازگاری
teresa	ترسا
teresa	تریسا
teresa	ترزا
tasques	تکالیف
ceràmica	سرامیک
ceràmica	سرامیک
ràpid	سریع
ràpid	روزه
ràpid	تند
jan	jan
jan	یان
arxius	آرشیو
arxius	بایگانی
dubte	شک
moneda	سکه
foto	فتو
foto	photo
foto	عکس
lsp	lsp
salt	سالت
salt	نمکی
salt	نمک
enginyer	مهندس
enginyer	engineer
consum	مصرف
associat	همتای
boca	دهانت
boca	دهان
boca	دهن
boca	بوکا
realment	واقعآ
realment	واقعا
caça	شکار
partícules	ذرات
college	کالج
college	دانشکده
college	دانشگاه
college	دانشگاهی
destrucció	تخریب
destrucció	هلاکت
destrucció	نابودی
destrucció	خرابی
destrucció	ویرانی
tren	قطار
belga	بلژیکی
belga	بلژیک
cavalls	اسبان
cavalls	اسب
cavalls	اسبها
pedres	سنگها
descriure	توصیف
infant	کودک
infant	کودکان
infant	فرزند
infant	بچه
reunió	ملاقات
reunió	جلسه
reunió	دیدار
aliments	غذاها
aliments	غذاهای
parell	نظیر
parell	همتا
williams	ویلیامز
pop	پاپ
pop	pop
astúries	آستوریاس
resolució	دقت
resolució	وضوح
oncle	عمو
oncle	عموی
oncle	دایی
ficció	تخیلی
ocasió	مناسبت
nadal	کریسمس
time	زمان
time	تایم
time	time
públics	عمومی
públics	علنی
públics	همگانی
públics	public
walter	والتر
anat	رفت
anat	رفتن
anat	رفته
pesca	ماهیگیری
crític	معترض
crític	منتقد
crític	بحرانی
crític	انتقادی
crític	حیاتی
geòrgia	گرجستان
geòrgia	جورجیا
carn	گوشتی
carn	گوشته
carn	گوشت
comuns	رایج
comuns	معمولی
comuns	مشترک
marroc	مراکش
detalls	جزئیات
bàsquet	basketball
bàsquet	بسکتبال
senzill	ساده
css	css
exteriors	خارجه
exteriors	خارجی
gabriel	گابریل
gabriel	جبرئیل
eines	ابزار
eines	ابزارها
eines	ابزارهای
retrat	طولی
retrat	پرتره
exèrcits	سپاه
pantalla	پرده
estrena	پریمیر
estrena	افتتاحیه
diccionari	دیکشنری
definitivament	قطعاً
definitivament	قطعا
conquerir	تسخیر
conquerir	فتح
conquerir	غلبه
penedès	پندس
nuclear	هسته
guanyat	وون
accident	حادثه
accident	تصادفی
accident	تصادف
vot	رای
tendència	ترند
tendència	گرایش
tendència	روند
sexual	جنسی
ordinador	رایانه
ordinador	کامپیوتر
ruïnes	ویران
fama	شهرتش
fama	شهرت
fama	شهرتی
cuina	آشپزخانه
vols	پروازهای
vols	پروازها
variant	variant
russos	روسها
comarques	شهرستانهای
cèsar	سزار
comèdia	کمدی
interpretar	تعبیر
interpretar	تفسیر
das	داس
das	das
clarament	واضح
clarament	آشکارا
clarament	وضوح
univers	کائنات
univers	کیهان
univers	گیتی
significat	معنای
significat	معنی
significat	معنا
alfred	آلفرد
alfred	الفرد
continental	قارهای
extinció	انقراض
persa	پرشین
persa	ایرانیان
persa	ایرانی
persa	فارسی
equipament	تجهیزات
equipament	وسایل
llegir	بخوان
llegir	خواندن
llegir	خوانده
llegir	بخوانند
llegir	بخوانید
max	max
max	مکس
max	ماکس
max	بیشینه
avions	هواپیماهای
avions	هواپیماها
masculí	مذکر
masculí	نر
nota	یادداشت
nota	نکته
nota	نوت
sorgir	برخیز
actors	بازیگران
compondre	نگارش
compondre	سرودن
creixent	رشد
vocal	واکه
jack	جک
eduard	ادوارد
florència	فلورنس
florència	فلورانس
interna	داخلی
interna	درونی
vapor	بخار
vapor	بخار
vapor	استیم
directa	دایرکت
directa	direct
certes	یقین
roman	رومان
roman	رومی
roman	رومن
roman	روم
bateria	باطری
bateria	باتری
guia	راهنما
guia	هدایت
guia	راهبر
gràcia	فضل
gràcia	گریس
romania	رومانی
màquina	ماشینی
màquina	ماشین
màquina	دستگاه
màquina	میزبان
unesco	یونسکو
decideix	اراده
execució	اعدام
execució	اعدامی
execució	اجرا
execució	اجرای
execució	اعدامش
estacions	فصلها
estacions	فصول
excepció	استثنا
excepció	استثنای
canó	کانن
literària	ادبی
costats	پهلو
comprar	بخرم
comprar	خرید
comprar	بخرید
estret	تنگه
estret	باریکه
estret	باریک
escriu	نوشت
escriu	نویسند
escriu	نوشتن
escriu	بنویسید
escriu	بنویسد
system	سامانه
system	سیستم
fenomen	پدیده
fenomen	پدیدهای
cost	هزینه
agent	مامور
agent	کارگزار
agent	مأمور
impacte	ضربه
impacte	اصابت
impacte	برخوردی
impacte	برخورد
fosc	دارک
fosc	تاریک
fosc	تیره
colla	گنگ
ull	چشم
ull	چشمی
flor	گل
flor	شکوفه
flor	فلاور
raja	راجا
ala	آلا
ala	الا
ala	ala
promoció	ترویج
promoció	ارتقاء
promoció	ترفیع
promoció	تبلیغ
promoció	ارتقای
promoció	ارتقا
declaració	بیانیه
declaració	اظهارات
declaració	اعلام
declaració	اعلان
guanyador	برنده
della	دلا
vehicle	خودرو
vehicle	ماشین
seccions	بخشهای
seccions	بخشها
fusteria	نجاری
bell	ناقوس
bell	زنگ
bell	بل
millora	بهبودی
millora	بهبود
preu	قیمتش
preu	بهای
preu	پرایس
preu	بهایی
preu	قیمتی
preu	قیمت
super	سوپر
super	super
llar	خانه
llar	وطن
llar	خونه
llar	آغازه
circular	دایره
metall	متال
metall	فلز
metall	فلزی
crítiques	نقدهای
veneçuela	ونزوئلا
violí	ویولون
violí	ویلن
violí	ویولن
violí	کمانچه
feliu	فلیو
aniversari	تولد
aniversari	زادروز
aniversari	سالگرد
disputa	نزاع
disputa	جدال
disputa	ستیزه
disputa	پرخاش
esports	اسپرت
esports	اسپورت
esports	ورزشی
esports	ورزش
ocupat	مشغول
ocupat	مصروف
ocupat	اشغال
ocupat	شلوغ
gòtic	گوتیک
filòsof	فیلسوف
èxits	دستاوردهای
vicente	ویسنته
interessos	علایق
interessos	دلبستگی
interessos	منافع
johann	یوهان
entendre	فهم
entendre	درک
democràtic	دمکراتیک
democràtic	دموکراتیک
democràtic	دموکرات
santuari	پناهگاه
santuari	محراب
santuari	حرم
defineix	تعریف
emir	امیر
natal	ناتال
tolosa	تولوز
comunicacions	ارتباطات
comunicacions	مخابرات
comunicacions	آیات
saxònia	زاکسن
cant	آواز
cant	خوانندگی
lee	لی
aus	پرندگان
infantil	کودکانه
cristianisme	مسیحیت
electoral	انتخاباتی
electoral	انتخابات
suma	مجموع
suma	مبلغ
baviera	باواریا
baviera	بایرن
centrals	مرکزی
centrals	سنترال
centrals	مرکز
lectura	خواندن
lectura	قرائت
raons	دلایل
còmic	کمیک
secret	محرمانه
secret	رازی
secret	راز
secret	مخفی
tècnic	فنی
tècnic	تکنیکی
tècnic	تکنسین
nacionalitat	تابعیت
nacionalitat	ملیت
nacionalitat	ملیتی
dura	سخت
dura	دشوار
alexander	اسکندر
alexander	الکساندر
financera	مالی
francesco	فرانچسکو
cristià	کریستین
cristià	کریستیان
cristià	مسیحی
cristià	کریستن
zero	صفر
zero	زیرو
zero	zero
contenen	حاوی
definir	تعریف
nebot	برادرزاده
nebot	خواهرزاده
produeixen	بیاورند
sonora	سونورا
hotel	هتل
temperatures	دما
otomà	عثمانی
crea	ایجاد
enemics	دشمنان
senyors	آقایان
senyors	آقایون
altar	محراب
altar	قربانگاه
protegit	محفوظ
amenaça	تحدید
amenaça	تهدید
iraq	عراق
conflictes	درگیریهای
conflictes	تضاد
conflictes	ناسازگار
conflictes	ناسازگاری
aran	آران
músics	نوازنده
músics	نوازندگان
déus	خدایان
resoldre	حل
resoldre	رفع
resoldre	حل
dibuix	ترسیم
dibuix	نقاشی
dibuix	کشیدن
monarquia	شهریاری
factor	فاکتور
factor	عامل
missatge	پیغام
missatge	پیام
presentació	ارائه
anell	حلقه
anell	رینگ
anell	انگشتر
mary	ماری
mary	مریم
mary	مری
democràcia	دمکراسی
democràcia	دموکراسی
filipines	فیلیپین
absència	غیبت
absència	غیاب
prefix	پیشوند
històries	داستان
històries	داستانها
branques	شعبه
branques	شاخه
barroc	باروک
disciplina	انضباط
presoners	اسیری
presoners	زندانیان
one	یکی
one	یگانه
one	یک
discurs	گفتمان
discurs	سخنرانی
discurs	گفتار
transmissió	انتقال
transmissió	مخابره
testament	وصیتنامه
testament	وصیت
flora	فلورا
cadascuna	هرکدوم
cadascuna	هریک
profunditat	عمق
capçalera	سرآیند
mineral	معدنی
constantinoble	قسطنطنیه
goya	گویا
continent	قاره
paret	وال
paret	دیواری
paret	دیوار
arthur	آرتور
períodes	دوران
sierra	سیرا
criteris	معیار
criteris	معیارهای
ramón	رامون
atmosfera	اتمسفر
bones	خوبی
bones	good
bones	خوب
bones	خوبش
bizantí	بیزانس
geografia	جغرافی
geografia	جغرافیای
geografia	جغرافیا
proposat	خواستگاری
proposat	پیشنهادی
combinació	ترکیبی
combinació	ترکیب
macedònia	مقدونیه
nét	نوه
disposició	چیدمان
disposició	رزق
sacerdot	کاهن
sacerdot	کشیش
sacerdot	کشیشی
windows	ویندوز
havent	داشتن
coma	کما
coma	کاما
episodis	قسمتهای
ona	موج
ona	موجی
organisme	ارگانیسم
organisme	ارگانیزم
paletes	پالت
taules	میزهای
onze	یازده
onze	eleven
pati	حیاط
pati	حیاط
pati	یارد
víctor	ویکتور
veritat	حقیقتی
veritat	واقعیت
veritat	حقیقت
veritat	حق
junts	باهم
horta	horta
maneres	راهها
maneres	راههایی
maneres	راههای
maneres	روشهای
calor	گرما
calor	حرارت
calor	گرمای
munic	مونیخ
cruz	کروز
cruz	کروس
conservatori	کنسرواتوار
conservatori	هنرستان
manteniment	نگهداشت
manteniment	نگهداری
útil	مفید
rècord	ضبط
treballant	کار
artilleria	توپخانه
western	وسترن
western	غربی
blancs	سفیدها
substituït	جایگزین
illinois	ایلینوی
ascens	عروج
ascens	صعود
renaixement	رنسانس
alfabet	الفبا
alfabet	الفبای
avió	هواپیمای
avió	هواپیمای
avió	هواپیمایی
avió	هواپیما
escenari	مرحله
escenari	صحنه
escenari	استیج
pilar	ستون
pilar	رکن
pilar	ستونی
pilar	ارکان
uneix	بپیوندید
uneix	پیوستن
provença	پروانس
quarts	اقامتگاه
quarts	مقر
oxigen	اکسیژن
nintendo	نینتندو
mode	حالت
vietnam	ویتنام
variable	متغیر
variable	متغیرها
declarat	اعلام
individuals	شخصی
individuals	فرد
suec	سوئدی
lampisteria	توریم
recuperació	ترمیمی
recuperació	ریکاوری
recuperació	بازیابی
recuperació	بهبودی
regiment	هنگ
elevat	مرتفع
elevat	برافراشته
tancat	بسته
legal	مجاز
legal	قانونی
legal	حقوقی
gai	گی
gai	همجنسگرا
gai	gay
gai	همجنسگرایی
gai	سرخوش
camins	مسیرها
camins	راههای
iran	ایران
iran	سوادکوه
bilbao	بیلبائو
divideix	شکافتن
bàsicament	اساساً
bàsicament	اساسا
tardor	پاییز
tardor	پائیز
tardor	پاییزی
tardor	خزان
violència	خشونت
vidre	گلاس
vidre	گلس
vidre	لیوان
vidre	شیشه
dividit	تقسیم
ous	تخم
continguts	محتویات
formats	قالبهای
determinat	مصمم
lord	لرد
lord	پروردگارا
relacionat	مربوط
relacionat	مرتبط
necessitats	نیاز
identificar	شناسایی
identificar	شناختن
comentaris	نظرات
comentaris	نظرها
comentaris	توضیحات
dificultats	مشکلات
vidal	ویدال
consulta	پرس
consulta	مشورت
consulta	مشاوره
assaig	آزمون
assaig	آزمودن
assaig	آزمایش
assaig	تست
sales	اتاقها
sales	اتاقهای
sales	اتاق
sales	اجدادش
estableix	تنظیم
fauna	جانداران
fauna	teide
marró	قهوهای
marró	براون
arrels	ریشه
histoire	histoire
puerto	پورتو
judici	محاکمه
judici	دادرسی
manual	دستی
manual	راهنما
rowspan	rowspan
amistat	دوستی
amistat	رفاقت
amistat	دوست
amistat	دوستی
llicència	گواهینامه
llicència	مجوز
llicència	جواز
universitats	دانشگاههای
universitats	دانشگاهها
sal	سالت
sal	نمکی
sal	نمک
poders	قدرتهای
lisboa	لیسبون
cavallers	آقایان
cavallers	آقایون
savoia	ساووی
letònia	لتونی
wiki	ویکی
equació	معادله
petició	درخواست
petició	دادخواست
escapar	گریز
escapar	فرار
baró	بارن
baró	بارون
miró	میرو
metro	مترو
metro	متروی
metro	مترو
metro	متروی
diaris	نشریات
diaris	مجلات
imposar	تحمیل
alba	آلبا
alba	البا
càncer	سرطانی
càncer	سرطان
graus	درجه
historiadors	مورخان
majoritàriament	غالبا
amsterdam	آمستردام
amsterdam	امستردام
turc	ترکیه
turc	ترکی
blat	گندم
borgonya	برگندی
adults	بزرگسال
adults	بزرگسالان
adults	بزرگترها
giuseppe	جوزپه
nominacions	نامزدها
nominacions	نامزدهای
norma	نورما
norma	نورم
mor	میمیرد
mor	بمیرد
mor	mor
mor	مور
sobirania	حاکمیت
nasa	ناسا
georges	ژرژ
viatges	مسافرت
viatges	travel
viatges	سفر
jazz	جاز
coure	مس
ohio	اوهایو
portat	آورده
portat	آوردن
monedes	سکه
quin	چی
quin	چه
temporal	موقت
temporal	موقتی
confederació	کنفدراسیون
localització	محل
localització	مکان
senador	سناتور
valladolid	وایادولید
pablo	پابلو
española	اسپانیولا
delta	دلتا
delta	دلتای
basílica	بازیلیکا
alberto	آلبرتو
potencial	بالقوه
potencial	پتانسیل
tennis	تنیس
cobert	آلونک
cobert	گریست
oficines	دفاتر
oficines	ادارات
buit	خالی
buit	تهی
buit	خلاء
buit	خلأ
buit	خلا
juvenil	جوانی
juvenil	جوانان
gust	مزه
neerlandès	هلندی
neerlandès	داچ
neerlandès	هلند
colom	کبوتری
colom	کبوتر
gómez	گومز
gómez	گومز
turcs	ترکهای
turcs	ترکها
lituània	لیتوانی
pro	پرو
pro	pro
pro	حرفهای
tothom	همه
hans	هانس
moral	اخلاقی
moral	اخلاق
moral	اخلاق
moral	اخلاقیات
moral	اخلاقی
moral	اخلاق
hitler	هیتلر
barreja	شافل
barreja	اختلاط
barreja	مخلوط
barreja	میکس
henri	آنری
rebels	شورشی
rebels	یاغی
equador	استوا
equador	اکوادور
notícia	اخبار
notícia	نیوز
notícia	خبر
notícia	خبری
notícia	اخباری
publica	مرتکب
catòlic	کاتولیک
acer	فولاد
acer	استیل
acer	فولادی
farmàcia	داروخانه
farmàcia	داروسازی
farmàcia	داروئی
rodes	چرخ
celebració	جشن
celebració	تجلیل
informe	گزارش
dictadura	دیکتاتوری
finlàndia	فنلاند
recents	اخیر
personals	شخصی
seqüència	دنباله
califa	خلیفه
flux	جریان
badalona	بادالونا
roda	فرمون
roda	چرخ
estàtua	مجسمه
estàtua	تندیس
retirat	بازنشست
retirat	بازنشسته
secundari	ثانویه
secundari	ثانوی
cotxe	خودرو
cotxe	خودروی
cotxe	ماشین
registres	رکوردز
golden	زرین
golden	طلایی
golden	گلدن
golden	طلائی
esforços	تلاشهای
esforços	تلاشها
esforços	کوشش
líders	رهبران
fotos	عکسها
fotos	عکس
jardins	باغ
jardins	بوستان
jardins	باغها
soviètic	شوروی
arma	سلاح
arma	تفنگ
arma	تفنگی
arma	اسلحه
agustí	آگوستین
seguidors	پیروان
open	باز
cinquè	پنجم
cinquè	پنجمی
cinquè	پنجمین
aprofitar	تصرف
noia	دختری
noia	دختر
noia	girl
aprendre	یادگیری
braç	بازو
braç	دست
braç	آرم
braç	بازوی
noblesa	اصالت
interessant	جالب
interessant	جالبی
interessant	جالبه
químic	شیمیایی
químic	شیمیدان
ports	بنادر
idiomes	زبانهای
idiomes	زبانها
idiomes	زبان
teories	نظریات
teories	نظریه
raça	نژاد
econòmics	اقتصادی
navegació	ناوبری
hidrogen	هیدروژن
hidrogen	هیدروژنی
separació	جداسازی
separació	جدایی
separació	تفکیک
separació	فراق
popularitat	محبوبیت
divisions	تقسیمات
divisions	بخشها
pols	غبار
pols	خاک
símbols	نمادهای
símbols	نمادها
literari	ادبی
friedrich	فردریش
friedrich	فریدریش
hamburg	هامبورگ
senyora	بانوی
senyora	بانو
senyora	بانوی
senyora	بانو
salamanca	سالامانکا
andalusia	اندلس
vicenç	بیسنک
online	online
online	برخط
online	آنلاین
índex	شاخص
índex	نمایه
var	ور
mecànica	مکانیک
mecànica	mechanical
mecànica	مکانیکی
realització	فهم
realització	تحقق
sec	سک
placa	پلاک
placa	بشقاب
frase	عبارت
frase	حکم
frase	جمله
explotació	استثمار
suficient	کافیه
executiu	اجرایی
heroi	قهرمان
heroi	پهلوان
insectes	حشرات
concepció	لقاح
passos	گامهای
christian	کریستین
christian	کریستیان
christian	مسیحی
christian	کریستن
opera	تماشاخانه
opera	اُپرا
opera	اپرا
mecanisme	مکانیسم
mecanisme	مکانیزم
empresari	کارآفرین
empresari	کارفرما
empresari	کارفرمای
regles	قواعد
regles	قوانین
regles	فرمانروایان
regles	حاکمان
conservat	محفوظ
exclusivament	مختص
senyals	سیگنالهای
prat	پرات
eina	ابزار
termini	ترم
termini	اجل
termini	اصطلاح
alaska	آلاسکا
competir	رقابت
assistència	توفیق
matí	صبح
matí	بامداد
caràcters	نویسه
indonèsia	اندونزی
radical	رادیکال
regla	قاعده
regla	قانون
campiona	قهرمان
campiona	پهلوان
campiona	champion
repartiment	گچ
repartiment	بیندازید
últimes	جدیدترین
últimes	آخرین
causes	علل
causes	موجب
irlandès	ایرلند
irlandès	ایرلندی
centenars	صدها
alternativa	جایگزین
brown	قهوهای
brown	براون
debat	بحثش
debat	بحث
debat	مناظره
compromís	تعامل
compromís	نامزدی
compromís	تعهد
compromís	التزام
absoluta	مطلق
aprovat	تأیید
contes	داستانها
professió	حرفه
professió	شغلی
professió	شغل
audiència	حضار
audiència	مخاطب
dama	بانوی
dama	بانو
claude	کلود
claude	کلاد
quadres	میزهای
existents	موجود
estatut	اساسنامه
editors	تدوینگران
coneixements	دانش
coneixements	آگاهی
coneixements	علم
coneixements	معرفت
òrgan	ارگ
òrgan	ارگان
òrgan	اندام
polonès	لهستانی
oklahoma	اکلاهما
diumenge	ساندی
diumenge	یکشنبه
crònica	کرونیکل
connexió	ارتباط
connexió	اتصال
equilibri	میزان
equilibri	تعادل
equilibri	توازن
equilibri	موازنه
equilibri	تعادل
den	لانه
den	den
càmera	دوربین
pilots	خلبانان
drama	درام
estada	بمان
estada	بمانی
estada	ماندن
estada	بمانم
estada	بمانید
ritme	نواخت
ritme	موزون
ritme	ریتم
companyies	شرکتها
companyies	شرکتهای
companyies	احزاب
privat	خلوت
privat	شخصی
privat	سرباز
privat	private
privat	خصوصی
deixeble	مرید
màquines	دستگاهها
màquines	ماشینها
sèrbia	صربستان
gamma	گاما
avaluació	ارزیابی
taxa	نرخ
solitari	تنهایی
solitari	تنها
solitari	تنهای
propòsit	مقصود
propòsit	هدفی
esquerre	چپ
pena	مجازات
pena	پنالتی
pena	پنا
contemporània	معاصر
esperança	امیدی
esperança	هوپ
esperança	امیدوارم
esperança	hope
esperança	امید
personalitat	شخصیت
personalitat	شخصیتی
comparació	مقایسه
errors	حشرات
errors	اشتباهاتی
errors	اشتباهات
pèrsia	پرشیا
aprenentatge	یادگیری
estadística	آمارهای
estadística	آمار
napoleó	ناپلئون
matemàtic	ریاضیدان
cultures	فرهنگهای
mamífers	پستانداران
petroli	نفت
enrique	انریکه
governs	دولتها
governs	دولتهای
pacte	عهد
pacte	پیمان
administrador	سرپرست
administrador	مدیر
administrador	سرپرست
pakistan	پاکستان
líquid	مایع
congregació	جماعت
congregació	آدینه
nationalyears	nationalyears
reducció	کاهش
reducció	تقلیل
reducció	کاهی
cònjuge	همسری
cònjuge	همسر
margarida	مارگریتا
representacions	لاماسو
tomàs	توماس
tomàs	تامس
tomàs	توما
dorsal	موتور
carbó	زغال
carbó	ذغال
presentat	عرضه
mozart	موتسارت
bot	ربات
bot	bot
clubnat	clubnat
urbana	ربنا
bons	اوراق
bons	بند
teatral	تئاتری
gos	سگ
gos	سگی
pilota	بال
pilota	توپ
luci	لوسیوس
pic	عکس
maó	بریک
maó	آجر
maó	آجری
visual	دیداری
visual	بصری
visual	تصویری
gris	گری
gris	خاکستری
paràmetres	پارامتر
paràmetres	پارامترهای
víctimes	قربانیان
loira	لوآر
julià	جولیان
julià	جولین
arrel	ریشه
filles	دختران
jutge	داوری
jutge	قاضی
cerca	جستجو
negocis	تجارت
negocis	کسب
negocis	business
almirall	آدمیرال
almirall	دریاسالار
variacions	تغییرات
fronteres	مرز
fronteres	مرزهای
